 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 0/0, 1/0, 2/1, 1/0, 0/0, 2/0, 1/0, 1/0, 1/0, 2/0, 2/1, 1/0, 1/0, 2/0, 2/1, 1/0, 0/0, 1/0, 2/1, 1/0, 0/0, 1/0, 1/0, 1/0, 27/4
A minor (0), 0/0, 1/0, 2/1, 1/0, 0/0, 2/1, 1/0, 1/0, 1/1, 2/0, 3/2, 1/0, 1/1, 2/0, 3/2, 1/0, 0/0, 1/0, 2/1, 1/0, 0/0, 1/0, 1/0, 1/0, 29/9
F major (1b), 0/0, 0/0, 1/1, 0/0, 0/0, 1/0, 1/0, 0/0, 1/0, 2/0, 1/1, 0/0, 1/0, 2/0, 1/1, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 12/4
G major (1#), 1/0, 1/0, 2/1, 1/0, 1/0, 2/1, 2/1, 2/0, 1/1, 2/4, 3/2, 1/0, 1/1, 2/2, 3/1, 1/0, 1/1, 1/0, 2/1, 1/0, 1/2, 1/0, 1/0, 1/0, 35/18
D minor (1b), 0/0, 0/0, 1/1, 0/0, 0/0, 1/1, 1/1, 0/0, 1/1, 2/2, 2/2, 0/0, 1/1, 2/2, 2/2, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 14/14
E minor (1#), 1/1, 1/2, 1/2, 1/1, 1/0, 2/3, 2/0, 2/2, 1/1, 2/0, 4/2, 1/0, 1/1, 2/0, 4/2, 1/0, 1/0, 1/2, 1/2, 1/1, 1/0, 1/2, 1/1, 1/1, 35/26
Bb major (2b), 0/0, 0/0, 1/1, 0/0, 0/0, 1/0, 1/2, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 10/4
D major (2#), 1/0, 2/0, 2/1, 1/0, 1/0, 3/1, 1/0, 2/0, 2/1, 1/4, 2/2, 1/0, 2/1, 1/4, 2/2, 1/0, 1/0, 2/0, 2/1, 1/0, 1/0, 2/0, 1/0, 1/0, 36/17
G minor (2b), 0/0, 0/0, 1/1, 0/0, 0/0, 1/1, 1/0, 0/0, 1/1, 1/2, 2/1, 0/0, 1/1, 1/2, 2/1, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 12/11
B minor (2#), 1/1, 2/1, 1/0, 1/0, 1/2, 3/1, 1/1, 2/3, 2/1, 1/0, 3/2, 1/0, 2/1, 1/0, 3/2, 1/0, 1/1, 2/1, 1/0, 1/0, 1/2, 2/1, 1/0, 1/0, 36/20
Eb major (3b), 1/0, 0/0, 1/1, 0/0, 1/0, 1/0, 1/1, 0/0, 1/0, 1/0, 2/1, 0/0, 1/0, 1/0, 2/1, 0/0, 1/0, 0/0, 1/1, 0/0, 1/0, 0/0, 0/0, 0/0, 16/5
A major (3#), 2/1, 2/2, 2/1, 2/0, 2/0, 3/3, 2/0, 2/0, 2/1, 1/0, 2/2, 1/0, 2/1, 1/0, 2/2, 2/1, 2/1, 2/2, 2/1, 2/1, 2/2, 2/2, 1/0, 1/0, 44/23
C minor (3b), 1/0, 0/0, 1/1, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 2/1, 0/0, 1/0, 1/0, 2/1, 0/0, 1/0, 0/0, 1/1, 0/0, 1/0, 0/0, 0/0, 0/0, 16/4
F# minor (3#), 2/1, 2/0, 1/1, 2/0, 2/1, 2/2, 2/2, 2/0, 1/0, 1/0, 3/1, 1/0, 1/0, 1/0, 3/1, 2/0, 2/1, 2/0, 1/1, 2/0, 2/1, 2/0, 1/0, 1/0, 41/12
Ab major (4b), 3/4, 0/0, 2/1, 1/0, 3/2, 0/0, 0/0, 0/0, 0/0, 0/0, 2/2, 0/0, 0/0, 0/0, 2/2, 1/0, 3/4, 0/0, 2/1, 1/0, 3/2, 0/0, 0/0, 0/0, 23/18
E major (4#), 3/2, 2/2, 2/0, 3/0, 3/2, 3/3, 2/3, 2/1, 2/1, 0/0, 3/2, 1/0, 2/1, 0/0, 3/2, 3/0, 3/1, 2/2, 2/0, 3/0, 3/2, 2/2, 1/0, 1/0, 51/26
F minor (4b), 2/0, 0/0, 2/1, 1/0, 2/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 1/1, 1/0, 2/0, 0/0, 2/1, 1/0, 2/0, 0/0, 0/0, 0/0, 17/4
C# minor (4#), 4/2, 2/0, 2/1, 4/2, 4/2, 2/0, 3/4, 2/0, 1/0, 0/0, 3/1, 1/0, 1/0, 0/0, 3/1, 4/2, 4/2, 2/0, 2/1, 4/2, 4/2, 2/0, 1/0, 1/0, 56/22
Db major (5b), 5/6, 0/0, 3/2, 3/4, 5/4, 0/0, 1/2, 0/0, 0/0, 0/0, 2/2, 0/0, 0/0, 0/0, 2/2, 3/2, 5/6, 0/0, 3/2, 3/4, 5/4, 0/0, 0/0, 0/0, 40/40
B major (5#), 4/3, 1/1, 1/0, 2/0, 4/2, 2/1, 2/1, 1/0, 2/1, 0/0, 2/2, 0/0, 2/1, 0/0, 2/2, 2/0, 4/1, 1/1, 1/0, 2/0, 4/2, 1/1, 0/0, 0/0, 40/19
Bb minor (5b), 3/0, 0/0, 2/1, 2/0, 3/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 2/0, 3/0, 0/0, 2/1, 2/0, 3/0, 0/0, 0/0, 0/0, 25/2
G# minor (5#), 6/4, 1/0, 2/0, 4/6, 6/4, 1/2, 3/1, 1/0, 1/0, 0/0, 2/2, 0/0, 1/0, 0/0, 2/1, 4/4, 6/4, 1/0, 2/0, 4/6, 6/4, 1/0, 0/0, 0/0, 54/38
Gb major (6b), 6/8, 1/0, 2/2, 4/6, 6/6, 1/0, 2/4, 0/0, 1/0, 0/0, 3/2, 0/0, 1/0, 0/0, 3/2, 4/4, 6/8, 1/0, 2/2, 4/6, 6/6, 1/0, 0/0, 0/0, 54/56
F# major (6#), 3/1, 1/0, 1/1, 2/0, 3/1, 1/0, 1/2, 0/0, 1/0, 0/0, 2/1, 0/0, 1/0, 0/0, 2/1, 2/0, 3/1, 1/0, 1/1, 2/0, 3/1, 1/0, 0/0, 0/0, 31/10
Eb minor (6b), 3/2, 1/0, 1/0, 2/0, 3/1, 1/0, 1/0, 0/0, 1/0, 0/0, 2/0, 0/0, 1/0, 0/0, 2/0, 2/0, 3/0, 1/0, 1/0, 2/0, 3/1, 1/0, 0/0, 0/0, 31/4
D# minor (6#), 6/8, 1/0, 2/0, 4/2, 6/6, 1/1, 2/4, 0/0, 1/0, 0/0, 3/0, 0/0, 1/0, 0/0, 3/0, 4/2, 6/8, 1/0, 2/0, 4/2, 6/6, 1/0, 0/0, 0/0, 54/39
Cb major (7b), 7/8, 2/2, 2/2, 4/6, 7/6, 3/2, 3/4, 1/0, 3/2, 0/0, 4/4, 0/0, 3/2, 0/0, 4/4, 4/4, 7/8, 2/2, 2/2, 4/6, 7/6, 2/2, 0/0, 0/0, 71/72
C# major (7#), 4/2, 0/0, 2/1, 3/2, 4/2, 0/0, 2/4, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 1/1, 3/2, 4/2, 0/0, 2/1, 3/2, 4/2, 0/0, 0/0, 0/0, 33/22
Ab minor (7b), 5/4, 1/0, 1/1, 2/2, 5/2, 1/0, 2/0, 1/0, 1/0, 0/0, 3/2, 0/0, 1/0, 0/0, 3/2, 2/1, 5/4, 1/0, 1/1, 2/2, 5/2, 1/0, 0/0, 0/0, 43/23
A# minor (7#), 6/8, 0/0, 3/0, 4/2, 6/6, 0/0, 2/4, 0/0, 0/0, 0/0, 2/0, 0/0, 0/0, 0/0, 2/0, 4/2, 6/8, 0/0, 3/0, 4/2, 6/6, 0/0, 0/0, 0/0, 48/38
