 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, rowcost
Ab major (4b), 2/2, 0/0, 0/0, 2/1, 0/0, 2/2, 0/0, 2/1, 1/1, 2/4, 2/2, 4/3, 0/0, 2/2, 0/0, 5/4, 2/2, 2/2, 4/4, 1/0, 0/0, 1/0, 2/2, 1/0, 0/0, 0/0, 2/2, 1/0, 0/0, 0/0, 2/2, 1/0, 0/0, 0/0, 2/2, 4/2, 2/2, 1/1, 0/0, 5/4, 2/2, 7/4, 2/2, 5/3, 0/0, 5/4, 0/0, 2/2, 2/2, 7/5, 2/2, 5/3, 0/0, 5/4, 2/2, 0/0, 103/82
E major (4#), 0/0, 1/0, 1/0, 3/2, 1/0, 4/1, 1/0, 2/3, 1/0, 1/0, 0/0, 2/2, 1/0, 4/1, 1/0, 3/1, 1/0, 1/0, 3/4, 3/1, 1/3, 3/2, 2/0, 3/1, 1/3, 2/1, 2/0, 4/3, 1/3, 2/2, 2/0, 6/1, 1/2, 3/2, 3/1, 5/3, 1/0, 2/1, 2/0, 5/2, 2/4, 4/3, 1/1, 2/1, 2/0, 4/1, 3/1, 4/1, 1/0, 4/3, 1/1, 2/1, 2/0, 3/1, 1/0, 2/1, 123/64
F minor (4b), 1/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 2/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 3/0, 1/0, 0/0, 1/0, 2/0, 1/0, 0/0, 0/4, 2/2, 1/0, 0/0, 0/0, 2/2, 1/0, 0/0, 0/0, 2/2, 2/1, 1/0, 1/1, 0/0, 1/0, 1/0, 5/2, 2/2, 3/1, 0/0, 1/0, 0/0, 1/0, 1/0, 5/2, 2/2, 3/1, 0/0, 1/0, 1/0, 0/0, 60/22
C# minor (4#), 0/0, 1/0, 1/0, 6/5, 1/0, 4/1, 1/0, 4/1, 1/0, 1/0, 0/0, 5/4, 1/0, 4/1, 2/0, 4/2, 2/1, 2/1, 5/4, 3/1, 1/0, 4/5, 3/2, 3/1, 1/0, 3/8, 3/2, 5/5, 1/0, 3/8, 3/2, 7/4, 1/0, 4/4, 3/4, 6/4, 2/4, 3/2, 3/6, 6/6, 3/6, 5/4, 1/1, 3/3, 3/8, 5/10, 4/5, 4/3, 1/0, 5/4, 1/1, 3/3, 3/8, 4/9, 1/1, 2/0, 161/154
Db major (5b), 2/2, 0/0, 0/0, 3/1, 0/0, 2/2, 0/0, 2/1, 1/1, 2/4, 2/2, 5/3, 0/0, 2/2, 1/0, 6/4, 3/2, 3/2, 6/8, 3/2, 0/0, 3/2, 3/6, 3/2, 0/0, 1/0, 3/6, 4/2, 0/0, 1/0, 3/6, 6/8, 0/0, 1/0, 3/6, 7/4, 3/2, 2/1, 1/0, 6/4, 3/2, 8/6, 2/2, 4/3, 1/0, 6/4, 1/0, 2/2, 2/2, 8/6, 2/2, 4/3, 1/0, 6/4, 2/2, 0/0, 145/123
B major (5#), 1/0, 0/0, 1/0, 5/2, 1/0, 3/2, 0/0, 3/1, 1/1, 2/0, 1/0, 5/2, 1/0, 3/2, 1/0, 4/1, 2/0, 2/0, 5/2, 3/1, 1/0, 3/3, 3/2, 3/1, 1/0, 2/4, 3/2, 4/5, 1/0, 2/4, 3/2, 6/6, 1/0, 3/4, 2/1, 6/4, 2/0, 1/0, 2/0, 4/2, 3/4, 6/3, 1/1, 3/1, 1/0, 5/1, 2/2, 3/2, 2/0, 6/3, 1/1, 3/1, 1/0, 4/1, 2/0, 1/1, 141/75
Bb minor (5b), 1/0, 0/0, 0/0, 2/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 3/1, 0/0, 1/0, 1/0, 2/0, 2/0, 2/0, 4/2, 1/0, 0/0, 2/0, 2/2, 1/0, 0/0, 1/0, 2/2, 2/0, 0/0, 1/0, 2/2, 2/0, 0/0, 1/0, 2/2, 3/0, 2/0, 2/1, 1/0, 2/0, 2/0, 6/2, 1/2, 2/1, 1/0, 2/0, 1/0, 1/0, 1/0, 6/2, 1/2, 2/1, 1/0, 2/0, 1/0, 0/0, 82/22
G# minor (5#), 1/0, 0/0, 1/0, 6/5, 1/0, 3/1, 0/0, 3/1, 1/0, 2/0, 1/0, 6/4, 1/0, 3/1, 2/0, 5/2, 3/1, 3/1, 7/8, 3/0, 1/0, 5/4, 4/2, 3/0, 1/0, 3/1, 4/2, 5/4, 1/0, 3/2, 4/2, 6/3, 1/0, 4/4, 3/5, 7/6, 3/4, 2/2, 3/6, 5/6, 4/6, 7/7, 2/3, 4/3, 2/8, 6/10, 3/4, 3/3, 2/0, 7/3, 2/0, 4/3, 2/0, 5/2, 2/0, 1/0, 176/129
Gb major (6b), 2/2, 0/0, 1/0, 5/3, 0/0, 3/2, 0/0, 2/1, 2/1, 3/4, 2/2, 6/5, 0/0, 3/2, 2/2, 7/6, 4/4, 4/4, 7/10, 3/2, 0/0, 4/6, 3/6, 3/2, 0/0, 2/8, 3/6, 5/6, 0/0, 2/8, 3/6, 8/10, 0/0, 3/4, 4/6, 8/6, 4/6, 2/3, 3/2, 7/8, 4/4, 7/6, 2/2, 5/4, 2/8, 8/12, 3/2, 3/2, 2/2, 7/6, 2/2, 5/4, 2/8, 7/12, 3/2, 1/0, 183/219
F# major (6#), 1/0, 0/0, 1/0, 4/2, 0/0, 2/1, 0/0, 2/1, 2/0, 2/0, 1/0, 4/3, 0/0, 2/1, 1/1, 4/3, 2/1, 2/1, 4/3, 2/1, 0/0, 2/3, 2/4, 2/1, 0/0, 1/4, 2/2, 3/3, 0/0, 1/4, 2/2, 5/3, 0/0, 2/4, 3/1, 5/3, 2/2, 1/1, 2/5, 4/4, 2/1, 5/4, 1/1, 3/2, 1/0, 5/6, 2/2, 2/2, 1/0, 5/4, 1/1, 3/2, 1/0, 4/1, 2/1, 1/2, 114/93
Eb minor (6b), 1/0, 0/0, 1/0, 4/1, 0/0, 2/0, 0/0, 2/1, 2/1, 2/0, 1/0, 4/1, 0/0, 2/1, 1/0, 2/2, 2/0, 2/0, 4/2, 1/0, 0/0, 2/0, 2/2, 1/0, 0/0, 1/0, 2/2, 2/0, 0/0, 1/0, 2/2, 3/0, 0/0, 2/0, 3/2, 3/1, 2/0, 1/1, 2/0, 2/2, 2/1, 4/3, 1/0, 2/1, 1/0, 3/0, 2/0, 2/1, 1/0, 4/3, 1/0, 2/1, 1/0, 2/0, 2/0, 1/0, 95/31
D# minor (6#), 2/0, 0/0, 1/0, 5/3, 0/0, 3/0, 0/0, 2/1, 2/0, 3/4, 2/2, 6/6, 0/0, 3/0, 2/0, 4/2, 4/2, 4/2, 7/10, 2/0, 0/0, 4/4, 3/2, 2/0, 0/0, 2/1, 3/2, 4/4, 0/0, 2/2, 3/2, 5/3, 0/0, 3/4, 4/3, 6/4, 4/2, 2/0, 3/4, 4/4, 4/4, 6/4, 2/0, 4/2, 2/0, 5/8, 3/2, 3/0, 2/0, 6/4, 2/0, 4/2, 2/0, 4/8, 3/0, 1/0, 159/107
Cb major (7b), 2/2, 0/0, 2/2, 7/5, 1/0, 5/4, 0/0, 3/1, 2/3, 4/6, 2/2, 7/5, 1/0, 5/4, 2/2, 7/6, 4/4, 4/4, 8/10, 4/2, 1/0, 5/6, 4/6, 4/2, 1/0, 3/8, 4/6, 6/6, 1/0, 3/8, 4/6, 10/12, 1/0, 5/8, 4/8, 9/6, 4/6, 2/3, 4/10, 7/8, 5/4, 9/7, 2/2, 5/4, 2/8, 9/14, 4/6, 5/4, 3/2, 9/7, 2/2, 5/4, 2/8, 7/12, 4/4, 2/2, 227/261
C# major (7#), 1/0, 0/0, 0/0, 4/3, 0/0, 1/1, 0/0, 2/1, 1/0, 1/0, 1/0, 5/4, 0/0, 1/1, 2/0, 5/4, 3/1, 3/1, 5/4, 2/1, 0/0, 3/5, 2/2, 2/1, 0/0, 2/8, 2/2, 4/5, 0/0, 2/8, 2/2, 5/4, 0/0, 2/6, 2/4, 6/4, 3/1, 3/0, 2/4, 5/6, 3/2, 6/4, 1/1, 4/3, 2/0, 5/10, 2/2, 1/1, 1/1, 6/4, 1/1, 4/3, 2/0, 5/10, 1/1, 0/0, 128/126
Ab minor (7b), 2/2, 0/0, 1/0, 5/1, 1/0, 4/2, 0/0, 3/1, 1/1, 3/4, 2/2, 6/3, 1/0, 4/2, 1/0, 6/4, 3/2, 3/2, 6/4, 2/0, 1/0, 3/1, 3/2, 2/0, 1/0, 2/0, 3/2, 3/2, 1/0, 2/0, 3/2, 4/0, 1/0, 3/0, 2/2, 6/2, 3/2, 1/1, 2/0, 6/4, 4/2, 7/4, 1/0, 4/3, 1/0, 7/4, 2/0, 4/2, 3/2, 7/4, 1/0, 4/3, 1/0, 6/4, 3/2, 1/0, 162/80
A# minor (7#), 2/0, 0/0, 0/0, 4/4, 0/0, 2/0, 0/0, 2/2, 2/2, 2/4, 2/2, 6/8, 0/0, 2/0, 2/0, 4/2, 4/2, 4/2, 8/12, 2/0, 0/0, 4/4, 4/4, 2/0, 0/0, 2/1, 4/4, 4/4, 0/0, 2/2, 4/4, 4/3, 0/0, 2/4, 4/5, 6/4, 4/2, 3/0, 2/4, 4/4, 4/2, 9/5, 2/0, 4/2, 2/0, 4/8, 2/2, 2/0, 2/0, 9/5, 2/0, 4/2, 2/0, 4/8, 2/0, 0/0, 157/123
