 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, rowcost
C major (0), 1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 2, 1, 2, 1, 2, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 2, 1, 1, 1, 0, 1, 1, 28
A minor (0), 3, 1, 3, 1, 1, 0, 1, 0, 1, 2, 2, 1, 2, 3, 2, 0, 3, 1, 3, 1, 1, 0, 1, 0, 2, 3, 1, 0, 2, 1, 2, 1, 45
A minor mel (0), 3, 1, 3, 1, 1, 0, 1, 0, 1, 2, 1, 0, 1, 3, 1, 1, 3, 1, 3, 1, 1, 0, 1, 0, 2, 3, 2, 0, 3, 1, 3, 1, 45
C major blues (0), 1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 2, 1, 2, 1, 2, 1, 1, 0, 1, 0, 1, 0, 1, 0, 2, 2, 2, 1, 2, 0, 2, 1, 32
A minor blues (0), 3, 0, 3, 0, 1, 0, 1, 0, 1, 2, 2, 1, 2, 3, 2, 1, 3, 0, 3, 0, 1, 0, 1, 0, 2, 3, 3, 1, 2, 0, 3, 1, 45
C dorian (0), 1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 2, 2, 2, 1, 2, 0, 2, 1, 28
C phrygian (0), 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 1, 1, 0, 1, 1, 21
C lydian (0), 1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 2, 2, 2, 1, 2, 0, 2, 1, 28
C mixolydian (0), 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 1, 1, 0, 1, 1, 21
C aeolian (0), 1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 2, 1, 2, 1, 2, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 2, 1, 1, 1, 0, 1, 1, 28
C locrian (0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 9
F major (1b), 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 1, 1, 0, 1, 1, 20
G major (1#), 1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 2, 3, 2, 1, 2, 0, 2, 1, 29
D minor (1b), 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 2, 1, 2, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 2, 1, 1, 0, 1, 1, 25
E minor (1#), 2, 0, 2, 0, 3, 0, 3, 0, 0, 1, 1, 0, 0, 2, 1, 1, 2, 0, 2, 0, 3, 0, 3, 0, 1, 3, 3, 1, 1, 0, 2, 0, 37
D minor mel (1b), 1, 0, 1, 0, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 2, 2, 1, 1, 0, 1, 1, 32
E minor mel (1#), 2, 0, 2, 0, 3, 1, 3, 1, 0, 1, 1, 0, 0, 2, 1, 1, 2, 0, 2, 0, 3, 1, 3, 1, 0, 2, 3, 1, 1, 0, 2, 0, 39
F major blues (1b), 1, 0, 1, 0, 2, 0, 2, 0, 1, 2, 2, 1, 2, 1, 1, 0, 1, 0, 1, 0, 2, 0, 2, 0, 2, 2, 1, 1, 1, 0, 1, 1, 31
G major blues (1#), 1, 0, 1, 0, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 0, 1, 0, 1, 1, 1, 1, 2, 3, 2, 1, 2, 0, 2, 1, 37
D minor blues (1b), 1, 0, 1, 0, 2, 0, 2, 0, 1, 2, 2, 1, 2, 1, 2, 0, 1, 0, 1, 0, 2, 0, 2, 0, 2, 3, 2, 1, 1, 0, 1, 1, 34
E minor blues (1#), 3, 0, 3, 0, 3, 1, 3, 1, 1, 2, 2, 1, 2, 3, 2, 1, 3, 0, 3, 0, 3, 1, 3, 1, 2, 3, 3, 1, 2, 0, 3, 1, 57
F dorian (1b), 1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 2, 1, 2, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 2, 1, 1, 1, 0, 1, 1, 27
G dorian (1#), 1, 0, 1, 0, 1, 1, 1, 1, 1, 2, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 2, 2, 1, 2, 0, 2, 1, 31
F phrygian (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 8
G phrygian (1#), 1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 2, 1, 2, 1, 2, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 3, 1, 1, 1, 0, 1, 1, 29
F lydian (1b), 1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 2, 1, 2, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 2, 1, 1, 1, 0, 1, 1, 27
G lydian (1#), 1, 0, 1, 0, 1, 1, 1, 1, 1, 2, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 2, 2, 1, 2, 0, 2, 1, 31
