 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, rowcost
C major (0), 1/0, 4/2, 3/3, 4/2, 3/2, 3/2, 4/2, 2/1, 0/0, 3/1, 4/2, 2/2, 1/1, 2/1, 2/2, 1/1, 0/0, 4/2, 1/0, 2/1, 3/3, 4/2, 0/0, 2/0, 3/0, 4/2, 3/3, 4/2, 3/2, 3/2, 4/2, 2/1, 0/0, 81/46
A minor (0), 1/0, 5/2, 3/3, 5/4, 2/1, 4/5, 7/5, 2/1, 0/0, 4/3, 3/1, 2/2, 2/1, 3/2, 2/1, 1/1, 0/0, 4/4, 1/2, 2/2, 3/1, 4/2, 0/0, 2/1, 3/1, 5/2, 3/3, 5/4, 2/1, 4/5, 7/5, 2/1, 0/0, 93/66
F major (1b), 0/0, 2/2, 2/2, 3/2, 3/2, 2/1, 5/1, 1/1, 0/0, 3/1, 3/1, 1/0, 1/0, 1/0, 3/4, 2/1, 0/0, 3/2, 2/2, 2/2, 3/2, 1/2, 0/0, 2/0, 2/0, 2/2, 2/2, 3/2, 3/2, 2/1, 5/1, 1/1, 0/0, 65/39
G major (1#), 1/0, 3/2, 4/3, 3/4, 3/3, 3/4, 5/2, 1/2, 0/0, 2/3, 2/1, 3/2, 1/1, 3/2, 2/2, 0/0, 1/0, 5/2, 0/0, 1/1, 3/2, 3/3, 1/1, 3/4, 3/1, 3/2, 4/3, 3/4, 3/3, 3/4, 5/2, 1/2, 0/0, 78/65
D minor (1b), 0/0, 4/2, 2/3, 5/4, 3/3, 3/4, 8/4, 2/1, 0/0, 3/1, 2/1, 1/2, 2/1, 2/1, 3/1, 2/2, 0/0, 3/3, 2/0, 1/4, 2/1, 3/2, 0/0, 2/2, 2/1, 4/2, 2/3, 5/4, 3/3, 3/4, 8/4, 2/1, 0/0, 84/64
E minor (1#), 1/0, 5/4, 4/2, 4/2, 2/1, 3/3, 8/3, 1/2, 0/0, 3/3, 3/1, 3/3, 2/1, 4/2, 2/1, 0/2, 1/1, 5/3, 0/0, 1/1, 4/2, 3/1, 1/1, 3/2, 3/1, 5/4, 4/3, 4/2, 2/1, 3/3, 8/3, 1/2, 0/0, 93/60
Bb major (2b), 0/0, 2/2, 3/3, 4/2, 2/2, 2/1, 3/2, 2/1, 1/0, 3/2, 3/2, 2/3, 2/1, 1/1, 3/4, 5/3, 0/0, 2/2, 2/4, 2/1, 2/2, 1/2, 0/0, 3/3, 3/0, 2/2, 3/3, 4/2, 2/2, 2/1, 3/2, 2/1, 1/0, 72/56
D major (2#), 1/0, 4/2, 4/3, 4/4, 3/1, 4/5, 7/5, 2/2, 1/0, 4/3, 1/1, 3/2, 3/1, 4/1, 3/1, 1/0, 1/0, 6/3, 0/0, 2/4, 2/1, 3/2, 1/0, 2/2, 2/1, 4/2, 4/3, 4/4, 3/1, 4/5, 7/5, 2/2, 1/0, 97/66
G minor (2b), 0/0, 3/2, 3/3, 5/2, 2/2, 2/2, 4/2, 3/1, 1/0, 2/3, 2/1, 2/2, 2/2, 1/1, 3/2, 3/3, 0/0, 2/2, 2/0, 1/0, 1/1, 3/2, 0/0, 3/2, 3/1, 3/2, 3/3, 5/2, 2/2, 2/2, 4/2, 3/1, 1/0, 76/50
B minor (2#), 1/0, 5/3, 3/2, 5/3, 2/1, 3/3, 7/3, 3/2, 1/0, 4/3, 2/1, 5/5, 3/1, 4/4, 3/1, 1/2, 1/1, 5/5, 0/0, 2/2, 3/2, 2/1, 1/0, 4/1, 2/0, 5/3, 3/1, 5/2, 2/1, 3/3, 7/3, 3/2, 1/0, 101/61
Eb major (3b), 0/0, 3/2, 3/4, 2/2, 1/2, 1/1, 2/1, 2/2, 1/1, 2/3, 4/2, 2/3, 1/1, 0/0, 4/4, 6/4, 0/0, 1/1, 2/0, 3/2, 2/1, 1/2, 1/0, 3/1, 2/1, 3/2, 3/3, 2/2, 1/2, 1/1, 2/1, 2/2, 1/1, 64/54
A major (3#), 1/0, 3/4, 3/3, 3/2, 1/1, 5/5, 6/4, 2/4, 1/1, 5/3, 1/1, 4/2, 2/1, 5/2, 2/1, 2/2, 2/0, 5/3, 0/0, 3/4, 4/2, 3/3, 1/1, 1/2, 1/1, 3/4, 3/3, 3/2, 1/1, 5/5, 6/4, 2/4, 1/1, 90/76
C minor (3b), 0/0, 4/2, 2/2, 4/2, 1/2, 1/1, 3/2, 3/1, 1/0, 1/1, 4/2, 1/0, 1/0, 0/0, 4/2, 4/1, 0/0, 1/2, 2/2, 2/0, 2/2, 3/2, 1/0, 2/0, 2/0, 4/2, 2/2, 4/2, 1/2, 1/1, 3/2, 3/1, 1/0, 68/38
F# minor (3#), 1/0, 4/3, 2/2, 4/2, 1/3, 4/2, 6/3, 3/1, 1/0, 5/2, 2/1, 6/5, 2/3, 5/3, 2/2, 3/3, 2/1, 4/3, 0/0, 3/5, 4/2, 2/1, 1/0, 3/2, 1/1, 4/4, 2/4, 4/3, 1/1, 4/3, 6/3, 3/1, 1/0, 96/69
Ab major (4b), 0/0, 3/3, 3/3, 2/3, 2/2, 1/1, 1/1, 2/2, 1/1, 2/1, 4/3, 2/1, 1/1, 0/0, 6/6, 8/8, 0/0, 2/2, 3/0, 6/8, 1/2, 2/2, 3/2, 2/1, 1/1, 3/3, 3/3, 2/3, 2/2, 1/1, 1/1, 2/2, 1/1, 73/70
E major (4#), 1/0, 4/3, 3/1, 2/2, 2/1, 4/3, 5/3, 2/4, 1/1, 5/3, 3/1, 4/5, 2/1, 5/4, 3/1, 3/2, 2/1, 6/3, 1/0, 4/4, 3/2, 4/1, 2/1, 1/2, 1/0, 4/3, 3/1, 2/2, 2/1, 4/3, 5/3, 2/4, 1/1, 96/67
F minor (4b), 0/0, 3/2, 2/2, 3/2, 2/2, 1/1, 2/1, 2/1, 1/0, 2/1, 3/1, 1/0, 1/0, 0/0, 5/4, 5/3, 0/0, 2/2, 3/2, 4/2, 1/2, 2/1, 2/0, 1/0, 1/0, 3/2, 2/2, 3/2, 2/2, 1/1, 2/1, 2/1, 1/0, 65/40
C# minor (4#), 1/0, 6/3, 2/3, 5/3, 2/1, 3/0, 4/1, 3/1, 1/0, 7/2, 3/1, 6/7, 3/4, 4/2, 3/2, 6/5, 3/2, 5/1, 1/0, 5/6, 4/3, 3/2, 2/0, 3/1, 1/0, 6/3, 2/3, 5/3, 2/1, 3/0, 4/1, 3/1, 1/0, 112/62
Db major (5b), 0/0, 4/3, 2/1, 3/2, 4/4, 2/1, 2/1, 1/1, 1/1, 3/1, 4/4, 3/1, 2/1, 1/0, 7/8, 10/12, 1/0, 3/3, 3/6, 6/9, 3/3, 2/2, 4/4, 2/3, 1/1, 4/3, 2/1, 3/2, 4/4, 2/1, 2/1, 1/1, 1/1, 93/86
B major (5#), 0/0, 3/2, 1/1, 3/2, 2/1, 3/3, 4/3, 3/2, 1/1, 4/2, 2/1, 5/5, 2/3, 4/6, 4/2, 4/3, 2/1, 4/3, 1/0, 5/2, 3/2, 2/1, 3/0, 3/2, 0/0, 3/2, 1/1, 3/2, 2/1, 3/3, 4/3, 3/2, 1/1, 88/63
Bb minor (5b), 0/0, 4/2, 1/2, 4/2, 2/2, 2/1, 2/1, 1/1, 1/0, 3/1, 2/1, 2/0, 2/0, 1/0, 5/4, 8/3, 1/0, 1/2, 2/0, 3/2, 2/2, 1/0, 2/0, 1/0, 1/0, 4/2, 1/2, 4/2, 2/2, 2/1, 2/1, 1/1, 1/0, 71/37
G# minor (5#), 0/0, 5/3, 1/1, 5/3, 2/2, 2/0, 3/1, 3/1, 1/0, 6/2, 3/3, 5/2, 3/2, 3/2, 5/4, 8/9, 3/3, 4/5, 2/6, 7/8, 5/4, 3/0, 4/2, 3/1, 0/0, 5/3, 1/1, 5/3, 2/2, 2/0, 3/1, 3/1, 1/0, 108/75
Gb major (6b), 0/0, 4/5, 2/1, 3/4, 4/4, 5/4, 5/5, 2/1, 2/1, 6/5, 4/4, 5/3, 4/3, 5/8, 6/5, 9/12, 2/2, 4/3, 2/6, 8/10, 4/4, 2/2, 4/4, 2/1, 1/0, 4/5, 2/1, 3/4, 4/4, 5/4, 5/5, 2/1, 2/1, 122/122
F# major (6#), 0/0, 2/2, 2/1, 2/2, 3/3, 3/2, 3/3, 2/1, 2/0, 4/2, 2/1, 4/3, 3/3, 3/6, 4/2, 6/3, 1/1, 3/2, 1/3, 5/5, 2/2, 1/1, 2/0, 2/1, 1/0, 2/2, 2/1, 2/2, 3/3, 3/2, 3/3, 2/1, 2/0, 82/63
Eb minor (6b), 0/0, 4/2, 2/1, 3/2, 2/2, 1/1, 1/2, 2/1, 2/1, 4/1, 2/1, 3/1, 3/1, 1/0, 4/2, 7/5, 1/0, 2/1, 1/0, 4/2, 2/2, 1/0, 2/1, 2/3, 1/1, 4/2, 2/2, 3/3, 2/2, 1/0, 1/1, 2/1, 2/1, 74/45
