 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
A minor (0), 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 2, 0, 2, 0, 0, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 2, 20
A minor mel (0), 2, 1, 2, 0, 1, 0, 0, 1, 1, 2, 2, 0, 3, 0, 0, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 3, 31
C major blues (0), 2, 1, 2, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 0, 0, 1, 2, 0, 1, 1, 2, 1, 1, 2, 1, 3, 28
A minor blues (0), 2, 1, 2, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 0, 0, 1, 2, 0, 1, 1, 2, 1, 1, 2, 1, 3, 28
C dorian (0), 2, 1, 2, 0, 0, 0, 0, 1, 1, 1, 1, 0, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 1, 0, 2, 18
C phrygian (0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 3
C lydian (0), 2, 1, 2, 0, 0, 0, 0, 1, 1, 1, 1, 0, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 1, 0, 2, 18
C mixolydian (0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 3
C aeolian (0), 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
C locrian (0), 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 0, 1, 1, 1, 10
F major (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 3
G major (1#), 2, 1, 2, 0, 0, 0, 0, 1, 1, 1, 1, 0, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 1, 0, 2, 18
D minor (1b), 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 13
E minor (1#), 2, 1, 2, 0, 0, 1, 1, 2, 1, 1, 3, 0, 3, 1, 0, 1, 3, 0, 0, 1, 0, 0, 1, 1, 1, 5, 31
D minor mel (1b), 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 2, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 2, 17
E minor mel (1#), 2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 3, 1, 4, 1, 1, 1, 3, 0, 0, 1, 0, 0, 1, 2, 2, 6, 41
F major blues (1b), 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 2, 0, 2, 0, 0, 1, 2, 0, 1, 1, 2, 1, 1, 1, 1, 3, 24
G major blues (1#), 2, 2, 2, 1, 1, 0, 1, 1, 1, 1, 1, 1, 3, 0, 1, 1, 2, 0, 1, 1, 1, 0, 1, 2, 1, 3, 31
D minor blues (1b), 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 2, 0, 2, 0, 0, 1, 2, 0, 1, 1, 2, 1, 1, 1, 1, 3, 24
E minor blues (1#), 2, 2, 2, 1, 1, 0, 1, 1, 1, 1, 3, 1, 4, 0, 1, 1, 3, 0, 1, 1, 1, 0, 1, 2, 1, 5, 37
F dorian (1b), 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
G dorian (1#), 2, 2, 2, 1, 1, 0, 1, 1, 1, 1, 1, 1, 3, 0, 1, 1, 2, 0, 0, 0, 0, 0, 1, 2, 1, 3, 28
F phrygian (1b), 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 0, 1, 1, 1, 10
G phrygian (1#), 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
F lydian (1b), 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
G lydian (1#), 2, 2, 2, 1, 1, 0, 1, 1, 1, 1, 1, 1, 3, 0, 1, 1, 2, 0, 0, 0, 0, 0, 1, 2, 1, 3, 28
F mixolydian (1b), 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 0, 1, 1, 1, 10
G mixolydian (1#), 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
F aeolian (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 3
G aeolian (1#), 2, 1, 2, 0, 0, 0, 0, 1, 1, 1, 1, 0, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 1, 0, 2, 18
F locrian (1b), 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 1, 1, 2, 17
G locrian (1#), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 3
Bb major (2b), 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 0, 1, 1, 1, 10
