 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 2/1, 1/3, 2/3, 3/1, 3/2, 7/2, 3/3, 0/0, 2/2, 1/0, 1/0, 4/1, 4/3, 4/3, 2/2, 5/2, 4/1, 2/1, 2/1, 1/0, 2/1, 3/3, 2/0, 7/2, 3/3, 0/0, 0/0, 70/40
A minor (0), 2/2, 1/3, 2/2, 6/4, 4/2, 7/4, 3/3, 0/0, 2/2, 1/0, 1/0, 5/2, 5/3, 4/5, 2/3, 5/5, 3/4, 1/2, 2/1, 1/1, 3/1, 6/4, 4/2, 7/4, 4/3, 0/0, 0/0, 81/62
F major (1b), 3/2, 0/0, 1/1, 2/3, 2/3, 3/2, 2/3, 0/0, 3/1, 0/0, 0/0, 4/2, 3/3, 5/1, 2/0, 3/2, 5/2, 2/1, 1/1, 0/0, 1/1, 2/3, 3/3, 3/1, 2/1, 0/0, 0/0, 52/36
G major (1#), 3/2, 2/3, 2/3, 3/3, 2/2, 8/3, 4/3, 1/0, 3/2, 1/0, 2/0, 3/1, 5/3, 4/3, 3/2, 4/2, 5/1, 2/1, 2/1, 2/1, 4/1, 3/3, 3/0, 8/3, 2/2, 0/0, 0/0, 81/45
D minor (1b), 2/2, 0/0, 1/1, 5/3, 3/2, 6/4, 3/3, 0/0, 2/2, 0/0, 0/0, 4/1, 4/3, 5/4, 2/2, 5/4, 5/2, 2/1, 1/1, 0/1, 2/1, 5/3, 4/1, 6/4, 3/3, 0/0, 0/0, 70/48
E minor (1#), 3/2, 5/3, 3/2, 6/5, 3/3, 8/4, 4/2, 1/0, 3/2, 1/1, 3/1, 5/3, 6/3, 4/0, 3/1, 4/1, 4/4, 1/0, 1/0, 5/3, 5/2, 6/5, 5/4, 8/4, 3/3, 0/0, 0/0, 100/58
Bb major (2b), 3/1, 0/0, 1/1, 1/0, 2/1, 3/0, 2/2, 0/0, 3/1, 0/0, 0/0, 3/2, 4/2, 3/1, 1/0, 2/0, 4/2, 1/1, 1/0, 0/3, 2/3, 1/0, 2/2, 3/0, 1/1, 0/0, 0/0, 43/23
D major (2#), 3/2, 3/1, 3/2, 7/3, 3/2, 7/4, 4/3, 1/0, 3/2, 2/0, 2/0, 4/1, 5/3, 3/3, 2/2, 4/2, 5/6, 2/1, 2/1, 3/1, 3/1, 7/3, 4/4, 7/5, 3/5, 0/0, 0/0, 92/57
G minor (2b), 2/1, 0/1, 1/1, 1/3, 2/2, 6/3, 3/2, 0/0, 2/1, 0/0, 0/0, 2/1, 5/2, 4/3, 1/2, 4/2, 4/1, 1/1, 1/1, 0/0, 3/3, 1/3, 2/3, 6/4, 2/1, 0/0, 0/0, 53/41
B minor (2#), 2/2, 6/4, 4/2, 7/5, 3/3, 3/1, 2/0, 1/0, 2/1, 2/1, 3/2, 5/3, 5/4, 3/0, 2/0, 3/0, 5/4, 1/0, 1/0, 6/4, 5/3, 7/5, 5/4, 3/1, 4/5, 0/0, 0/0, 90/54
Eb major (3b), 2/1, 1/3, 2/1, 0/0, 1/1, 2/2, 1/2, 0/0, 2/1, 0/0, 1/0, 4/2, 2/2, 2/1, 1/0, 1/0, 2/2, 1/1, 1/0, 1/3, 5/3, 0/0, 1/2, 2/2, 2/2, 0/0, 0/0, 37/31
A major (3#), 4/2, 3/3, 2/2, 8/5, 4/3, 6/4, 3/2, 1/1, 4/3, 2/2, 3/0, 3/4, 5/4, 2/2, 2/1, 3/1, 5/5, 1/0, 2/1, 3/3, 4/1, 8/4, 4/2, 6/4, 4/5, 0/0, 0/0, 92/64
C minor (3b), 1/1, 1/3, 2/3, 0/1, 1/2, 5/2, 2/3, 0/0, 1/1, 0/0, 1/1, 3/1, 4/2, 3/1, 1/0, 3/2, 3/2, 1/1, 1/1, 1/3, 3/2, 0/1, 1/0, 5/2, 3/2, 0/0, 0/0, 46/37
F# minor (3#), 3/1, 6/5, 3/3, 8/6, 4/3, 2/1, 1/0, 1/0, 3/1, 2/0, 4/2, 4/3, 4/3, 2/0, 2/0, 2/0, 6/4, 1/0, 1/0, 6/5, 6/5, 8/4, 4/3, 2/0, 4/2, 0/0, 0/0, 89/51
Ab major (4b), 2/1, 9/6, 5/5, 0/0, 1/1, 1/2, 2/2, 0/0, 2/1, 0/0, 2/2, 4/4, 3/2, 1/0, 0/0, 1/0, 3/4, 1/0, 1/0, 9/6, 5/6, 0/0, 2/2, 1/2, 4/3, 1/0, 1/0, 61/49
E major (4#), 4/2, 7/3, 3/2, 7/5, 4/3, 6/3, 4/3, 1/1, 4/3, 2/1, 4/3, 3/3, 4/4, 1/0, 1/1, 2/1, 4/5, 0/0, 1/0, 7/3, 5/5, 7/5, 5/5, 6/3, 3/6, 1/0, 1/0, 97/70
F minor (4b), 2/1, 2/0, 2/1, 0/1, 1/1, 1/2, 2/3, 0/0, 2/1, 0/0, 1/0, 4/3, 4/1, 2/1, 0/0, 1/0, 4/4, 1/1, 1/1, 2/1, 2/2, 0/0, 2/4, 1/2, 3/1, 1/0, 1/0, 42/31
C# minor (4#), 3/2, 7/4, 3/2, 4/1, 4/1, 2/0, 2/1, 1/0, 3/2, 2/0, 5/2, 4/5, 3/3, 1/0, 1/0, 1/0, 5/5, 0/0, 1/0, 7/4, 7/4, 4/1, 6/6, 2/0, 3/2, 1/0, 1/0, 83/45
Db major (5b), 1/1, 10/8, 5/5, 1/3, 2/1, 0/0, 2/2, 0/0, 1/1, 0/0, 3/3, 3/5, 3/5, 1/0, 0/0, 0/0, 5/6, 1/0, 1/0, 10/8, 6/8, 1/3, 7/6, 0/0, 4/4, 2/2, 2/2, 71/73
B major (5#), 3/2, 8/4, 4/2, 6/4, 3/3, 1/0, 2/1, 1/0, 3/1, 1/1, 3/2, 2/3, 3/3, 0/0, 1/0, 1/0, 5/4, 0/0, 0/0, 8/5, 5/4, 6/4, 5/4, 1/0, 4/4, 1/0, 1/0, 78/51
Bb minor (5b), 1/1, 2/1, 2/1, 1/3, 2/3, 0/1, 1/0, 0/0, 1/1, 0/0, 2/0, 3/3, 3/1, 1/0, 0/0, 0/0, 5/2, 1/1, 1/0, 2/1, 3/2, 1/1, 3/2, 0/2, 2/1, 1/0, 1/0, 39/27
G# minor (5#), 3/2, 9/5, 4/3, 3/1, 3/1, 1/3, 3/0, 1/0, 3/2, 1/0, 4/2, 3/5, 4/1, 0/0, 1/1, 1/0, 6/3, 0/0, 0/0, 9/4, 6/4, 3/1, 5/4, 1/0, 5/3, 2/0, 2/0, 83/45
Gb major (6b), 3/2, 11/8, 6/5, 9/6, 5/5, 0/0, 2/2, 0/0, 3/2, 1/0, 4/4, 4/6, 3/5, 0/0, 0/0, 0/0, 6/7, 1/0, 0/0, 11/8, 8/11, 9/6, 7/8, 0/0, 5/6, 2/2, 2/2, 102/95
F# major (6#), 2/1, 7/5, 4/3, 6/4, 3/3, 0/0, 1/0, 0/0, 2/1, 1/0, 2/2, 2/3, 2/3, 0/0, 0/0, 0/0, 4/4, 1/0, 0/0, 7/5, 6/6, 6/4, 4/4, 0/0, 3/2, 1/0, 1/0, 65/50
Eb minor (6b), 1/1, 3/3, 3/1, 2/0, 2/1, 0/1, 1/0, 0/0, 1/1, 1/0, 2/1, 3/3, 2/1, 0/0, 0/0, 0/0, 3/2, 1/0, 0/0, 3/3, 6/3, 2/0, 2/2, 0/1, 3/1, 1/0, 1/0, 43/25
D# minor (6#), 2/2, 5/2, 4/1, 3/1, 3/1, 0/0, 2/0, 0/0, 2/2, 1/0, 4/2, 5/6, 3/1, 0/0, 0/0, 0/0, 5/3, 1/0, 0/0, 5/2, 8/6, 3/1, 4/4, 0/0, 5/4, 2/0, 2/0, 69/38
Cb major (7b), 4/2, 13/10, 7/7, 10/8, 5/5, 1/0, 3/2, 1/0, 4/2, 2/2, 5/4, 4/7, 4/5, 0/0, 1/0, 1/0, 7/7, 0/0, 0/0, 13/10, 8/12, 10/8, 8/10, 1/0, 7/8, 2/2, 2/2, 123/113
C# major (7#), 2/2, 6/4, 3/3, 2/1, 3/1, 0/0, 1/1, 0/0, 2/2, 0/0, 3/3, 3/5, 2/3, 1/0, 0/0, 0/0, 5/5, 1/0, 1/0, 6/4, 6/8, 2/1, 6/6, 0/0, 2/2, 1/0, 1/0, 59/51
Ab minor (7b), 2/1, 11/6, 6/5, 2/0, 2/1, 1/0, 2/0, 1/0, 2/1, 1/0, 4/2, 3/4, 3/1, 0/0, 1/0, 1/0, 4/2, 0/0, 0/0, 11/6, 6/6, 2/0, 3/4, 1/0, 5/3, 1/0, 1/0, 76/42
A# minor (7#), 2/2, 4/2, 3/1, 2/1, 3/1, 0/0, 2/2, 0/0, 2/2, 0/0, 4/2, 5/5, 5/2, 1/0, 0/0, 0/0, 8/4, 2/2, 1/0, 4/2, 6/8, 2/1, 5/4, 0/0, 4/4, 2/0, 2/0, 69/45
