 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 2, 1, 2, 3, 3, 7, 3, 0, 2, 1, 1, 4, 4, 4, 2, 5, 4, 2, 2, 1, 2, 3, 2, 7, 3, 0, 0, 70
A minor (0), 3, 1, 1, 7, 5, 6, 2, 0, 3, 1, 2, 4, 4, 3, 2, 4, 4, 1, 2, 1, 4, 7, 3, 6, 4, 0, 0, 80
F major (1b), 3, 0, 1, 2, 2, 3, 2, 0, 3, 0, 0, 4, 3, 5, 2, 3, 5, 2, 1, 0, 1, 2, 3, 3, 2, 0, 0, 52
G major (1#), 3, 2, 2, 3, 2, 8, 4, 1, 3, 1, 2, 3, 5, 4, 3, 4, 5, 2, 2, 2, 4, 3, 3, 8, 2, 0, 0, 81
D minor (1b), 2, 1, 2, 6, 3, 5, 3, 0, 2, 1, 0, 4, 4, 4, 1, 5, 5, 2, 1, 1, 1, 6, 4, 5, 4, 0, 0, 72
E minor (1#), 3, 6, 3, 5, 3, 8, 5, 1, 3, 1, 3, 4, 5, 3, 2, 3, 3, 0, 1, 6, 5, 5, 6, 8, 2, 1, 1, 96
Bb major (2b), 3, 0, 1, 1, 2, 3, 2, 0, 3, 0, 0, 3, 4, 3, 1, 2, 4, 1, 1, 0, 2, 1, 2, 3, 1, 0, 0, 43
D major (2#), 3, 3, 3, 7, 3, 7, 4, 1, 3, 2, 2, 4, 5, 3, 2, 4, 5, 2, 2, 3, 3, 7, 4, 7, 3, 0, 0, 92
G minor (2b), 3, 1, 1, 1, 1, 7, 4, 1, 3, 0, 1, 1, 6, 4, 2, 3, 5, 1, 1, 1, 4, 1, 3, 7, 1, 0, 0, 63
B minor (2#), 2, 7, 5, 6, 2, 2, 2, 1, 2, 1, 2, 4, 5, 2, 2, 3, 5, 1, 0, 7, 4, 6, 5, 2, 5, 0, 0, 83
Eb major (3b), 2, 1, 2, 0, 1, 2, 1, 0, 2, 0, 1, 4, 2, 2, 1, 1, 2, 1, 1, 1, 5, 0, 1, 2, 2, 0, 0, 37
