 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, rowcost
F minor mel (4b), 1, 1, 1, 1, 1, 1, 2, 1, 2, 0, 2, 1, 1, 1, 2, 2, 2, 5, 2, 2, 4, 1, 36
C# minor mel (4#), 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 2, 2, 0, 1, 3, 1, 1, 2, 0, 17
Ab major blues (4b), 0, 1, 0, 1, 1, 1, 2, 1, 2, 0, 1, 1, 1, 2, 3, 1, 2, 4, 2, 2, 3, 1, 32
E major blues (4#), 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 3, 3, 0, 1, 2, 2, 0, 1, 0, 16
F minor blues (4b), 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 2, 2, 0, 1, 2, 1, 1, 2, 0, 16
C# minor blues (4#), 1, 1, 1, 3, 1, 1, 2, 3, 2, 0, 3, 1, 1, 1, 2, 2, 2, 5, 3, 2, 4, 1, 42
Ab dorian (4b), 0, 0, 0, 2, 0, 0, 1, 2, 0, 1, 1, 0, 0, 2, 2, 0, 2, 3, 1, 2, 3, 0, 22
E dorian (4#), 1, 1, 1, 3, 1, 2, 1, 3, 2, 0, 3, 1, 1, 1, 2, 3, 6, 4, 4, 3, 3, 1, 47
Ab phrygian (4b), 0, 1, 0, 1, 1, 1, 1, 1, 2, 0, 1, 1, 1, 3, 4, 1, 2, 3, 3, 1, 2, 1, 31
E phrygian (4#), 0, 1, 0, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 6, 2, 5, 5, 4, 1, 41
Ab lydian (4b), 0, 1, 0, 1, 1, 1, 2, 1, 2, 0, 1, 1, 1, 2, 3, 1, 2, 4, 2, 2, 3, 1, 32
E lydian (4#), 0, 1, 0, 3, 1, 1, 2, 3, 2, 0, 2, 1, 1, 1, 2, 2, 1, 5, 4, 4, 4, 1, 41
Ab mixolydian (4b), 1, 1, 1, 3, 1, 1, 2, 3, 2, 0, 3, 1, 1, 0, 1, 3, 1, 6, 4, 4, 5, 1, 45
E mixolydian (4#), 1, 1, 1, 1, 1, 1, 2, 1, 2, 0, 2, 1, 1, 3, 4, 2, 2, 5, 3, 2, 4, 1, 41
Ab aeolian (4b), 1, 1, 1, 3, 1, 1, 2, 3, 2, 0, 3, 1, 1, 3, 4, 2, 2, 5, 4, 3, 4, 1, 48
E aeolian (4#), 1, 1, 1, 1, 1, 1, 2, 1, 2, 0, 2, 1, 1, 1, 2, 2, 2, 5, 2, 2, 4, 1, 36
Ab locrian (4b), 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 2, 2, 0, 1, 3, 1, 1, 2, 0, 17
E locrian (4#), 1, 1, 1, 1, 1, 1, 2, 1, 2, 0, 2, 1, 1, 1, 2, 2, 2, 5, 2, 2, 4, 1, 36
Db major (5b), 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 2, 2, 0, 1, 3, 1, 1, 2, 0, 17
B major (5#), 0, 1, 0, 1, 1, 1, 2, 1, 2, 0, 1, 1, 1, 2, 3, 1, 2, 4, 2, 2, 3, 1, 32
Bb minor (5b), 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 3, 3, 0, 1, 2, 2, 0, 1, 0, 16
G# minor (5#), 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 2, 2, 0, 1, 2, 1, 1, 2, 0, 16
Bb minor mel (5b), 1, 1, 1, 3, 1, 1, 2, 3, 2, 0, 3, 1, 1, 1, 2, 2, 2, 5, 3, 2, 4, 1, 42
G# minor mel (5#), 0, 0, 0, 2, 0, 0, 1, 2, 0, 1, 1, 0, 0, 2, 2, 0, 2, 3, 1, 2, 3, 0, 22
Db major blues (5b), 0, 1, 0, 1, 1, 1, 2, 1, 2, 0, 1, 1, 1, 2, 3, 1, 2, 4, 2, 2, 3, 1, 32
B major blues (5#), 0, 1, 0, 3, 1, 1, 2, 3, 2, 0, 2, 1, 1, 1, 2, 2, 1, 5, 4, 4, 4, 1, 41
Bb minor blues (5b), 1, 1, 1, 3, 1, 1, 2, 3, 2, 0, 3, 1, 1, 0, 1, 3, 1, 6, 4, 4, 5, 1, 45
G# minor blues (5#), 1, 1, 1, 1, 1, 1, 2, 1, 2, 0, 2, 1, 1, 3, 4, 2, 2, 5, 3, 2, 4, 1, 41
Db dorian (5b), 1, 1, 1, 3, 1, 1, 2, 3, 2, 0, 3, 1, 1, 3, 4, 2, 2, 5, 4, 3, 4, 1, 48
B dorian (5#), 1, 1, 1, 1, 1, 1, 2, 1, 2, 0, 2, 1, 1, 1, 2, 2, 2, 5, 2, 2, 4, 1, 36
Db phrygian (5b), 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 2, 2, 0, 1, 3, 1, 1, 2, 0, 17
B phrygian (5#), 1, 1, 1, 1, 1, 1, 2, 1, 2, 0, 2, 1, 1, 1, 2, 2, 2, 5, 2, 2, 4, 1, 36
Db lydian (5b), 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 2, 2, 0, 1, 3, 1, 1, 2, 0, 17
B lydian (5#), 0, 1, 0, 1, 1, 1, 2, 1, 2, 0, 1, 1, 1, 2, 3, 1, 2, 4, 2, 2, 3, 1, 32
Db mixolydian (5b), 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 3, 3, 0, 1, 2, 2, 0, 1, 0, 16
B mixolydian (5#), 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 2, 2, 0, 1, 2, 1, 1, 2, 0, 16
Db aeolian (5b), 1, 1, 1, 3, 1, 1, 2, 3, 2, 0, 3, 1, 1, 1, 2, 2, 2, 5, 3, 2, 4, 1, 42
B aeolian (5#), 0, 0, 0, 2, 0, 0, 1, 2, 0, 1, 1, 0, 0, 2, 2, 0, 2, 3, 1, 2, 3, 0, 22
Db locrian (5b), 1, 1, 1, 3, 1, 2, 1, 3, 2, 0, 3, 1, 1, 1, 2, 3, 6, 4, 4, 3, 3, 1, 47
B locrian (5#), 1, 1, 1, 2, 1, 2, 2, 2, 1, 1, 2, 1, 1, 0, 1, 3, 5, 4, 3, 6, 6, 1, 47
Gb major (6b), 0, 1, 0, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 6, 2, 5, 5, 4, 1, 41
F# major (6#), 0, 1, 0, 1, 1, 1, 2, 1, 2, 0, 1, 1, 1, 2, 3, 1, 2, 4, 2, 2, 3, 1, 32
Eb minor (6b), 0, 1, 0, 3, 1, 1, 2, 3, 2, 0, 2, 1, 1, 1, 2, 2, 1, 5, 4, 4, 4, 1, 41
D# minor (6#), 1, 1, 1, 3, 1, 1, 2, 3, 2, 0, 3, 1, 1, 0, 1, 3, 1, 6, 4, 4, 5, 1, 45
Eb minor mel (6b), 1, 1, 1, 1, 1, 1, 2, 1, 2, 0, 2, 1, 1, 3, 4, 2, 2, 5, 3, 2, 4, 1, 41
D# minor mel (6#), 1, 1, 1, 3, 1, 1, 2, 3, 2, 0, 3, 1, 1, 3, 4, 2, 2, 5, 4, 3, 4, 1, 48
Gb major blues (6b), 1, 1, 1, 1, 1, 1, 2, 1, 2, 0, 2, 1, 1, 1, 2, 2, 2, 5, 2, 2, 4, 1, 36
F# major blues (6#), 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 2, 2, 0, 1, 3, 1, 1, 2, 0, 17
Eb minor blues (6b), 1, 1, 1, 1, 1, 1, 2, 1, 2, 0, 2, 1, 1, 1, 2, 2, 2, 5, 2, 2, 4, 1, 36
D# minor blues (6#), 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 2, 2, 0, 1, 3, 1, 1, 2, 0, 17
Gb dorian (6b), 0, 1, 0, 1, 1, 1, 2, 1, 2, 0, 1, 1, 1, 2, 3, 1, 2, 4, 2, 2, 3, 1, 32
F# dorian (6#), 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 3, 3, 0, 1, 2, 2, 0, 1, 0, 16
Gb phrygian (6b), 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 2, 2, 0, 1, 2, 1, 1, 2, 0, 16
F# phrygian (6#), 1, 1, 1, 3, 1, 1, 2, 3, 2, 0, 3, 1, 1, 1, 2, 2, 2, 5, 3, 2, 4, 1, 42
Gb lydian (6b), 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 1, 4, 7, 2, 5, 6, 3, 0, 33
F# lydian (6#), 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 2, 4, 1, 3, 3, 2, 0, 19
Gb mixolydian (6b), 1, 0, 1, 1, 0, 2, 0, 1, 0, 3, 2, 0, 0, 0, 0, 5, 8, 3, 5, 7, 5, 0, 44
F# mixolydian (6#), 1, 0, 1, 1, 0, 1, 0, 1, 0, 2, 2, 0, 0, 0, 0, 3, 5, 2, 3, 4, 4, 0, 30
Gb aeolian (6b), 0, 0, 0, 1, 0, 2, 0, 1, 0, 3, 1, 0, 0, 1, 1, 4, 8, 2, 6, 7, 4, 0, 41
F# aeolian (6#), 0, 0, 0, 1, 0, 1, 0, 1, 0, 2, 1, 0, 0, 1, 1, 2, 5, 1, 4, 4, 3, 0, 27
Gb locrian (6b), 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 0, 1, 6, 9, 4, 6, 8, 6, 1, 57
F# locrian (6#), 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 0, 1, 4, 6, 3, 4, 5, 5, 1, 44
Cb major (7b), 1, 0, 1, 3, 0, 2, 0, 3, 0, 4, 3, 0, 0, 0, 0, 5, 9, 3, 6, 8, 6, 0, 54
C# major (7#), 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3, 4, 3, 4, 4, 2, 0, 24
Ab minor (7b), 1, 0, 1, 1, 0, 2, 0, 1, 0, 3, 2, 0, 0, 1, 1, 2, 7, 2, 3, 4, 2, 0, 33
A# minor (7#), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 4, 3, 3, 7, 4, 3, 0, 30
Ab minor mel (7b), 0, 0, 0, 1, 0, 2, 0, 1, 0, 3, 1, 0, 0, 2, 2, 1, 7, 1, 4, 4, 1, 0, 30
A# minor mel (7#), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 2, 3, 1, 5, 2, 1, 0, 22
Cb major blues (7b), 1, 1, 1, 3, 1, 3, 2, 3, 1, 4, 3, 1, 1, 1, 2, 6, 10, 5, 8, 10, 8, 1, 76
C# major blues (7#), 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 1, 4, 7, 2, 5, 6, 3, 0, 33
Ab minor blues (7b), 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 2, 4, 1, 3, 3, 2, 0, 19
A# minor blues (7#), 1, 0, 1, 1, 0, 2, 0, 1, 0, 3, 2, 0, 0, 0, 0, 5, 8, 3, 5, 7, 5, 0, 44
Cb dorian (7b), 1, 0, 1, 1, 0, 1, 0, 1, 0, 2, 2, 0, 0, 0, 0, 3, 5, 2, 3, 4, 4, 0, 30
C# dorian (7#), 0, 0, 0, 1, 0, 2, 0, 1, 0, 3, 1, 0, 0, 1, 1, 4, 8, 2, 6, 7, 4, 0, 41
Cb phrygian (7b), 0, 0, 0, 1, 0, 1, 0, 1, 0, 2, 1, 0, 0, 1, 1, 2, 5, 1, 4, 4, 3, 0, 27
C# phrygian (7#), 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 0, 1, 6, 9, 4, 6, 8, 6, 1, 57
Cb lydian (7b), 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 0, 1, 4, 6, 3, 4, 5, 5, 1, 44
C# lydian (7#), 1, 0, 1, 3, 0, 2, 0, 3, 0, 4, 3, 0, 0, 0, 0, 5, 9, 3, 6, 8, 6, 0, 54
Cb mixolydian (7b), 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3, 4, 3, 4, 4, 2, 0, 24
C# mixolydian (7#), 1, 0, 1, 1, 0, 2, 0, 1, 0, 3, 2, 0, 0, 1, 1, 2, 7, 2, 3, 4, 2, 0, 33
Cb aeolian (7b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 4, 3, 3, 7, 4, 3, 0, 30
C# aeolian (7#), 0, 0, 0, 1, 0, 2, 0, 1, 0, 3, 1, 0, 0, 2, 2, 1, 7, 1, 4, 4, 1, 0, 30
Cb locrian (7b), 1, 1, 1, 3, 1, 3, 2, 3, 1, 2, 3, 1, 1, 0, 1, 4, 8, 5, 5, 10, 8, 1, 65
C# locrian (7#), 1, 1, 1, 3, 1, 3, 2, 3, 1, 4, 3, 1, 1, 1, 2, 6, 10, 5, 8, 10, 8, 1, 76
