 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, rowcost
C major (0), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0,  , 0/0, 0/0, 3/2
A minor (0), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0,  , 0/0, 0/0, 2/0
F major (1b), 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 1/0, 0/0,  , 0/0, 0/0, 11/2
G major (1#), 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0,  , 0/0, 0/0, 8/2
D minor (1b), 0/0, 1/0, 0/0, 1/2, 0/0, 1/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/1, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/2, 0/0, 1/2, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0,  , 0/0, 0/0, 10/9
E minor (1#), 0/0, 0/0, 0/0, 0/0, 1/0, 1/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/1, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/2, 0/0, 0/0, 0/0, 2/0, 0/0, 0/0, 0/0, 0/0, 0/0,  , 0/0, 0/0, 7/5
Bb major (2b), 0/0, 2/2, 0/0, 1/1, 0/0, 1/1, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 2/1, 2/1, 0/0, 0/0, 0/0, 2/2, 0/0, 1/1, 0/0, 1/1, 1/0, 1/0, 0/0, 1/1, 1/0, 1/0, 0/0, 1/1, 0/0,  , 0/0, 0/0, 22/12
D major (2#), 0/0, 0/0, 0/0, 1/0, 1/0, 1/2, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/2, 0/0, 0/0, 0/0, 3/1, 0/0, 1/0, 0/0, 1/0, 1/0,  , 1/0, 1/0, 18/6
G minor (2b), 0/0, 2/0, 0/0, 1/0, 0/0, 1/2, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 2/1, 1/0, 0/0, 0/0, 0/0, 2/0, 0/0, 1/1, 0/0, 1/1, 1/0, 1/0, 0/0, 1/1, 1/0, 1/2, 0/0, 1/1, 0/0,  , 0/0, 0/0, 21/9
B minor (2#), 0/0, 0/0, 0/0, 1/0, 1/3, 1/2, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/1, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/3, 1/2, 0/0, 0/0, 0/0, 3/1, 0/0, 1/1, 0/0, 1/1, 1/0,  , 1/0, 1/0, 18/14
Eb major (3b), 1/0, 3/3, 0/0, 2/3, 0/0, 2/2, 1/1, 2/2, 0/0, 2/1, 0/0, 1/1, 1/2, 3/3, 0/0, 0/0, 1/0, 3/3, 0/0, 2/3, 0/0, 2/2, 1/1, 1/1, 0/0, 0/0, 1/3, 2/2, 0/0, 1/1, 0/0,  , 0/0, 0/0, 32/34
A major (3#), 0/0, 0/0, 1/0, 2/1, 1/0, 2/2, 0/0, 0/0, 0/0, 1/0, 1/0, 2/1, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 2/0, 1/0, 2/2, 0/0, 0/0, 0/0, 2/0, 0/0, 1/0, 0/0, 1/0, 1/0,  , 1/0, 1/0, 24/6
C minor (3b), 1/0, 3/0, 0/0, 2/0, 0/0, 2/0, 1/0, 2/0, 0/0, 2/0, 0/0, 1/0, 1/1, 2/0, 0/0, 0/0, 1/0, 3/0, 0/0, 2/0, 0/0, 2/0, 1/0, 1/0, 0/0, 0/0, 1/0, 2/0, 0/0, 1/0, 0/0,  , 0/0, 0/0, 31/1
F# minor (3#), 0/0, 0/0, 1/0, 3/1, 1/0, 2/2, 0/0, 0/0, 0/0, 1/0, 1/1, 2/2, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 1/0, 3/1, 1/0, 2/2, 0/0, 0/0, 0/0, 2/1, 0/0, 1/2, 0/0, 2/1, 1/1,  , 1/1, 1/1, 27/17
Ab major (4b), 2/6, 5/7, 0/0, 3/5, 0/0, 3/3, 1/1, 3/4, 1/0, 4/3, 0/0, 2/2, 2/4, 4/5, 1/0, 1/0, 2/6, 5/7, 0/0, 3/5, 0/0, 3/3, 1/1, 1/1, 1/0, 1/1, 1/3, 4/4, 1/0, 2/1, 0/0,  , 0/0, 0/0, 57/72
E major (4#), 0/0, 1/0, 1/0, 2/0, 1/0, 2/2, 0/0, 0/0, 1/0, 2/1, 1/0, 3/1, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 2/0, 1/0, 2/2, 0/0, 0/0, 1/0, 3/0, 0/0, 2/1, 1/0, 2/0, 1/0,  , 1/0, 1/0, 36/7
F minor (4b), 1/0, 4/0, 0/0, 2/1, 0/0, 2/1, 1/0, 2/0, 1/0, 3/0, 0/0, 2/0, 1/2, 2/1, 1/0, 1/0, 1/0, 4/0, 0/0, 2/1, 0/0, 2/1, 1/0, 1/0, 1/0, 1/1, 1/0, 3/0, 1/0, 2/1, 0/0,  , 0/0, 0/0, 43/9
C# minor (4#), 0/0, 1/1, 2/2, 4/5, 1/0, 3/4, 0/0, 0/0, 1/0, 3/3, 1/0, 4/4, 0/0, 1/1, 1/0, 1/0, 0/0, 1/0, 2/2, 4/5, 1/0, 3/4, 0/0, 0/0, 1/0, 3/1, 0/0, 2/1, 1/0, 3/1, 1/0,  , 1/0, 1/0, 47/34
Db major (5b), 2/6, 6/9, 1/0, 4/5, 0/0, 4/3, 1/1, 3/4, 2/2, 6/5, 0/0, 4/3, 2/4, 4/5, 2/2, 2/2, 2/6, 6/9, 1/0, 4/5, 0/0, 4/3, 1/1, 1/1, 2/6, 2/2, 1/3, 5/6, 2/6, 3/5, 0/0,  , 0/0, 0/0, 77/104
B major (5#), 1/0, 2/0, 1/0, 3/1, 1/0, 3/2, 0/0, 1/0, 1/0, 3/0, 1/0, 3/1, 1/0, 2/1, 1/0, 1/0, 1/0, 2/2, 1/0, 3/0, 1/0, 3/2, 0/0, 0/0, 1/0, 3/1, 0/0, 3/1, 1/0, 2/1, 1/0,  , 1/0, 1/0, 49/12
Bb minor (5b), 1/0, 4/3, 1/0, 3/1, 0/0, 3/1, 1/0, 2/0, 1/0, 4/0, 0/0, 3/1, 1/2, 3/3, 1/0, 1/0, 1/0, 4/3, 1/0, 3/1, 0/0, 3/1, 1/0, 1/0, 1/0, 1/1, 1/0, 3/0, 1/0, 2/1, 0/0,  , 0/0, 0/0, 52/18
G# minor (5#), 1/0, 3/3, 2/2, 5/5, 1/0, 4/4, 0/0, 1/0, 2/2, 5/5, 1/0, 5/5, 1/0, 2/1, 2/2, 2/2, 1/0, 3/3, 2/2, 5/5, 1/0, 4/4, 0/0, 0/0, 2/6, 4/3, 0/0, 4/2, 2/6, 4/5, 1/0,  , 1/0, 1/0, 72/67
Gb major (6b), 2/6, 5/7, 2/2, 6/9, 0/0, 4/7, 1/1, 3/4, 2/2, 7/7, 1/0, 6/5, 2/4, 3/5, 2/2, 2/2, 2/6, 5/7, 2/2, 6/9, 0/0, 4/7, 1/1, 1/1, 2/6, 3/3, 1/0, 6/6, 2/6, 4/5, 1/0,  , 1/0, 1/0, 90/122
F# major (6#), 1/0, 3/0, 1/0, 4/1, 0/0, 2/2, 1/0, 2/0, 1/0, 4/1, 1/0, 4/1, 1/0, 2/1, 1/0, 1/0, 1/0, 3/0, 1/0, 4/1, 0/0, 2/2, 1/0, 1/0, 1/0, 2/1, 1/0, 4/4, 1/0, 3/1, 1/0,  , 1/0, 1/0, 57/15
Eb minor (6b), 1/0, 3/3, 1/0, 4/1, 0/0, 2/1, 1/1, 2/2, 1/0, 4/1, 1/0, 4/1, 1/2, 2/3, 1/0, 1/0, 1/0, 3/3, 1/0, 4/3, 0/0, 2/1, 1/1, 1/1, 1/0, 2/0, 1/0, 4/3, 1/0, 3/1, 1/0,  , 1/0, 1/0, 57/28
D# minor (6#), 2/0, 5/7, 2/0, 6/5, 0/0, 4/6, 1/0, 3/2, 2/2, 7/6, 1/0, 6/5, 2/4, 3/5, 2/2, 2/2, 2/6, 5/6, 2/2, 6/9, 0/0, 4/6, 1/0, 1/0, 2/0, 3/1, 1/0, 6/4, 2/6, 4/5, 1/0,  , 1/0, 1/0, 90/91
Cb major (7b), 2/6, 4/7, 2/2, 6/11, 1/0, 5/7, 0/1, 2/4, 2/2, 6/7, 2/2, 6/7, 2/4, 4/7, 2/2, 2/2, 2/6, 4/9, 2/2, 6/11, 1/0, 5/7, 0/1, 0/1, 2/6, 5/4, 0/0, 6/10, 2/6, 4/7, 2/2,  , 2/2, 2/2, 93/147
C# major (7#), 1/0, 4/1, 2/0, 4/5, 0/0, 4/4, 1/0, 2/0, 1/0, 5/3, 0/0, 4/4, 1/0, 3/1, 1/0, 1/0, 1/0, 4/1, 2/0, 4/5, 0/0, 4/4, 1/0, 1/0, 1/0, 1/1, 1/0, 3/1, 1/0, 2/1, 0/0,  , 0/0, 0/0, 60/31
Ab minor (7b), 2/6, 3/5, 1/0, 5/5, 1/0, 4/3, 0/1, 2/4, 1/0, 4/3, 1/0, 3/2, 2/4, 3/5, 1/0, 1/0, 2/6, 3/7, 1/0, 5/5, 1/0, 4/3, 0/1, 0/1, 1/0, 3/1, 0/0, 4/4, 1/0, 3/1, 1/0,  , 1/0, 1/0, 65/67
