 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C major (0), 2/2, 1/0, 1/0, 3/0, 0/0, 4/1, 5/2, 3/1, 2/1,  ,  ,  ,  ,  ,  ,  ,  , 2/0, 1/0, 1/0, 3/0, 0/0, 4/1, 5/2, 2/1, 39/11
A minor (0), 2/1, 1/0, 1/0, 3/2, 0/0, 5/3, 5/4, 2/2, 2/3,  ,  ,  ,  ,  ,  ,  ,  , 2/1, 1/0, 1/0, 3/2, 0/0, 5/3, 5/4, 2/2, 40/27
F major (1b), 1/0, 0/0, 0/0, 2/0, 0/0, 3/1, 5/2, 3/3, 3/3,  ,  ,  ,  ,  ,  ,  ,  , 1/0, 0/0, 0/0, 2/0, 0/0, 3/1, 5/2, 3/1, 31/13
G major (1#), 3/2, 1/0, 1/0, 4/1, 1/0, 5/1, 6/2, 3/2, 3/1,  ,  ,  ,  ,  ,  ,  ,  , 3/1, 1/0, 1/0, 4/1, 1/0, 5/1, 6/2, 3/1, 51/15
D minor (1b), 1/1, 0/0, 0/0, 2/1, 0/0, 4/3, 6/3, 2/2, 2/3,  ,  ,  ,  ,  ,  ,  ,  , 1/1, 0/0, 0/0, 2/1, 0/0, 4/3, 6/3, 2/2, 32/23
E minor (1#), 3/1, 1/2, 1/2, 4/3, 1/0, 5/4, 6/4, 3/2, 3/3,  ,  ,  ,  ,  ,  ,  ,  , 3/1, 1/2, 1/2, 4/3, 1/0, 5/4, 6/4, 3/2, 51/39
Bb major (2b), 1/0, 0/0, 0/0, 1/0, 0/0, 2/1, 4/2, 2/1, 3/3,  ,  ,  ,  ,  ,  ,  ,  , 1/0, 0/0, 0/0, 1/0, 0/0, 2/1, 4/2, 3/1, 24/11
D major (2#), 4/1, 1/0, 2/0, 4/2, 1/0, 4/4, 7/4, 2/2, 3/3,  ,  ,  ,  ,  ,  ,  ,  , 4/1, 1/0, 2/0, 4/2, 1/0, 4/4, 7/4, 3/2, 54/29
G minor (2b), 1/1, 0/0, 0/0, 1/0, 0/0, 3/1, 4/2, 1/1, 2/1,  ,  ,  ,  ,  ,  ,  ,  , 1/0, 0/0, 0/0, 1/0, 0/0, 3/1, 4/2, 2/1, 23/10
B minor (2#), 4/2, 1/0, 2/1, 4/0, 1/0, 4/3, 6/4, 2/2, 2/1,  ,  ,  ,  ,  ,  ,  ,  , 4/1, 1/0, 2/1, 4/0, 1/0, 4/3, 6/4, 2/1, 50/23
Eb major (3b), 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 4/3, 2/1, 2/1,  ,  ,  ,  ,  ,  ,  ,  , 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 4/3, 2/1, 16/9
A major (3#), 3/1, 1/0, 2/2, 3/2, 1/1, 3/3, 5/6, 2/3, 4/2,  ,  ,  ,  ,  ,  ,  ,  , 3/3, 1/2, 2/3, 3/2, 1/1, 3/3, 5/6, 4/2, 46/42
C minor (3b), 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 3/2, 2/1, 1/1,  ,  ,  ,  ,  ,  ,  ,  , 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 3/2, 1/1, 12/9
F# minor (3#), 3/1, 1/0, 2/0, 3/0, 1/0, 3/1, 5/3, 2/2, 3/1,  ,  ,  ,  ,  ,  ,  ,  , 3/1, 1/0, 2/0, 3/0, 1/0, 3/1, 5/3, 3/1, 44/14
Ab major (4b), 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 4/3, 1/1, 2/1,  ,  ,  ,  ,  ,  ,  ,  , 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 4/3, 2/1, 15/9
E major (4#), 3/2, 1/0, 2/1, 2/1, 2/1, 2/3, 4/4, 3/3, 4/2,  ,  ,  ,  ,  ,  ,  ,  , 3/2, 1/0, 2/1, 2/1, 2/1, 2/3, 4/4, 4/2, 43/31
F minor (4b), 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 3/3, 1/1, 2/1,  ,  ,  ,  ,  ,  ,  ,  , 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 3/3, 2/1, 13/9
C# minor (4#), 3/0, 1/0, 2/0, 2/0, 2/0, 2/1, 5/6, 3/2, 3/2,  ,  ,  ,  ,  ,  ,  ,  , 3/0, 1/0, 2/0, 2/0, 2/0, 2/1, 5/6, 3/2, 43/20
Db major (5b), 0/0, 0/0, 0/0, 0/0, 2/4, 0/0, 3/3, 3/2, 1/1,  ,  ,  ,  ,  ,  ,  ,  , 0/0, 0/0, 0/0, 0/0, 2/4, 0/0, 3/3, 1/1, 15/18
B major (5#), 2/1, 0/0, 1/1, 1/0, 2/0, 1/2, 4/3, 3/1, 3/1,  ,  ,  ,  ,  ,  ,  ,  , 2/1, 0/0, 1/1, 1/0, 2/0, 1/2, 4/3, 3/1, 31/17
Bb minor (5b), 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 2/3, 1/1, 1/1,  ,  ,  ,  ,  ,  ,  ,  , 0/0, 0/0, 0/0, 0/0, 1/0, 0/1, 2/4, 1/1, 9/11
G# minor (5#), 2/1, 0/0, 1/0, 1/0, 3/0, 1/2, 5/6, 3/4, 3/2,  ,  ,  ,  ,  ,  ,  ,  , 2/0, 0/0, 1/0, 1/0, 3/0, 1/2, 5/6, 3/4, 35/27
Gb major (6b), 1/0, 0/0, 1/0, 0/0, 2/4, 1/2, 4/5, 3/2, 3/2,  ,  ,  ,  ,  ,  ,  ,  , 1/0, 0/0, 1/0, 0/0, 2/4, 1/2, 4/5, 3/2, 27/28
F# major (6#), 1/0, 0/0, 1/0, 0/0, 1/0, 1/2, 3/3, 2/2, 2/1,  ,  ,  ,  ,  ,  ,  ,  , 1/0, 0/0, 1/0, 0/0, 1/0, 1/2, 3/3, 2/1, 20/14
Eb minor (6b), 1/0, 0/0, 1/0, 0/0, 1/0, 1/1, 3/3, 1/1, 1/1,  ,  ,  ,  ,  ,  ,  ,  , 1/0, 0/0, 1/0, 0/0, 1/0, 1/1, 3/3, 1/1, 17/11
D# minor (6#), 1/1, 0/0, 1/0, 0/0, 2/0, 1/2, 4/5, 2/4, 2/2,  ,  ,  ,  ,  ,  ,  ,  , 1/0, 0/0, 1/0, 0/0, 2/0, 1/2, 4/5, 2/2, 24/23
Cb major (7b), 3/2, 0/0, 2/2, 1/0, 3/4, 2/4, 5/5, 4/2, 4/2,  ,  ,  ,  ,  ,  ,  ,  , 3/2, 0/0, 2/2, 1/0, 3/4, 2/4, 5/5, 4/2, 44/40
C# major (7#), 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 4/5, 2/2, 2/2,  ,  ,  ,  ,  ,  ,  ,  , 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 4/5, 2/2, 16/16
Ab minor (7b), 2/0, 0/0, 1/0, 1/0, 2/0, 1/0, 4/3, 2/1, 2/1,  ,  ,  ,  ,  ,  ,  ,  , 2/0, 0/0, 1/0, 1/0, 2/0, 1/0, 4/3, 2/1, 28/9
A# minor (7#), 0/0, 0/0, 0/0, 0/0, 2/0, 0/1, 4/6, 2/2, 2/2,  ,  ,  ,  ,  ,  ,  ,  , 0/0, 0/0, 0/0, 0/0, 2/0, 0/1, 4/6, 2/2, 18/20
