 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 2, 1, 4, 0, 1, 2, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 16
A minor (0), 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 3, 0, 3, 0, 1, 2, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 19
A minor mel (0), 0, 0, 2, 1, 2, 1, 1, 1, 0, 0, 4, 0, 2, 0, 0, 2, 1, 1, 0, 0, 2, 1, 0, 2, 1, 1, 25
C major blues (0), 0, 0, 2, 1, 1, 1, 1, 1, 0, 0, 3, 1, 4, 1, 2, 2, 1, 1, 0, 0, 2, 2, 1, 2, 1, 1, 31
A minor blues (0), 0, 0, 2, 1, 1, 1, 1, 1, 0, 0, 3, 1, 4, 1, 2, 2, 1, 1, 0, 0, 2, 2, 1, 2, 1, 1, 31
C dorian (0), 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 3, 1, 3, 0, 0, 2, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 22
C phrygian (0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
C lydian (0), 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 3, 1, 3, 0, 0, 2, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 22
C mixolydian (0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
C aeolian (0), 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 2, 1, 4, 0, 1, 2, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 16
C locrian (0), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 1, 2, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 14
F major (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
