 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, rowcost
C major (0), 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/3, 2/0, 2/0, 1/0, 2/3, 1/2, 2/3, 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 2/3, 2/4, 1/3, 1/1, 1/1, 0/0, 1/0, 1/0, 28/23
A minor (0), 3/3, 0/0, 3/3, 0/0, 1/0, 0/0, 1/0, 0/0, 1/3, 2/1, 2/0, 1/0, 2/3, 3/2, 2/3, 0/0, 3/3, 0/0, 3/3, 0/0, 1/0, 0/0, 1/0, 0/0, 2/0, 3/3, 2/1, 1/0, 1/1, 0/0, 2/1, 1/1, 41/31
F major (1b), 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/3, 1/1, 2/1, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/0, 1/0, 1/0, 1/0, 1/1, 0/0, 1/0, 1/0, 20/6
G major (1#), 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 2/0, 1/0, 0/0, 1/0, 1/0, 1/3, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 2/1, 3/2, 2/0, 1/0, 2/0, 0/0, 2/0, 1/0, 29/6
D minor (1b), 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 2/0, 1/0, 2/3, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 2/2, 2/1, 1/0, 1/1, 0/0, 1/1, 1/0, 23/9
E minor (1#), 3/3, 0/0, 3/3, 0/0, 3/3, 0/0, 3/3, 0/0, 1/0, 2/5, 1/1, 0/0, 1/0, 3/2, 1/3, 1/0, 3/3, 0/0, 3/3, 0/0, 3/3, 0/0, 3/3, 0/0, 2/0, 3/3, 3/2, 1/0, 2/1, 0/0, 3/3, 1/0, 49/44
Bb major (2b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/3, 1/1, 1/1, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/2, 1/0, 0/0, 0/0, 0/0, 0/0, 8/7
D major (2#), 1/3, 0/0, 1/3, 0/0, 1/0, 1/0, 1/0, 1/0, 1/3, 2/0, 1/0, 0/0, 1/3, 1/2, 1/3, 1/0, 1/3, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/2, 2/3, 3/2, 1/0, 2/1, 0/0, 2/1, 1/0, 32/29
G minor (2b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 2/3, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 2/1, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 10/5
B minor (2#), 3/3, 0/0, 3/3, 0/0, 3/3, 1/0, 3/3, 1/0, 1/0, 2/0, 1/0, 0/0, 1/0, 3/2, 1/0, 1/0, 3/3, 0/0, 3/3, 0/0, 3/3, 1/0, 3/3, 1/0, 1/0, 2/2, 3/2, 1/0, 2/3, 0/0, 3/3, 1/0, 51/36
Eb major (3b), 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/3, 1/1, 1/1, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 10/5
