 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, rowcost
B mixolydian (5#), 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6
Db aeolian (5b), 1, 0, 1, 3, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 19
B aeolian (5#), 1, 0, 1, 2, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 15
Db locrian (5b), 2, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 0, 2, 0, 1, 0, 1, 1, 0, 1, 2, 1, 1, 23
B locrian (5#), 2, 0, 2, 4, 1, 1, 1, 1, 1, 3, 1, 0, 1, 0, 2, 0, 0, 2, 0, 3, 1, 1, 2, 0, 2, 2, 2, 1, 36
Gb major (6b), 4, 1, 4, 2, 1, 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 1, 1, 4, 1, 4, 2, 1, 2, 0, 1, 4, 1, 0, 43
F# major (6#), 0, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 9
Eb minor (6b), 0, 0, 0, 2, 0, 2, 0, 0, 0, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 15
D# minor (6#), 1, 0, 1, 3, 1, 2, 0, 0, 0, 3, 1, 0, 1, 0, 2, 0, 0, 1, 0, 1, 0, 1, 1, 0, 2, 1, 2, 1, 25
Eb minor mel (6b), 2, 1, 2, 3, 1, 2, 0, 0, 0, 2, 0, 1, 0, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 0, 1, 2, 1, 1, 31
D# minor mel (6#), 2, 1, 2, 3, 1, 2, 0, 0, 0, 2, 0, 1, 0, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 0, 1, 2, 1, 1, 31
Gb major blues (6b), 1, 0, 1, 3, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 19
F# major blues (6#), 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6
Eb minor blues (6b), 1, 0, 1, 3, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 19
D# minor blues (6#), 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6
Gb dorian (6b), 0, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 9
F# dorian (6#), 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 13
Gb phrygian (6b), 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6
F# phrygian (6#), 1, 0, 1, 3, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 19
Gb lydian (6b), 4, 1, 4, 0, 2, 0, 0, 0, 0, 5, 4, 0, 4, 2, 2, 1, 1, 4, 1, 4, 1, 0, 0, 2, 4, 4, 2, 0, 52
F# lydian (6#), 3, 1, 3, 0, 1, 0, 0, 0, 0, 3, 2, 0, 2, 1, 1, 1, 1, 3, 1, 4, 1, 0, 0, 1, 2, 3, 1, 0, 35
Gb mixolydian (6b), 4, 0, 4, 2, 3, 0, 1, 1, 1, 6, 4, 0, 4, 2, 3, 0, 0, 4, 0, 3, 2, 0, 1, 2, 5, 4, 3, 1, 60
F# mixolydian (6#), 3, 0, 3, 2, 2, 0, 1, 1, 1, 4, 2, 0, 2, 1, 2, 0, 0, 3, 0, 3, 2, 0, 1, 1, 3, 3, 2, 1, 43
Gb aeolian (6b), 5, 1, 5, 1, 2, 0, 1, 1, 1, 5, 4, 0, 4, 2, 2, 1, 1, 5, 1, 4, 2, 0, 1, 2, 4, 5, 2, 0, 62
F# aeolian (6#), 4, 1, 4, 1, 1, 0, 1, 1, 1, 3, 2, 0, 2, 1, 1, 1, 1, 4, 1, 4, 2, 0, 1, 1, 2, 4, 1, 0, 45
Gb locrian (6b), 4, 0, 4, 3, 3, 0, 1, 1, 1, 4, 2, 0, 2, 2, 3, 0, 0, 4, 0, 3, 2, 1, 2, 0, 3, 4, 3, 1, 53
F# locrian (6#), 3, 0, 3, 3, 2, 0, 1, 1, 1, 3, 1, 0, 1, 1, 2, 0, 0, 3, 0, 3, 2, 1, 2, 0, 2, 3, 2, 1, 41
Cb major (7b), 5, 0, 5, 3, 3, 0, 2, 2, 2, 6, 4, 0, 4, 2, 3, 0, 0, 5, 0, 3, 2, 0, 2, 2, 5, 5, 3, 1, 69
