 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 3, 4, 3, 3, 3, 4, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 24
A minor (0), 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 4, 3, 4, 1, 4, 3, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 30
A minor mel (0), 2, 1, 2, 0, 2, 1, 0, 1, 2, 1, 4, 4, 3, 2, 4, 4, 0, 2, 1, 2, 0, 2, 1, 0, 1, 1, 43
C major blues (0), 1, 0, 2, 0, 2, 1, 1, 2, 1, 1, 3, 5, 3, 5, 3, 5, 0, 1, 0, 2, 0, 2, 1, 1, 2, 1, 45
A minor blues (0), 1, 0, 2, 0, 3, 1, 1, 2, 1, 1, 4, 5, 3, 5, 4, 5, 0, 1, 0, 2, 0, 3, 1, 1, 2, 1, 49
C dorian (0), 1, 0, 1, 0, 2, 1, 0, 1, 1, 1, 3, 5, 2, 4, 3, 5, 0, 1, 0, 1, 0, 2, 1, 0, 1, 1, 37
C phrygian (0), 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 4, 2, 4, 2, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 20
C lydian (0), 1, 0, 1, 0, 2, 1, 0, 1, 1, 1, 3, 5, 2, 4, 3, 5, 0, 1, 0, 1, 0, 2, 1, 0, 1, 1, 37
C mixolydian (0), 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 4, 2, 4, 2, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 20
C aeolian (0), 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 3, 4, 3, 3, 3, 4, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 24
C locrian (0), 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 3, 2, 3, 1, 3, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 21
F major (1b), 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 3, 3, 4, 2, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 19
