 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
A minor (0), 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 2, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 10
F major (1b), 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5
G major (1#), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
D minor (1b), 1, 1, 1, 2, 0, 1, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 14
E minor (1#), 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 2, 1, 3, 2, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 18
Bb major (2b), 1, 1, 1, 2, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 18
D major (2#), 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 3, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 14
G minor (2b), 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 2, 2, 2, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 19
B minor (2#), 1, 1, 1, 1, 0, 1, 0, 0, 2, 1, 1, 2, 3, 2, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 20
Eb major (3b), 1, 1, 1, 2, 1, 1, 0, 0, 2, 2, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 22
A major (3#), 1, 1, 1, 1, 0, 2, 0, 0, 1, 1, 2, 2, 2, 1, 0, 0, 0, 2, 0, 2, 0, 1, 0, 0, 20
C minor (3b), 1, 1, 1, 0, 1, 1, 0, 0, 1, 2, 2, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 19
F# minor (3#), 2, 2, 2, 1, 1, 3, 0, 0, 2, 1, 3, 2, 1, 1, 1, 1, 1, 3, 0, 3, 0, 1, 0, 0, 31
Ab major (4b), 2, 2, 2, 3, 1, 1, 1, 1, 3, 3, 2, 1, 0, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 38
E major (4#), 2, 2, 2, 2, 0, 2, 1, 1, 1, 1, 3, 2, 2, 2, 0, 0, 0, 2, 1, 3, 1, 2, 0, 0, 32
F minor (4b), 1, 1, 1, 2, 0, 0, 1, 1, 2, 2, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 2, 1, 1, 20
C# minor (4#), 1, 1, 1, 3, 0, 2, 1, 1, 1, 3, 4, 4, 3, 3, 0, 0, 0, 2, 1, 3, 1, 4, 0, 0, 39
Db major (5b), 3, 3, 3, 4, 1, 2, 2, 2, 3, 4, 3, 2, 1, 3, 1, 1, 1, 2, 2, 4, 2, 4, 2, 2, 57
B major (5#), 2, 2, 2, 2, 0, 2, 1, 1, 2, 2, 2, 3, 2, 3, 0, 0, 0, 2, 1, 3, 1, 2, 1, 1, 37
Bb minor (5b), 2, 2, 2, 3, 1, 2, 1, 1, 1, 2, 1, 2, 2, 2, 1, 1, 1, 2, 1, 3, 1, 3, 0, 0, 37
G# minor (5#), 3, 3, 3, 3, 0, 1, 2, 2, 3, 2, 1, 2, 1, 4, 0, 0, 0, 1, 2, 3, 2, 2, 1, 1, 42
Gb major (6b), 4, 4, 4, 3, 1, 4, 2, 2, 4, 4, 4, 3, 2, 3, 1, 1, 1, 4, 2, 6, 2, 4, 2, 2, 69
F# major (6#), 3, 3, 3, 2, 1, 3, 1, 1, 3, 2, 2, 2, 1, 2, 1, 1, 1, 3, 1, 4, 1, 2, 1, 1, 45
Eb minor (6b), 2, 2, 2, 1, 1, 3, 0, 0, 3, 3, 2, 2, 1, 1, 1, 1, 1, 3, 0, 3, 0, 1, 1, 1, 35
D# minor (6#), 2, 2, 2, 1, 1, 4, 0, 0, 4, 5, 4, 3, 2, 1, 1, 1, 1, 4, 0, 4, 0, 2, 2, 2, 48
Cb major (7b), 4, 4, 4, 4, 0, 4, 2, 2, 4, 4, 4, 4, 3, 4, 0, 0, 0, 4, 2, 6, 2, 4, 2, 2, 69
C# major (7#), 2, 2, 2, 3, 1, 3, 1, 1, 2, 4, 3, 3, 2, 2, 1, 1, 1, 3, 1, 4, 1, 4, 1, 1, 49
Ab minor (7b), 2, 2, 2, 2, 0, 1, 1, 1, 4, 3, 2, 2, 1, 3, 0, 0, 0, 1, 1, 2, 1, 1, 2, 2, 36
A# minor (7#), 4, 4, 4, 4, 2, 4, 2, 2, 1, 3, 2, 4, 3, 4, 2, 2, 2, 4, 2, 6, 2, 5, 0, 0, 68
