 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C major (0), 2, 1, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 8
A minor (0), 1, 2, 1, 0, 1, 1, 1,  , 1, 1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 2, 1, 0, 1, 1, 1, 21
A minor mel (0), 1, 1, 1, 0, 1, 1, 1,  , 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 17
C major blues (0), 3, 1, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 2, 3, 1, 1, 3, 1, 1, 1, 1, 1, 0, 26
A minor blues (0), 2, 1, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 2, 3, 1, 1, 2, 1, 1, 1, 1, 1, 0, 24
C dorian (0), 2, 0, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4
C phrygian (0), 2, 1, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 2, 2, 0, 1, 2, 1, 1, 1, 1, 1, 0, 22
C lydian (0), 2, 0, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4
C mixolydian (0), 2, 1, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 2, 2, 0, 1, 2, 1, 1, 1, 1, 1, 0, 22
C aeolian (0), 2, 1, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 8
C locrian (0), 3, 1, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 2, 3, 1, 1, 3, 1, 1, 1, 1, 1, 0, 26
F major (1b), 2, 2, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 3, 2, 0, 1, 2, 2, 1, 1, 1, 1, 0, 25
G major (1#), 1, 0, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
D minor (1b), 0, 1, 1, 1, 1, 1, 0,  , 0, 0, 2, 1, 2, 0, 2, 2, 1, 1, 0, 1, 1, 1, 1, 1, 0, 21
E minor (1#), 2, 0, 0, 0, 0, 1, 0,  , 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 10
D minor mel (1b), 0, 1, 0, 0, 0, 0, 0,  , 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 7
E minor mel (1#), 1, 0, 0, 0, 0, 1, 0,  , 0, 0, 2, 0, 2, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 11
F major blues (1b), 3, 3, 2, 1, 2, 1, 0,  , 0, 0, 2, 2, 2, 1, 3, 3, 1, 2, 3, 3, 2, 1, 2, 1, 0, 40
G major blues (1#), 1, 1, 1, 1, 1, 1, 0,  , 0, 0, 2, 1, 2, 0, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 23
D minor blues (1b), 2, 2, 2, 1, 2, 1, 0,  , 0, 0, 2, 2, 2, 1, 2, 3, 1, 2, 2, 2, 2, 1, 2, 1, 0, 35
E minor blues (1#), 1, 1, 1, 1, 1, 1, 0,  , 0, 0, 2, 1, 2, 0, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 23
F dorian (1b), 2, 2, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 2, 2, 0, 0, 0, 0, 0, 11
G dorian (1#), 0, 0, 0, 0, 0, 0, 0,  , 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3
F phrygian (1b), 3, 2, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 3, 3, 1, 1, 3, 2, 1, 1, 1, 1, 0, 29
G phrygian (1#), 1, 1, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 6
F lydian (1b), 2, 2, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 2, 2, 0, 0, 0, 0, 0, 11
G lydian (1#), 0, 0, 0, 0, 0, 0, 0,  , 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3
F mixolydian (1b), 3, 2, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 3, 3, 1, 1, 3, 2, 1, 1, 1, 1, 0, 29
G mixolydian (1#), 1, 1, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 6
F aeolian (1b), 2, 2, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 3, 2, 0, 1, 2, 2, 1, 1, 1, 1, 0, 25
G aeolian (1#), 1, 0, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
F locrian (1b), 3, 3, 2, 1, 2, 1, 0,  , 0, 0, 2, 2, 2, 1, 3, 3, 1, 2, 3, 3, 2, 1, 2, 1, 0, 40
G locrian (1#), 1, 1, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 2, 2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 20
Bb major (2b), 3, 2, 1, 1, 1, 1, 0,  , 0, 0, 2, 1, 2, 0, 3, 3, 1, 1, 3, 2, 1, 1, 1, 1, 0, 31
D major (2#), 0, 0, 0, 0, 0, 0, 0,  , 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3
G minor (2b), 2, 0, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 1, 2, 1, 1, 2, 0, 1, 1, 1, 1, 0, 20
B minor (2#), 0, 1, 1, 0, 1, 0, 0,  , 0, 0, 2, 1, 2, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 14
G minor mel (2b), 1, 0, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 16
B minor mel (2#), 0, 2, 2, 0, 2, 1, 1,  , 1, 1, 2, 2, 2, 2, 1, 0, 1, 1, 0, 2, 2, 0, 2, 1, 1, 29
Bb major blues (2b), 3, 3, 2, 1, 2, 2, 0,  , 0, 0, 4, 2, 4, 1, 4, 3, 2, 2, 3, 3, 2, 1, 2, 2, 0, 48
D major blues (2#), 1, 2, 1, 0, 1, 1, 1,  , 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 1, 2, 1, 0, 1, 1, 1, 24
G minor blues (2b), 3, 2, 2, 1, 2, 2, 0,  , 0, 0, 3, 2, 3, 1, 3, 3, 2, 2, 3, 2, 2, 1, 2, 2, 0, 43
B minor blues (2#), 1, 2, 1, 0, 1, 1, 1,  , 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 1, 2, 1, 0, 1, 1, 1, 24
Bb dorian (2b), 2, 2, 1, 1, 1, 1, 0,  , 0, 0, 2, 1, 2, 0, 3, 2, 0, 1, 2, 2, 1, 1, 1, 1, 0, 27
D dorian (2#), 0, 1, 1, 0, 1, 1, 1,  , 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 18
Bb phrygian (2b), 1, 2, 1, 0, 1, 1, 1,  , 1, 1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 2, 1, 0, 1, 1, 1, 21
D phrygian (2#), 1, 1, 1, 0, 1, 1, 1,  , 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 17
Bb lydian (2b), 3, 1, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 2, 3, 1, 1, 3, 1, 1, 1, 1, 1, 0, 26
D lydian (2#), 2, 1, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 2, 3, 1, 1, 2, 1, 1, 1, 1, 1, 0, 24
Bb mixolydian (2b), 2, 0, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4
D mixolydian (2#), 2, 1, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 2, 2, 0, 1, 2, 1, 1, 1, 1, 1, 0, 22
Bb aeolian (2b), 2, 0, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4
D aeolian (2#), 2, 1, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 2, 2, 0, 1, 2, 1, 1, 1, 1, 1, 0, 22
Bb locrian (2b), 2, 1, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 8
D locrian (2#), 3, 1, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 2, 3, 1, 1, 3, 1, 1, 1, 1, 1, 0, 26
Eb major (3b), 2, 2, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 3, 2, 0, 1, 2, 2, 1, 1, 1, 1, 0, 25
A major (3#), 1, 0, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
C minor (3b), 0, 1, 1, 1, 1, 1, 0,  , 0, 0, 2, 1, 2, 0, 2, 2, 1, 1, 0, 1, 1, 1, 1, 1, 0, 21
F# minor (3#), 2, 0, 0, 0, 0, 1, 0,  , 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 10
C minor mel (3b), 3, 1, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 3, 1, 0, 0, 0, 0, 0, 12
F# minor mel (3#), 2, 1, 1, 0, 1, 2, 1,  , 1, 1, 2, 1, 2, 1, 2, 1, 3, 0, 2, 1, 1, 0, 1, 2, 1, 30
Eb major blues (3b), 2, 1, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 8
A major blues (3#), 1, 2, 1, 0, 1, 1, 1,  , 1, 1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 2, 1, 0, 1, 1, 1, 21
C minor blues (3b), 1, 1, 1, 0, 1, 1, 1,  , 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 17
F# minor blues (3#), 3, 1, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 2, 3, 1, 1, 3, 1, 1, 1, 1, 1, 0, 26
Eb dorian (3b), 2, 1, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 2, 3, 1, 1, 2, 1, 1, 1, 1, 1, 0, 24
A dorian (3#), 2, 0, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4
Eb phrygian (3b), 2, 1, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 2, 2, 0, 1, 2, 1, 1, 1, 1, 1, 0, 22
A phrygian (3#), 2, 0, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4
Eb lydian (3b), 2, 1, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 2, 2, 0, 1, 2, 1, 1, 1, 1, 1, 0, 22
A lydian (3#), 2, 1, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 8
Eb mixolydian (3b), 3, 1, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 2, 3, 1, 1, 3, 1, 1, 1, 1, 1, 0, 26
A mixolydian (3#), 2, 2, 1, 1, 1, 1, 0,  , 0, 0, 1, 1, 1, 0, 3, 2, 0, 1, 2, 2, 1, 1, 1, 1, 0, 25
Eb aeolian (3b), 1, 0, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
A aeolian (3#), 0, 1, 1, 1, 1, 1, 0,  , 0, 0, 2, 1, 2, 0, 2, 2, 1, 1, 0, 1, 1, 1, 1, 1, 0, 21
Eb locrian (3b), 1, 2, 1, 0, 1, 1, 1,  , 1, 1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 2, 1, 0, 1, 1, 1, 21
