 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7
A minor (0), 0, 0, 0, 1, 1, 0, 3, 0, 2, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 2, 1, 17
A minor mel (0), 0, 0, 0, 1, 1, 0, 3, 0, 2, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 2, 1, 17
C major blues (0), 1, 1, 1, 0, 0, 1, 3, 0, 2, 0, 1, 1, 1, 1, 2, 2, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 25
A minor blues (0), 1, 1, 1, 0, 0, 1, 3, 0, 2, 0, 1, 1, 1, 1, 2, 2, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 25
C dorian (0), 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7
C phrygian (0), 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
C lydian (0), 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7
C mixolydian (0), 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
C aeolian (0), 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7
C locrian (0), 1, 1, 1, 0, 0, 1, 2, 0, 1, 0, 1, 1, 1, 1, 2, 2, 2, 0, 1, 1, 1, 0, 0, 1, 1, 0, 22
F major (1b), 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
G major (1#), 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7
