 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, rowcost
C major (0), 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 14
A minor (0), 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 3, 1, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 21
A minor mel (0), 0, 1, 0, 1, 0, 1, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 3, 1, 1, 1, 4, 1, 1, 1, 0, 1, 0, 0, 2, 0, 0, 24
C major blues (0), 0, 1, 1, 2, 0, 2, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 2, 1, 0, 1, 1, 2, 0, 1, 2, 0, 0, 28
A minor blues (0), 0, 1, 1, 2, 0, 2, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 3, 1, 1, 1, 3, 1, 0, 1, 1, 2, 0, 1, 2, 0, 0, 30
C dorian (0), 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 17
C phrygian (0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 8
C lydian (0), 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 17
C mixolydian (0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 8
C aeolian (0), 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 14
C locrian (0), 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 13
F major (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 8
G major (1#), 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 3, 1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 18
D minor (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 10
E minor (1#), 1, 2, 0, 2, 0, 2, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 2, 1, 2, 1, 5, 1, 1, 2, 0, 2, 0, 1, 2, 1, 1, 35
D minor mel (1b), 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
E minor mel (1#), 1, 2, 0, 2, 0, 2, 0, 1, 1, 1, 2, 0, 0, 0, 1, 0, 1, 1, 3, 1, 2, 1, 4, 1, 1, 2, 0, 2, 0, 1, 1, 1, 1, 36
F major blues (1b), 0, 0, 1, 1, 1, 2, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 3, 1, 1, 1, 3, 1, 0, 0, 1, 1, 1, 2, 1, 0, 0, 32
G major blues (1#), 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 0, 1, 0, 1, 0, 1, 2, 0, 0, 26
D minor blues (1b), 0, 0, 1, 1, 1, 2, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 3, 1, 1, 1, 4, 1, 0, 0, 1, 1, 1, 2, 1, 0, 0, 33
E minor blues (1#), 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 4, 1, 1, 1, 5, 1, 0, 1, 0, 1, 0, 1, 2, 0, 0, 29
F dorian (1b), 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 14
G dorian (1#), 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 3, 1, 1, 1, 2, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 19
F phrygian (1b), 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 13
G phrygian (1#), 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 15
F lydian (1b), 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 14
G lydian (1#), 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 3, 1, 1, 1, 2, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 19
F mixolydian (1b), 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 13
G mixolydian (1#), 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 15
F aeolian (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 8
G aeolian (1#), 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 3, 1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 18
F locrian (1b), 0, 0, 1, 1, 1, 2, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 1, 1, 1, 2, 1, 0, 0, 24
G locrian (1#), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 9
