id,title,composer,KSgt,KSest,notes,err,time
101,101-Beethoven-bagatelle4op33,,(3),E major (4),70,0,0.034
102,102-Beethoven-quatuor16op135,,,D- major (-5),96,0,0.047
103,103-SaintSaens-elephant,,,E- major (-3),57,0,0.021
104,104-Haendel-concertogrosso4op6,,,C major (0),81,0,0.057
105,105-Schubert-gloria,,D major (2),A major (3),67,0,0.018
106,106-Bach-polonaise,,,G major (1),127,0,0.120
107,107-Wolf-chantEspagnol8,,,D major (2),85,2,0.065
108,108-Beethoven-quatuor13op130,,,G major (1),61,0,0.015
109,109-Kuhlau-sonatineop60n1,,F major (-1),C major (0),90,1,0.052
110,110-Haendel-concertogrosso3,,,G major (1),86,0,0.032
111,111-Mozart-sonateKV570,,,B- major (-2),98,7,0.307
112,112-Haydn-fantasia,,,C major (0),68,1,0.055
113,113-Gretchaninoff-retour,,,G major (1),89,0,0.062
114,114-Clementi-rondoSonateop25,,,G major (1),86,0,0.040
115,115-Clementi-sonatineop36n1,,(0),G major (1),91,0,0.096
117,117-Schumann-trio2,,,D- major (-5),72,0,0.022
118,118-Greensleeves,,B- major (-2),F major (-1),75,0,0.030
119,119-Mendelssohn-romances31op67,,,E- major (-3),74,0,0.085
120,120-Bach-gavotte,,,G major (1),130,1,0.065
121,121-Beethoven-adagioSonate1op2,,,F major (-1),51,1,0.058
122,122-pop,,,C major (0),58,0,0.023
123,123-Mozart-Canzonetta,,,D major (2),60,1,0.027
124,124-Schubert-quatuor13op29,,,C major (0),82,0,0.045
125,125-Wolf-melodie5,,A major (3),D major (2),66,2,0.027
126,126-Milhaud-suiteProvencale,,C major (0),D major (2),61,0,0.020
127,127-Lemoine-etude38,,C major (0),G major (1),93,2,0.028
128,128-Wolf-melodiesItalienne26,,E- major (-3),B- major (-2),94,5,0.073
129,129-Mozart-sonateKV331,,,A major (3),60,0,0.030
130,130-Haendel-concertogrosso10,,,F major (-1),85,0,0.169
131,131-negrospiritual,,,G major (1),73,0,0.096
132,132-Bach-Brandegourgeois4,,,G major (1),108,0,0.038
133,133-Mozart-KV282,,E- major (-3),B- major (-2),107,0,0.098
134,134-Purcell-gigue,,,C major (0),81,0,0.054
135,135-Schumann-concertola,,,F major (-1),66,5,0.106
136,136-Schumann-Myrten25op25,,,E- major (-3),77,2,0.038
138,138-Wolf-melodie1,,,A major (3),90,5,0.098
140,140-Clementi-sonate3op25,,B- major (-2),F major (-1),112,1,0.125
141,141-Puig-Roget,,,C major (0),67,0,0.070
142,142-Wolf-chantsitaliens35,,(-3),B- major (-2),77,4,0.053
143,143-Wolf-melodiesespagnoles1,,,F major (-1),91,7,0.091
144,144-Wolf-melodiesespagnoles13,,,D major (2),67,4,0.028
145,145-Clementi-sonate3op25,,B- major (-2),F major (-1),87,2,0.124
146,146-Clementi-sonatine2op35,,,G major (1),117,0,0.044
147,147-Beethoven-rondosonateop28,,,D major (2),56,0,0.030
148,148-Mozart-concertofluteKV314,,,D major (2),61,1,0.063
149,149-Wolf-melodiesespagnoles2,,,C major (0),91,2,0.030
151,151-Mozart-duettinoDonJuanI97,,,A major (3),70,0,0.031
152,152-Clementi-sonate5op36,,,C major (0),89,0,0.052
153,153-Wolf-chansonsItaliennes21,,F major (-1),C major (0),90,1,0.050
154,154-Clementi-sonatine1op37,,,E- major (-3),83,7,0.081
