 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 2, 2, 1, 0, 1, 2, 0, 3, 1, 1, 1, 22
A minor (0), 1, 1, 1, 2, 2, 0, 2, 0, 0, 2, 2, 0, 1, 3, 1, 1, 0, 1, 2, 1, 2, 1, 1, 1, 28
A minor mel (0), 1, 1, 1, 2, 1, 0, 1, 0, 0, 2, 2, 0, 1, 3, 2, 2, 1, 1, 3, 1, 2, 2, 1, 1, 31
C major blues (0), 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 2, 3, 2, 1, 1, 3, 0, 3, 2, 1, 1, 28
A minor blues (0), 1, 0, 1, 1, 1, 1, 1, 0, 0, 2, 2, 0, 1, 3, 3, 2, 1, 1, 4, 0, 3, 2, 1, 1, 32
C dorian (0), 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 2, 3, 2, 1, 1, 3, 0, 3, 2, 1, 1, 25
C phrygian (0), 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 1, 1, 0, 2, 0, 0, 0, 11
C lydian (0), 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 2, 3, 2, 1, 1, 3, 0, 3, 2, 1, 1, 25
C mixolydian (0), 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 1, 1, 0, 2, 0, 0, 0, 11
C aeolian (0), 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 2, 2, 1, 0, 1, 2, 0, 3, 1, 1, 1, 22
C locrian (0), 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 7
F major (1b), 0, 0, 0, 0, 1, 0, 2, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 1, 1, 0, 2, 0, 0, 0, 12
G major (1#), 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 3, 3, 2, 1, 1, 3, 0, 3, 2, 1, 1, 26
D minor (1b), 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 2, 0, 0, 3, 3, 0, 1, 1, 3, 1, 3, 0, 0, 0, 22
E minor (1#), 1, 0, 1, 1, 0, 0, 0, 1, 1, 3, 1, 1, 1, 3, 2, 2, 1, 0, 5, 0, 2, 2, 1, 1, 30
