id,title,composer,KSgt,KSest,notes,err,time
101,101-Beethoven-bagatelle4op33,,3,4.0,70,0,0.036
102,102-Beethoven-quatuor16op135,,-5,,96,0,0.037
103,103-SaintSaens-elephant,,-3,,57,0,0.025
104,104-Haendel-concertogrosso4op6,,0,,81,0,0.047
105,105-Schubert-gloria,,2,3.0,67,0,0.017
106,106-Bach-polonaise,,1,,127,0,0.098
107,107-Wolf-chantEspagnol8,,2,,85,0,0.048
108,108-Beethoven-quatuor13op130,,1,,61,0,0.014
109,109-Kuhlau-sonatineop60n1,,-1,0.0,90,1,0.060
110,110-Haendel-concertogrosso3,,1,,86,0,0.026
111,111-Mozart-sonateKV570,,-2,,98,4,0.367
112,112-Haydn-fantasia,,0,,68,1,0.037
113,113-Gretchaninoff-retour,,1,,89,0,0.034
114,114-Clementi-rondoSonateop25,,1,,86,0,0.037
115,115-Clementi-sonatineop36n1,,0,1.0,91,0,0.054
117,117-Schumann-trio2,,-5,,72,0,0.019
118,118-Greensleeves,,-2,-1.0,75,0,0.028
119,119-Mendelssohn-romances31op67,,-3,,74,0,0.074
120,120-Bach-gavotte,,1,,130,1,0.058
121,121-Beethoven-adagioSonate1op2,,-1,,51,1,0.052
122,122-pop,,0,,58,0,0.018
123,123-Mozart-Canzonetta,,2,,60,1,0.020
124,124-Schubert-quatuor13op29,,0,,82,0,0.036
125,125-Wolf-melodie5,,3,2.0,66,1,0.024
126,126-Milhaud-suiteProvencale,,0,2.0,61,0,0.019
127,127-Lemoine-etude38,,0,1.0,93,2,0.031
128,128-Wolf-melodiesItalienne26,,-3,-2.0,94,5,0.056
129,129-Mozart-sonateKV331,,3,,60,0,0.024
130,130-Haendel-concertogrosso10,,-1,,85,0,0.073
131,131-negrospiritual,,1,,73,0,0.050
132,132-Bach-Brandegourgeois4,,1,,108,0,0.034
133,133-Mozart-KV282,,-3,-2.0,107,0,0.061
134,134-Purcell-gigue,,0,,81,0,0.042
135,135-Schumann-concertola,,-1,,66,1,0.056
136,136-Schumann-Myrten25op25,,-3,,77,2,0.025
138,138-Wolf-melodie1,,3,,90,3,0.046
140,140-Clementi-sonate3op25,,-2,-1.0,112,1,0.083
141,141-Puig-Roget,,0,,67,0,0.032
142,142-Wolf-chantsitaliens35,,-3,-2.0,77,3,0.036
143,143-Wolf-melodiesespagnoles1,,-1,,91,6,0.052
144,144-Wolf-melodiesespagnoles13,,2,,67,1,0.019
145,145-Clementi-sonate3op25,,-2,-1.0,87,2,0.080
146,146-Clementi-sonatine2op35,,1,,117,0,0.041
147,147-Beethoven-rondosonateop28,,2,,56,0,0.022
148,148-Mozart-concertofluteKV314,,2,,61,0,0.044
149,149-Wolf-melodiesespagnoles2,,0,,91,2,0.025
151,151-Mozart-duettinoDonJuanI97,,3,,70,0,0.025
152,152-Clementi-sonate5op36,,0,,89,0,0.033
153,153-Wolf-chansonsItaliennes21,,-1,0.0,90,1,0.054
154,154-Clementi-sonatine1op37,,-3,,83,0,0.168
155,155-CPEBach-ariavar2,,3,,57,0,0.017
156,156-Haendel-hornpipeconcertogrosso7,,-2,-1.0,79,0,0.247
157,157-Wolf-melodiesitaliennes20,,-2,,96,2,0.054
158,158-Beethoven-quatuor1op18,,-1,0.0,94,1,0.123
159,159-Dussek-rondo,,-2,,141,0,0.071
160,160-Beethoven-trio2op70,,0,,49,0,0.013
161,161-Rimsky-Korsakov-Scheherazade,,1,,117,0,0.074
162,162-Chopin-nocturne1op32,,5,,53,3,0.063
163,163-Beethoven-septuorop20,,-3,,61,0,0.052
164,164-Clementi-rondosonatine2op38,,-2,,53,0,0.021
165,165-Balbastre-pastorale,,0,,57,0,0.026
168,168-Beethoven-quatuor1op18,,-1,,94,2,0.023
169,169-Wolf-chantsitaliens29,,0,,93,9,0.065
171,171-Mozart-concertobasson,,-1,,79,0,0.303
172,172-Beethoven-trio2op70,,0,,65,0,0.029
173,173-Kuhlau-sonative1op60,,-1,,132,1,0.094
174,174-negrospiritual,,0,,69,0,0.036
177,177-Boulnois-berceuse,,0,1.0,84,2,0.051
178,178-Poulenc,,2,3.0,85,0,0.024
179,179-Clementi-canone33,,0,,83,1,0.026
180,180-Haendel-concertogrosso9op6,,-1,,58,0,0.028
201,201-Beethoven-variation1,,1,,97,0,0.053
202,202-Bach-sarabande,,-1,0.0,86,1,0.027
203,203-Listz-preludes,,0,,113,1,0.080
205,205-Bach-credo,,2,,105,0,0.056
206,206-Beethoven-sonateop26,,-4,,67,0,0.022
207,207-Bach-aria,,1,,134,0,0.116
209,209-Beethoven-rondoop13,,-3,,87,3,0.054
210,210-Schubert-benedictus,,1,,78,1,0.052
211,211-Haydn,,0,,132,0,0.121
213,213-Beethoven-sonate2op14,,1,,85,0,0.030
214,214-Schumann-trio3,,-3,,128,7,1.411
215,215-Debussy-passepied,,3,5.0,51,2,0.018
216,216-Haendel,,2,,147,0,0.048
217,217-Beethoven-octuorop103,,-2,-1.0,84,1,0.078
218,218-Beethoven-sonateop28,,-1,,85,5,0.030
219,219-Schubert-scherzo,,-2,,80,0,0.032
220,220-Mozart-sonateKV281,,-3,-2.0,136,0,0.092
221,221-Monteverdi-orfeo,,-1,-2.0,31,0,0.010
222,222-Bartok-burlesque,,0,-2.0,66,1,0.029
223,223-Monteverdi-Orfeo,,0,1.0,43,0,0.011
224,224-Schumann-trio3op110,,-2,,61,1,0.038
225,225-Beethoven-variationsop24,,-1,,97,2,0.048
226,226-Milhaud-Boeuf,,0,,102,0,0.043
227,227-Mozart-quintetK407,,-2,,105,1,0.039
228,228-Schuman-myrthen7op25,,-5,6.0,62,42,0.029
229,229-Liszt-melodie,,1,0.0,81,10,0.048
230,230-Schumann-trio2,,-1,0.0,74,2,0.025
231,231-Duparc-elegie,,-1,,47,2,0.012
232,232-Beethoven-sonateop22,,-3,,70,0,0.095
233,233-Debussy-cloches,,4,,64,0,0.038
234,234-Beethoven-symphonie2op36,,3,,74,0,0.019
235,235-Schumann-quatuor1op41,,0,,142,1,0.094
236,236-Schubert-scherzo,,1,,82,0,0.042
237,237-Beethoven-symphonie6,,-2,,122,0,0.144
239,239-Beethoven-themavar,,1,,71,0,0.030
240,240-Haydn-sonate5,,0,,124,0,0.054
241,241-Haendel-sicilianaconcertogrosso8,,-3,,116,0,0.097
243,243-Strauss-melodie1op56,,-1,-3.0,87,9,0.047
244,244-Bach-concerto1violon,,0,1.0,129,0,0.833
245,245-Debussy-Arabesque2,,1,,184,0,0.178
246,246-Mozart-marcheflute,,-1,,97,0,0.043
247,247-Schubert-Benedictus,,1,,41,0,0.015
248,248-Mozart-sonateKV280,,-4,,97,0,0.045
249,249-Mozart-andateKV9b,,-2,,128,4,0.111
250,250-Cliquet-Pleyel,,0,,99,2,0.035
251,251-Schumann-Myrthen10op25,,-3,,67,0,0.018
252,252-Kuhlau-sonatine2op60,,3,,68,1,0.029
253,253-Schubert-gloria,,2,,50,0,0.012
254,254-Haydn-quatuor5op76,,2,,111,1,0.106
255,255-Mozart-sonateDomKV457,,-3,,174,6,5.433
256,256-Mozart-sonataKV309,,-1,,138,2,0.217
257,257-Mozart-quintetteDomKV309,,-3,-2.0,112,1,0.230
258,258-Schumann-quatuor2FaMop41,,-1,,105,5,0.041
260,260-Monteverdi-Orfeo,,0,2.0,84,5,0.024
262,262-Schumann-Myrthen23op25,,2,,82,0,0.036
263,263-Clergue-Tom,,-1,,70,0,0.032
265,265-Mozart-Aria15,,4,,119,0,0.080
266,266-Debussy-Berger,,3,,72,0,0.074
267,267-Lalo-RoidYs,,-1,,52,1,0.021
268,268-Scarlatti-sonatepastorale,,1,,115,0,0.072
269,269-Beethoven-quatuor1op18,,-1,,132,0,0.046
271,271-Duparc-elegie,,-1,0.0,64,0,0.016
272,272-Bach-cantate140duetto,,-3,,184,9,8.946
273,273-Haendel-concerto2,,-1,,115,0,0.128
274,274-Wolf-melodieespagnole6,,3,2.0,123,6,0.079
275,275-Bartok-danceRoumaine1,,0,1.0,120,0,0.035
276,276-Bach-AnnaMagdalena,,-3,,69,0,0.050
277,277-Debussy-quatuorSolmop10,,-2,-3.0,77,1,0.048
278,278-SaintSaens-Cygne,,1,,122,1,0.080
302,302-Chopin-nocturne3op9,,2,,60,7,0.026
303,303-Bach-partita2sinfonia,,-3,,59,1,0.105
304,304-Bach-polonaise,,-1,,136,0,0.109
306,306-Haendel-concertogrosso3-4mvt,,1,,102,0,0.055
307,307-Mozart-fantaisiekv475,,-2,,78,0,0.074
308,308-Beethoven-sonateop81,,-3,-2.0,109,1,0.198
309,309-Poulenc-improvisation6,,-2,-1.0,129,5,0.054
311,311-Mozart-ariaCosifantutte,,3,,91,2,0.034
312,312-Kuhlau-sonatineop20,,-1,,105,3,0.250
313,313-Schumann-trio1,,0,,72,2,0.192
314,314-Couperin-intime,,1,,60,2,0.023
315,315-Ibert-symphonieconcertante,,0,-2.0,147,13,0.161
316,316-Bach-courantesuite3,,2,3.0,80,1,0.066
317,317-Mozart-sonateKV333,,-2,,191,3,0.213
319,319-Haydn-symphonie88,,1,2.0,101,2,0.087
320,320-Kuhlau-sonatine2op60,,0,,135,1,0.103
321,321-Debussy-Pelleas,,4,0.0,62,3,0.027
323,323-Bartok-images,,3,2.0,55,0,0.087
325,325-Chopin-concertoop21,,-4,,238,5,0.148
326,326-Mozart-ariaflute,,-3,,127,0,0.072
327,327-Mendelssohn-romancesp8op30,,-5,,75,0,0.021
328,328-Bartok-sonatine,,2,3.0,80,0,0.051
329,329-Debussy-sonateviolon,,-2,,78,4,0.026
331,331-Beethoven-sonateop26,,-4,,89,0,0.043
332,332-Milhaud-boeuf,,0,4.0,88,48,0.035
333,333-Mazas-romance1op36,,4,,150,0,0.237
334,334-Haydn-concertosol,,0,1.0,166,1,0.205
