 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, rowcost
C major (0), 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/1, 2/0, 2/0, 1/0, 4/5, 1/0, 1/0, 0/0, 1/1, 0/0, 1/0, 0/0, 2/1, 1/2, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 21/10
A minor (0), 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 3/3, 2/2, 2/2, 1/1, 2/2, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/2, 1/0, 1/2, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 18/15
F major (1b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/0, 2/0, 2/0, 1/0, 4/5, 1/2, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 16/10
G major (1#), 0/0, 0/0, 0/0, 1/0, 1/0, 1/1, 0/0, 0/0, 0/0, 0/0, 1/0, 4/1, 2/1, 2/0, 1/0, 3/5, 0/0, 0/0, 0/0, 1/1, 1/0, 1/1, 1/0, 2/1, 2/2, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 25/13
D minor (1b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/1, 0/0, 0/0, 0/0, 0/0, 0/0, 3/3, 2/2, 2/1, 1/1, 2/2, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/2, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 14/12
E minor (1#), 0/0, 0/0, 0/0, 1/1, 1/1, 1/1, 0/0, 0/0, 0/0, 0/0, 1/0, 4/3, 2/0, 2/0, 1/0, 1/0, 0/0, 0/0, 0/0, 2/1, 1/0, 1/1, 1/1, 1/0, 2/2, 0/0, 0/0, 0/0, 0/0, 0/0, 1/3, 0/0, 0/0, 23/14
Bb major (2b), 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 4/1, 2/1, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 2/1, 1/0, 1/1, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 28/4
D major (2#), 0/0, 0/0, 0/0, 1/0, 2/1, 2/4, 1/0, 1/0, 1/0, 1/0, 1/0, 4/3, 1/2, 2/1, 1/0, 1/0, 0/0, 0/0, 0/0, 1/1, 1/0, 1/0, 2/2, 1/0, 3/1, 0/0, 0/0, 0/0, 0/0, 0/0, 2/3, 1/0, 0/0, 31/18
G minor (2b), 1/0, 1/0, 1/0, 1/1, 1/1, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 1/1, 1/0, 1/0, 4/5, 2/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/2, 2/1, 1/1, 1/0, 1/0, 1/0, 1/0, 1/0, 0/3, 1/0, 1/0, 29/17
B minor (2#), 0/0, 0/0, 0/0, 1/1, 3/1, 2/1, 1/0, 1/0, 1/0, 1/0, 1/1, 2/2, 1/0, 2/0, 1/0, 1/0, 0/0, 0/0, 0/0, 2/1, 1/1, 1/1, 2/3, 1/0, 3/3, 0/0, 0/0, 0/0, 0/0, 0/0, 2/3, 1/0, 0/0, 31/18
Eb major (3b), 1/2, 1/4, 1/2, 2/4, 1/1, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 3/1, 2/1, 2/0, 1/0, 1/0, 0/0, 1/0, 2/1, 1/1, 2/1, 1/1, 1/2, 1/4, 1/2, 2/4, 1/0, 1/3, 1/1, 33/36
A major (3#), 1/0, 1/0, 1/0, 2/1, 2/0, 2/1, 1/0, 1/0, 1/0, 1/0, 1/0, 4/5, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 2/0, 2/0, 3/1, 0/0, 3/2, 0/0, 1/0, 1/0, 1/0, 1/0, 2/0, 1/0, 0/0, 39/11
C minor (3b), 1/0, 1/0, 1/0, 1/0, 1/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 1/0, 0/0, 0/0, 3/3, 2/3, 2/1, 1/0, 1/0, 0/0, 1/1, 1/1, 1/1, 1/2, 1/0, 1/0, 1/0, 1/0, 2/0, 1/0, 1/0, 1/0, 31/14
F# minor (3#), 1/0, 1/0, 1/0, 2/1, 3/2, 2/5, 1/1, 1/1, 1/1, 1/1, 1/1, 2/2, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/3, 2/2, 2/2, 3/3, 0/0, 3/2, 0/0, 1/0, 1/0, 1/0, 1/0, 2/1, 1/1, 0/0, 39/29
Ab major (4b), 2/2, 2/4, 2/2, 3/4, 2/1, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 3/2, 2/0, 3/2, 2/2, 5/6, 0/0, 3/2, 3/1, 2/2, 3/1, 1/0, 2/3, 2/4, 2/2, 4/6, 3/2, 2/3, 1/1, 56/53
E major (4#), 2/1, 2/0, 2/0, 3/1, 3/1, 2/1, 1/0, 1/0, 1/0, 1/0, 1/0, 3/3, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/1, 2/1, 2/1, 4/1, 0/0, 4/2, 0/0, 2/0, 2/0, 2/0, 2/0, 3/3, 2/0, 0/0, 50/16
F minor (4b), 2/0, 2/0, 2/0, 2/0, 2/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 3/1, 2/1, 2/0, 1/0, 1/2, 0/0, 1/0, 2/0, 1/1, 2/1, 1/0, 2/0, 2/0, 2/0, 3/0, 2/0, 2/0, 1/0, 42/6
C# minor (4#), 3/4, 3/4, 3/4, 4/5, 4/2, 2/1, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 4/5, 3/4, 3/3, 5/5, 0/0, 4/2, 0/0, 3/4, 3/4, 3/4, 3/5, 3/1, 2/1, 0/0, 61/58
Db major (5b), 4/4, 4/6, 4/4, 5/6, 3/9, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/2, 1/0, 2/2, 2/2, 6/6, 1/0, 4/2, 5/3, 2/2, 4/3, 0/0, 4/4, 4/6, 4/4, 6/8, 4/4, 3/5, 1/1, 76/84
B major (5#), 2/0, 2/0, 2/0, 3/1, 4/5, 1/4, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/1, 0/0, 1/0, 1/0, 4/1, 2/1, 3/1, 4/3, 1/0, 3/2, 0/0, 2/0, 2/0, 2/0, 3/0, 4/1, 2/1, 0/0, 55/21
Bb minor (5b), 3/2, 3/0, 3/0, 3/0, 2/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 1/1, 1/0, 1/0, 2/0, 1/0, 2/0, 3/1, 1/1, 2/1, 0/0, 3/2, 3/0, 3/0, 4/0, 2/0, 2/3, 1/0, 49/12
G# minor (5#), 4/6, 4/6, 4/6, 5/7, 5/10, 1/1, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 1/0, 5/3, 3/1, 4/1, 6/7, 1/0, 4/4, 0/0, 4/6, 4/6, 4/6, 5/7, 5/3, 3/2, 0/0, 80/82
Gb major (6b), 5/8, 5/10, 5/8, 6/10, 4/9, 2/1, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/2, 1/0, 2/2, 2/2, 7/10, 2/4, 5/4, 7/5, 2/2, 5/3, 0/0, 5/8, 5/10, 5/8, 7/12, 5/4, 4/5, 1/0, 98/127
F# major (6#), 3/0, 3/0, 3/0, 4/1, 3/2, 2/4, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 4/3, 1/2, 3/2, 5/3, 1/0, 4/2, 0/0, 3/0, 3/0, 3/0, 4/1, 3/1, 3/1, 1/0, 64/22
Eb minor (6b), 3/2, 3/4, 3/2, 4/4, 3/1, 2/1, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 1/1, 1/0, 1/0, 2/2, 1/0, 2/0, 5/1, 1/1, 4/1, 0/0, 3/2, 3/4, 3/2, 4/4, 3/0, 3/3, 1/0, 62/36
D# minor (6#), 5/6, 5/6, 5/6, 6/7, 4/10, 2/1, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/2, 1/0, 2/2, 2/2, 4/4, 2/1, 4/2, 7/5, 2/2, 5/5, 0/0, 5/6, 5/6, 5/6, 7/8, 5/5, 4/2, 1/0, 95/94
Cb major (7b), 4/6, 4/6, 4/6, 5/7, 6/11, 2/9, 2/2, 2/2, 2/2, 2/2, 1/0, 1/0, 0/0, 0/0, 0/0, 2/2, 0/0, 2/2, 2/2, 7/10, 3/4, 5/4, 7/9, 2/2, 5/5, 0/0, 4/6, 4/6, 4/6, 6/8, 7/6, 4/7, 0/0, 99/132
C# major (7#), 4/4, 4/4, 4/4, 5/5, 2/2, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 5/7, 2/4, 4/3, 5/5, 1/0, 3/4, 0/0, 4/4, 4/4, 4/4, 5/4, 2/1, 2/1, 1/0, 66/61
Ab minor (7b), 2/1, 2/1, 2/1, 3/2, 4/1, 1/1, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 2/2, 0/0, 2/2, 2/2, 6/8, 2/0, 4/2, 4/2, 2/2, 3/2, 0/0, 2/3, 2/4, 2/2, 4/6, 5/2, 2/3, 0/1, 64/50
A# minor (7#), 6/10, 6/14, 6/10, 6/15, 4/11, 2/3, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/2, 2/2, 2/2, 2/2, 4/4, 2/1, 4/2, 6/7, 2/2, 4/4, 0/0, 6/10, 6/14, 6/10, 8/16, 4/5, 4/8, 2/2, 97/156
