 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, rowcost
C major (0), 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 4, 2,  , 1, 3, 7, 4, 3, 1, 0, 0, 1, 1, 0, 3, 4, 3, 3, 2, 1, 2, 0, 72
A minor (0), 1, 2, 1, 3, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 1, 3, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 6, 2,  , 1, 4, 7, 4, 3, 1, 0, 0, 1, 2, 0, 3, 1, 3, 3, 2, 1, 1, 0, 74
A minor mel (0), 1, 2, 1, 3, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 1, 3, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 6, 2,  , 1, 4, 7, 4, 3, 1, 0, 0, 1, 2, 0, 3, 1, 3, 3, 2, 1, 1, 0, 74
C major blues (0), 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 4, 2,  , 1, 3, 7, 4, 3, 1, 0, 0, 1, 1, 0, 3, 4, 3, 3, 2, 1, 2, 0, 72
A minor blues (0), 1, 2, 1, 3, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 1, 3, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 6, 2,  , 1, 4, 7, 4, 3, 1, 0, 0, 1, 2, 0, 3, 1, 3, 3, 2, 1, 1, 0, 74
C dorian (0), 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 4, 2,  , 1, 3, 7, 4, 3, 1, 0, 0, 1, 1, 0, 3, 4, 3, 3, 2, 1, 2, 0, 72
C phrygian (0), 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 4, 2,  , 1, 3, 7, 4, 3, 1, 0, 0, 1, 1, 0, 3, 4, 3, 3, 2, 1, 2, 0, 72
C lydian (0), 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 4, 2,  , 1, 3, 7, 4, 3, 1, 0, 0, 1, 1, 0, 3, 4, 3, 3, 2, 1, 2, 0, 72
C mixolydian (0), 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 4, 2,  , 1, 3, 7, 4, 3, 1, 0, 0, 1, 1, 0, 3, 4, 3, 3, 2, 1, 2, 0, 72
C aeolian (0), 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 4, 2,  , 1, 3, 7, 4, 3, 1, 0, 0, 1, 1, 0, 3, 4, 3, 3, 2, 1, 2, 0, 72
C locrian (0), 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 4, 2,  , 1, 3, 7, 4, 3, 1, 0, 0, 1, 1, 0, 3, 4, 3, 3, 2, 1, 2, 0, 72
F major (1b), 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 3, 1,  , 0, 3, 6, 3, 2, 0, 0, 0, 2, 1, 0, 4, 4, 4, 2, 1, 1, 2, 0, 50
G major (1#), 1, 2, 2, 3, 2, 3, 0, 1, 2, 1, 1, 1, 1, 2, 2, 3, 2, 3, 0, 1, 2, 1, 1, 1, 2, 3, 1, 5, 3,  , 2, 2, 6, 6, 4, 1, 1, 1, 2, 1, 1, 4, 5, 2, 2, 2, 1, 2, 0, 97
D minor (1b), 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 4, 1,  , 0, 2, 6, 4, 2, 0, 0, 0, 2, 1, 0, 4, 1, 4, 2, 1, 1, 1, 0, 47
E minor (1#), 1, 3, 2, 5, 2, 5, 0, 3, 2, 1, 1, 1, 1, 3, 2, 5, 2, 5, 0, 3, 2, 1, 1, 1, 2, 5, 1, 5, 3,  , 4, 4, 6, 8, 5, 2, 1, 1, 2, 2, 1, 4, 2, 2, 2, 2, 1, 1, 0, 118
D minor mel (1b), 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 4, 2,  , 1, 3, 7, 4, 3, 1, 0, 0, 1, 1, 0, 3, 4, 3, 3, 2, 1, 2, 0, 72
E minor mel (1#), 1, 2, 1, 3, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 1, 3, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 6, 2,  , 1, 4, 7, 4, 3, 1, 0, 0, 1, 2, 0, 3, 1, 3, 3, 2, 1, 1, 0, 74
F major blues (1b), 1, 2, 1, 3, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 1, 3, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 6, 2,  , 1, 4, 7, 4, 3, 1, 0, 0, 1, 2, 0, 3, 1, 3, 3, 2, 1, 1, 0, 74
G major blues (1#), 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 4, 2,  , 1, 3, 7, 4, 3, 1, 0, 0, 1, 1, 0, 3, 4, 3, 3, 2, 1, 2, 0, 72
