 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, rowcost
C major (0), 0/0, 2/1, 2/1, 0/0, 1/0, 2/4, 3/2, 0/0, 2/2, 3/3, 2/2, 0/0, 2/1, 2/2, 3/2, 1/0, 0/0, 1/1, 6/4, 0/0, 1/0, 7/5, 4/5, 3/1, 2/2, 2/2, 2/1, 0/0, 1/0, 2/4, 5/3, 0/0, 0/0, 61/48
A minor (0), 0/0, 2/2, 2/0, 0/0, 1/0, 2/2, 3/2, 0/0, 3/2, 3/2, 2/1, 0/0, 2/1, 4/2, 3/2, 1/2, 0/0, 1/0, 6/4, 0/0, 1/1, 7/4, 3/0, 5/6, 3/4, 2/2, 2/0, 0/0, 1/0, 2/2, 3/2, 0/0, 0/0, 64/43
F major (1b), 0/0, 1/1, 1/1, 0/0, 0/0, 3/4, 2/2, 1/0, 3/2, 2/1, 2/2, 0/0, 1/1, 1/2, 2/2, 0/0, 0/0, 2/1, 4/3, 0/0, 0/0, 5/2, 4/1, 3/2, 2/2, 1/1, 1/1, 0/0, 0/0, 3/4, 4/3, 0/0, 0/0, 48/38
G major (1#), 0/0, 3/2, 2/1, 1/0, 2/2, 3/4, 2/1, 0/0, 2/1, 4/1, 3/1, 1/0, 3/3, 3/2, 2/0, 2/1, 1/0, 1/1, 5/3, 0/0, 1/0, 7/5, 3/5, 5/1, 4/2, 3/2, 2/1, 1/0, 2/2, 3/4, 5/3, 1/0, 1/0, 78/48
D minor (1b), 0/0, 1/2, 1/0, 0/0, 0/0, 3/2, 2/1, 1/0, 3/1, 2/1, 2/1, 0/0, 1/1, 3/2, 2/2, 0/0, 0/0, 2/1, 5/3, 0/0, 0/0, 7/5, 4/5, 4/2, 3/3, 1/1, 1/0, 0/0, 0/0, 3/2, 2/2, 0/0, 0/0, 53/37
E minor (1#), 0/0, 4/2, 3/1, 1/0, 4/2, 3/2, 2/2, 0/0, 2/1, 5/2, 3/1, 1/0, 4/2, 5/5, 3/2, 5/2, 1/0, 1/0, 4/4, 0/0, 1/0, 6/4, 2/0, 6/6, 4/4, 4/2, 3/1, 1/0, 4/2, 3/2, 5/2, 1/0, 1/0, 92/51
Bb major (2b), 0/0, 2/1, 1/1, 0/0, 0/0, 2/1, 2/2, 2/1, 4/2, 2/1, 1/1, 0/0, 0/0, 1/0, 1/1, 0/0, 0/0, 1/1, 3/2, 0/0, 0/0, 4/2, 3/1, 2/1, 3/2, 2/2, 1/1, 0/0, 0/0, 2/1, 4/2, 0/0, 0/0, 43/26
D major (2#), 1/0, 4/2, 1/0, 1/0, 2/0, 3/2, 3/1, 0/0, 1/1, 4/1, 2/1, 1/0, 3/1, 5/2, 2/2, 3/2, 1/0, 2/1, 6/3, 0/0, 1/0, 6/4, 3/5, 6/3, 3/2, 4/1, 1/0, 1/0, 2/0, 3/2, 5/2, 1/0, 1/0, 82/38
G minor (2b), 0/0, 2/2, 1/0, 0/0, 0/0, 3/4, 2/1, 2/0, 4/1, 2/2, 1/1, 0/0, 0/1, 1/2, 1/1, 0/0, 0/0, 1/1, 4/3, 0/0, 0/0, 6/5, 3/2, 3/2, 4/2, 2/2, 1/0, 0/0, 0/0, 3/4, 3/3, 0/0, 0/0, 49/39
B minor (2#), 1/0, 4/3, 2/1, 1/1, 4/3, 3/3, 3/2, 0/0, 1/1, 5/3, 2/2, 1/1, 4/5, 5/5, 3/3, 6/5, 1/1, 2/0, 5/4, 0/0, 1/0, 6/5, 2/0, 7/6, 4/3, 4/3, 2/1, 1/1, 4/3, 3/3, 6/3, 1/3, 1/2, 95/76
Eb major (3b), 0/0, 4/2, 2/1, 1/0, 1/0, 1/1, 3/2, 3/3, 4/4, 3/1, 1/1, 1/0, 1/0, 0/0, 2/2, 1/0, 0/0, 1/1, 2/2, 1/0, 0/0, 5/2, 2/1, 1/1, 2/2, 4/2, 2/1, 1/0, 1/0, 1/1, 3/2, 1/0, 0/0, 55/32
A major (3#), 1/0, 4/2, 2/0, 2/0, 3/0, 2/2, 4/1, 0/0, 2/1, 3/3, 3/1, 2/0, 4/1, 4/2, 3/2, 4/2, 1/0, 3/0, 7/4, 1/0, 1/1, 4/4, 1/0, 6/6, 4/4, 4/2, 2/0, 2/0, 3/0, 2/2, 4/2, 1/0, 1/0, 90/42
C minor (3b), 0/0, 3/2, 2/1, 1/0, 1/2, 2/2, 3/1, 3/0, 3/2, 3/2, 1/1, 1/0, 1/1, 0/0, 2/0, 1/1, 0/0, 1/0, 3/2, 1/0, 0/0, 6/4, 2/2, 1/1, 2/2, 3/2, 2/1, 1/1, 1/1, 2/2, 3/2, 1/0, 0/0, 56/35
F# minor (3#), 1/0, 4/2, 3/1, 2/1, 5/2, 2/2, 5/2, 0/0, 2/1, 4/2, 3/2, 2/1, 5/3, 4/1, 4/2, 7/7, 1/0, 4/2, 7/5, 1/0, 1/0, 5/5, 1/0, 4/2, 5/3, 4/3, 3/1, 2/1, 5/2, 2/2, 4/2, 1/0, 1/0, 104/57
Ab major (4b), 0/0, 8/8, 4/3, 2/2, 3/2, 1/1, 5/4, 5/7, 3/3, 5/6, 0/0, 2/2, 2/2, 0/0, 3/3, 5/6, 1/0, 1/1, 2/2, 2/4, 0/0, 5/4, 2/1, 2/1, 3/2, 5/4, 4/3, 2/2, 3/2, 1/1, 3/3, 3/4, 0/0, 87/83
