 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, rowcost
C major (0), 0, 2, 2, 0, 1, 2, 3, 0, 2, 3, 2, 0, 2, 2, 3, 1, 0, 1, 6, 0, 1, 7, 4, 3, 2, 2, 2, 0, 1, 2, 5, 0, 0, 61
A minor (0), 0, 2, 3, 1, 2, 1, 4, 0, 4, 2, 3, 1, 3, 3, 4, 2, 0, 2, 7, 1, 1, 6, 2, 4, 4, 2, 3, 1, 2, 1, 2, 0, 0, 73
F major (1b), 0, 1, 1, 0, 0, 3, 2, 1, 3, 2, 2, 0, 1, 1, 2, 0, 0, 2, 4, 0, 0, 5, 4, 3, 2, 1, 1, 0, 0, 3, 4, 0, 0, 48
G major (1#), 0, 3, 2, 1, 2, 3, 2, 0, 2, 4, 3, 1, 3, 3, 2, 2, 1, 1, 5, 0, 1, 7, 3, 5, 4, 3, 2, 1, 2, 3, 5, 1, 1, 78
D minor (1b), 1, 2, 0, 0, 0, 3, 3, 1, 2, 2, 1, 0, 1, 3, 2, 1, 0, 3, 6, 0, 0, 6, 4, 5, 2, 2, 0, 0, 0, 3, 3, 0, 0, 56
E minor (1#), 0, 4, 4, 1, 4, 3, 3, 1, 2, 5, 2, 1, 3, 5, 2, 5, 2, 0, 3, 0, 1, 5, 1, 5, 5, 4, 4, 1, 4, 3, 6, 2, 1, 92
Bb major (2b), 0, 2, 1, 0, 0, 2, 2, 2, 4, 2, 1, 0, 0, 1, 1, 0, 0, 1, 3, 0, 0, 4, 3, 2, 3, 2, 1, 0, 0, 2, 4, 0, 0, 43
D major (2#), 1, 4, 1, 1, 2, 3, 3, 0, 1, 4, 2, 1, 3, 5, 2, 3, 1, 2, 6, 0, 1, 6, 3, 6, 3, 4, 1, 1, 2, 3, 5, 1, 1, 82
G minor (2b), 0, 3, 1, 1, 1, 4, 1, 2, 3, 3, 2, 1, 1, 2, 0, 1, 1, 1, 3, 0, 0, 5, 2, 4, 5, 3, 1, 1, 1, 4, 4, 1, 1, 63
B minor (2#), 1, 5, 1, 2, 3, 2, 2, 1, 1, 6, 2, 2, 3, 4, 2, 5, 1, 2, 4, 1, 0, 7, 2, 7, 4, 3, 1, 2, 3, 2, 5, 2, 1, 89
Eb major (3b), 0, 4, 2, 1, 1, 1, 3, 3, 4, 3, 1, 1, 1, 0, 2, 1, 0, 1, 2, 1, 0, 5, 2, 1, 2, 4, 2, 1, 1, 1, 3, 1, 0, 55
A major (3#), 1, 4, 2, 2, 3, 2, 4, 0, 2, 3, 3, 2, 4, 4, 3, 4, 1, 3, 7, 1, 1, 4, 1, 6, 4, 4, 2, 2, 3, 2, 4, 1, 1, 90
C minor (3b), 0, 4, 3, 1, 2, 1, 4, 2, 3, 4, 1, 1, 2, 1, 3, 2, 0, 0, 4, 1, 1, 7, 2, 1, 2, 4, 3, 1, 2, 1, 4, 1, 0, 68
