 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, rowcost
C major (0),  ,  ,  ,  , 0, 2, 0, 0, 1, 4, 1, 0, 1, 1, 1, 0, 1, 0,  ,  , 0, 1, 1, 1, 1, 3, 1, 0, 1, 1, 0, 0, 2, 1,  ,  , 1, 2, 2, 1, 1, 4, 1, 0, 1, 1, 0, 1, 0, 0, 40
A minor (0),  ,  ,  ,  , 0, 3, 1, 1, 1, 5, 1, 0, 1, 2, 1, 0, 2, 0,  ,  , 0, 1, 1, 1, 2, 3, 1, 0, 1, 2, 1, 1, 1, 0,  ,  , 1, 1, 1, 1, 1, 4, 1, 0, 1, 2, 0, 2, 1, 1, 50
F major (1b),  ,  ,  ,  , 0, 1, 0, 0, 1, 3, 1, 0, 0, 0, 1, 0, 1, 0,  ,  , 0, 2, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 2, 1,  ,  , 1, 3, 2, 1, 1, 3, 1, 0, 0, 0, 0, 1, 1, 0, 31
G major (1#),  ,  ,  ,  , 0, 2, 0, 0, 1, 4, 0, 1, 1, 1, 0, 0, 1, 0,  ,  , 0, 1, 1, 1, 2, 2, 0, 1, 1, 1, 1, 1, 2, 1,  ,  , 1, 2, 1, 0, 1, 3, 0, 1, 1, 1, 1, 1, 0, 0, 39
D minor (1b),  ,  ,  ,  , 0, 2, 0, 0, 0, 4, 1, 0, 0, 1, 1, 0, 2, 1,  ,  , 0, 3, 0, 0, 1, 4, 1, 0, 0, 1, 0, 0, 2, 1,  ,  , 0, 2, 2, 1, 0, 3, 1, 0, 0, 1, 0, 1, 2, 0, 38
E minor (1#),  ,  ,  ,  , 1, 5, 0, 0, 1, 5, 0, 1, 1, 2, 1, 1, 1, 0,  ,  , 1, 2, 1, 1, 2, 3, 0, 1, 1, 2, 2, 1, 1, 1,  ,  , 1, 3, 1, 0, 1, 4, 0, 1, 1, 2, 2, 1, 0, 0, 55
Bb major (2b),  ,  ,  ,  , 0, 0, 0, 0, 1, 3, 1, 0, 0, 1, 2, 0, 0, 0,  ,  , 0, 2, 0, 0, 1, 2, 1, 0, 0, 0, 1, 0, 1, 1,  ,  , 1, 3, 2, 1, 1, 3, 1, 0, 0, 1, 1, 0, 3, 0, 34
D major (2#),  ,  ,  ,  , 0, 3, 0, 0, 0, 4, 0, 1, 1, 2, 0, 0, 2, 1,  ,  , 0, 2, 1, 1, 1, 4, 0, 1, 1, 2, 1, 1, 2, 1,  ,  , 0, 1, 1, 0, 0, 3, 0, 1, 1, 2, 1, 1, 1, 0, 44
G minor (2b),  ,  ,  ,  , 0, 0, 0, 0, 1, 3, 0, 1, 0, 1, 1, 0, 0, 0,  ,  , 0, 3, 0, 0, 2, 1, 0, 1, 0, 0, 2, 1, 1, 1,  ,  , 1, 3, 1, 0, 1, 2, 0, 1, 0, 1, 2, 0, 1, 0, 32
B minor (2#),  ,  ,  ,  , 0, 4, 1, 0, 0, 3, 0, 1, 0, 1, 0, 0, 3, 1,  ,  , 0, 1, 0, 0, 1, 3, 0, 1, 0, 1, 2, 1, 2, 1,  ,  , 0, 2, 1, 0, 0, 2, 0, 1, 0, 1, 2, 2, 1, 0, 39
Eb major (3b),  ,  ,  ,  , 0, 1, 1, 0, 1, 2, 1, 0, 0, 1, 2, 0, 0, 0,  ,  , 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0,  ,  , 1, 4, 1, 1, 1, 2, 1, 0, 0, 1, 1, 0, 3, 0, 31
A major (3#),  ,  ,  ,  , 0, 4, 1, 1, 0, 3, 0, 1, 1, 3, 0, 0, 3, 1,  ,  , 0, 2, 1, 1, 1, 3, 0, 1, 1, 3, 2, 2, 1, 0,  ,  , 0, 0, 0, 0, 0, 2, 0, 1, 1, 3, 1, 2, 2, 1, 49
C minor (3b),  ,  ,  ,  , 0, 2, 1, 0, 1, 3, 1, 0, 1, 2, 2, 0, 0, 0,  ,  , 0, 2, 1, 1, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0,  ,  , 1, 3, 1, 1, 1, 3, 1, 0, 1, 2, 1, 0, 0, 0, 39
F# minor (3#),  ,  ,  ,  , 0, 5, 1, 1, 0, 3, 0, 0, 1, 4, 1, 0, 3, 1,  ,  , 0, 4, 1, 1, 1, 3, 0, 0, 1, 3, 2, 1, 1, 0,  ,  , 0, 0, 0, 0, 0, 2, 0, 0, 1, 4, 1, 2, 3, 1, 52
Ab major (4b),  ,  ,  ,  , 1, 3, 2, 0, 0, 1, 1, 0, 0, 2, 3, 1, 1, 0,  ,  , 1, 3, 0, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 0,  ,  , 0, 5, 1, 1, 0, 1, 1, 0, 0, 2, 2, 1, 3, 0, 41
E major (4#),  ,  ,  ,  , 1, 6, 1, 1, 0, 3, 0, 1, 1, 4, 1, 1, 2, 1,  ,  , 1, 3, 1, 1, 1, 3, 0, 1, 1, 4, 3, 2, 0, 0,  ,  , 0, 1, 0, 0, 0, 2, 0, 1, 1, 4, 2, 1, 2, 1, 59
F minor (4b),  ,  ,  ,  , 1, 3, 1, 0, 0, 1, 1, 0, 0, 1, 2, 1, 2, 0,  ,  , 1, 3, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0,  ,  , 0, 5, 1, 1, 0, 1, 1, 0, 0, 1, 1, 2, 1, 0, 36
C# minor (4#),  ,  ,  ,  , 1, 5, 2, 2, 0, 4, 0, 1, 1, 4, 1, 1, 1, 0,  ,  , 1, 3, 1, 1, 0, 4, 0, 1, 1, 4, 5, 3, 0, 0,  ,  , 0, 2, 0, 0, 0, 4, 0, 1, 1, 4, 3, 1, 5, 2, 70
Db major (5b),  ,  ,  ,  , 2, 7, 3, 1, 0, 2, 0, 0, 0, 4, 3, 2, 2, 0,  ,  , 2, 4, 0, 0, 0, 2, 0, 0, 0, 3, 4, 1, 0, 0,  ,  , 0, 5, 0, 0, 0, 2, 0, 0, 0, 4, 3, 2, 4, 1, 63
B major (5#),  ,  ,  ,  , 1, 5, 2, 1, 0, 2, 0, 1, 0, 3, 1, 1, 2, 1,  ,  , 1, 2, 0, 0, 1, 2, 0, 1, 0, 3, 4, 2, 0, 0,  ,  , 0, 2, 0, 0, 0, 1, 0, 1, 0, 3, 3, 1, 2, 1, 50
Bb minor (5b),  ,  ,  ,  , 1, 1, 1, 1, 0, 3, 0, 0, 0, 3, 2, 1, 1, 0,  ,  , 1, 3, 0, 0, 0, 3, 0, 0, 0, 2, 3, 1, 1, 1,  ,  , 0, 4, 1, 0, 0, 3, 0, 0, 0, 3, 2, 1, 4, 1, 48
G# minor (5#),  ,  ,  ,  , 2, 4, 1, 0, 0, 2, 1, 1, 0, 3, 3, 2, 3, 1,  ,  , 2, 4, 0, 0, 1, 2, 1, 1, 0, 3, 4, 1, 0, 0,  ,  , 0, 4, 1, 1, 0, 1, 1, 1, 0, 3, 4, 2, 2, 0, 62
Gb major (6b),  ,  ,  ,  , 2, 8, 4, 2, 0, 3, 0, 0, 0, 6, 3, 2, 3, 1,  ,  , 2, 5, 0, 0, 1, 3, 0, 0, 0, 5, 5, 2, 0, 0,  ,  , 0, 4, 0, 0, 0, 2, 0, 0, 0, 6, 3, 2, 4, 2, 80
F# major (6#),  ,  ,  ,  , 1, 5, 2, 1, 0, 2, 0, 0, 0, 4, 2, 1, 2, 1,  ,  , 1, 4, 0, 0, 1, 2, 0, 0, 0, 3, 3, 1, 0, 0,  ,  , 0, 2, 0, 0, 0, 1, 0, 0, 0, 4, 2, 1, 3, 1, 50
Eb minor (6b),  ,  ,  ,  , 0, 2, 2, 1, 1, 4, 0, 0, 0, 3, 1, 0, 1, 1,  ,  , 0, 3, 0, 0, 2, 3, 0, 0, 0, 2, 2, 1, 0, 0,  ,  , 1, 3, 0, 0, 1, 3, 0, 0, 0, 3, 1, 0, 3, 1, 45
D# minor (6#),  ,  ,  ,  , 0, 3, 4, 2, 1, 5, 0, 0, 0, 4, 1, 0, 1, 1,  ,  , 0, 3, 0, 0, 2, 4, 0, 0, 0, 3, 3, 2, 0, 0,  ,  , 1, 4, 0, 0, 1, 4, 0, 0, 0, 4, 1, 0, 4, 2, 60
Cb major (7b),  ,  ,  ,  , 2, 9, 4, 2, 0, 4, 0, 1, 0, 6, 2, 2, 4, 2,  ,  , 2, 4, 0, 0, 2, 4, 0, 1, 0, 6, 6, 3, 0, 0,  ,  , 0, 4, 0, 0, 0, 2, 0, 1, 0, 6, 4, 2, 4, 2, 91
C# major (7#),  ,  ,  ,  , 1, 4, 3, 2, 0, 3, 0, 0, 0, 4, 2, 1, 1, 0,  ,  , 1, 3, 0, 0, 0, 3, 0, 0, 0, 3, 4, 2, 0, 0,  ,  , 0, 3, 0, 0, 0, 3, 0, 0, 0, 4, 2, 1, 5, 2, 57
Ab minor (7b),  ,  ,  ,  , 1, 4, 2, 0, 0, 2, 1, 1, 0, 2, 2, 1, 2, 1,  ,  , 1, 3, 0, 0, 1, 2, 1, 1, 0, 2, 3, 1, 0, 0,  ,  , 0, 4, 1, 1, 0, 1, 1, 1, 0, 2, 3, 1, 2, 0, 51
A# minor (7#),  ,  ,  ,  , 2, 2, 2, 2, 0, 4, 0, 0, 0, 6, 4, 2, 2, 0,  ,  , 2, 5, 0, 0, 0, 4, 0, 0, 0, 4, 6, 2, 1, 1,  ,  , 0, 5, 1, 0, 0, 4, 0, 0, 0, 6, 4, 2, 5, 2, 80
