 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C major (0), 1, 1, 2, 1, 1, 1, 1, 4, 3, 2, 2, 1, 0, 1, 2, 4, 3, 2, 2, 3, 2, 1, 2, 1, 1, 44
A minor (0), 4, 1, 2, 1, 2, 2, 1, 1, 3, 2, 4, 1, 0, 2, 3, 4, 2, 2, 1, 4, 3, 2, 3, 2, 1, 53
A minor mel (0), 4, 1, 2, 1, 2, 2, 1, 0, 4, 3, 5, 1, 1, 2, 4, 3, 1, 3, 2, 5, 2, 3, 2, 3, 1, 58
C major blues (0), 1, 1, 3, 1, 1, 1, 1, 5, 4, 3, 3, 1, 2, 2, 3, 5, 4, 5, 3, 4, 2, 3, 2, 3, 1, 64
A minor blues (0), 4, 1, 3, 1, 1, 1, 1, 3, 5, 4, 4, 1, 2, 3, 4, 5, 4, 6, 3, 6, 2, 3, 2, 3, 1, 73
C dorian (0), 1, 1, 2, 1, 1, 1, 1, 3, 4, 3, 3, 1, 1, 1, 3, 3, 2, 3, 3, 4, 1, 2, 1, 2, 1, 49
C phrygian (0), 1, 1, 3, 0, 1, 1, 1, 5, 3, 1, 1, 0, 0, 2, 2, 3, 3, 3, 1, 2, 2, 1, 2, 1, 1, 41
C lydian (0), 1, 1, 2, 1, 1, 1, 1, 3, 4, 3, 3, 1, 1, 1, 3, 3, 2, 3, 3, 4, 1, 2, 1, 2, 1, 49
C mixolydian (0), 1, 1, 3, 0, 1, 1, 1, 5, 3, 1, 1, 0, 0, 2, 2, 3, 3, 3, 1, 2, 2, 1, 2, 1, 1, 41
C aeolian (0), 1, 1, 2, 1, 1, 1, 1, 4, 3, 2, 2, 1, 0, 1, 2, 4, 3, 2, 2, 3, 2, 1, 2, 1, 1, 44
C locrian (0), 0, 1, 2, 0, 1, 1, 0, 5, 2, 1, 0, 0, 1, 1, 1, 4, 4, 4, 1, 1, 1, 2, 1, 2, 0, 36
F major (1b), 1, 1, 3, 0, 1, 1, 1, 5, 3, 1, 1, 0, 0, 2, 2, 3, 2, 3, 1, 2, 2, 3, 2, 3, 1, 44
G major (1#), 1, 1, 2, 1, 1, 1, 1, 3, 5, 3, 3, 1, 1, 1, 4, 3, 2, 4, 3, 4, 1, 2, 1, 2, 1, 52
D minor (1b), 1, 0, 4, 0, 1, 1, 2, 4, 5, 2, 1, 1, 1, 3, 4, 2, 3, 5, 1, 4, 3, 1, 3, 1, 1, 54
E minor (1#), 3, 1, 1, 1, 1, 1, 0, 1, 4, 4, 5, 2, 2, 3, 3, 2, 2, 4, 3, 5, 0, 2, 0, 2, 0, 52
D minor mel (1b), 1, 0, 3, 1, 1, 1, 2, 3, 5, 3, 2, 2, 1, 2, 4, 3, 3, 4, 2, 5, 3, 1, 3, 1, 1, 57
E minor mel (1#), 3, 0, 2, 1, 1, 1, 1, 2, 5, 4, 5, 3, 3, 4, 4, 1, 2, 5, 3, 5, 1, 2, 1, 2, 0, 61
F major blues (1b), 1, 1, 3, 1, 1, 1, 1, 5, 3, 2, 2, 1, 2, 2, 3, 5, 3, 4, 2, 3, 2, 4, 2, 4, 1, 59
G major blues (1#), 1, 1, 4, 1, 1, 1, 2, 6, 6, 3, 3, 2, 2, 3, 5, 4, 3, 6, 3, 4, 3, 2, 3, 2, 1, 72
D minor blues (1b), 1, 1, 3, 1, 1, 1, 1, 4, 4, 3, 2, 1, 2, 2, 4, 5, 4, 5, 2, 5, 2, 2, 2, 2, 1, 61
E minor blues (1#), 4, 1, 4, 1, 1, 1, 2, 4, 6, 4, 4, 2, 2, 4, 5, 4, 3, 6, 3, 6, 3, 2, 3, 2, 1, 78
F dorian (1b), 1, 1, 2, 1, 1, 1, 1, 4, 3, 2, 2, 1, 0, 1, 2, 4, 2, 2, 2, 3, 2, 3, 2, 3, 1, 47
G dorian (1#), 1, 0, 3, 1, 1, 1, 2, 4, 6, 3, 3, 2, 2, 2, 5, 2, 2, 5, 3, 4, 2, 2, 2, 2, 1, 61
F phrygian (1b), 0, 1, 2, 0, 1, 1, 0, 5, 2, 1, 0, 0, 1, 1, 1, 4, 3, 4, 1, 1, 1, 4, 1, 4, 0, 39
G phrygian (1#), 1, 1, 2, 1, 1, 1, 1, 4, 4, 2, 2, 1, 0, 1, 3, 4, 3, 3, 2, 3, 2, 1, 2, 1, 1, 47
