 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 2, 1, 1, 0, 0, 1, 1, 0, 18
A minor (0), 2, 1, 2, 0, 2, 0, 1, 1, 2, 1, 1, 2, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 26
A minor mel (0), 2, 1, 3, 0, 3, 0, 0, 1, 2, 1, 1, 1, 0, 1, 1, 1, 0, 2, 0, 1, 1, 1, 0, 1, 1, 1, 1, 27
C major blues (0), 1, 1, 2, 0, 2, 0, 2, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 2, 0, 2, 1, 1, 0, 0, 1, 1, 0, 22
A minor blues (0), 1, 1, 2, 0, 2, 0, 2, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 2, 0, 1, 1, 1, 0, 0, 1, 1, 0, 21
C dorian (0), 1, 1, 2, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 2, 0, 2, 1, 1, 0, 0, 1, 1, 0, 19
C phrygian (0), 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 10
C lydian (0), 1, 1, 2, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 2, 0, 2, 1, 1, 0, 0, 1, 1, 0, 19
C mixolydian (0), 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 10
C aeolian (0), 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 2, 1, 1, 0, 0, 1, 1, 0, 18
C locrian (0), 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 5
F major (1b), 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 11
G major (1#), 1, 1, 2, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 1, 1, 0, 0, 1, 1, 0, 18
D minor (1b), 0, 1, 1, 0, 1, 1, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 2, 1, 0, 0, 1, 0, 0, 15
E minor (1#), 1, 0, 1, 1, 3, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 3, 0, 1, 1, 2, 0, 0, 1, 1, 1, 2, 0, 24
D minor mel (1b), 1, 1, 1, 0, 1, 1, 2, 1, 1, 2, 0, 1, 0, 0, 1, 1, 1, 2, 0, 0, 2, 1, 0, 0, 2, 1, 0, 23
E minor mel (1#), 1, 0, 1, 1, 3, 1, 2, 1, 1, 2, 0, 0, 1, 0, 1, 3, 1, 2, 1, 1, 1, 0, 1, 1, 2, 2, 0, 30
F major blues (1b), 2, 1, 2, 0, 1, 0, 2, 1, 2, 2, 0, 2, 1, 1, 1, 2, 0, 1, 0, 2, 1, 2, 0, 0, 1, 2, 0, 29
G major blues (1#), 1, 1, 2, 0, 2, 1, 2, 1, 1, 2, 0, 1, 0, 0, 1, 1, 1, 3, 0, 1, 2, 1, 0, 0, 2, 1, 0, 27
D minor blues (1b), 2, 1, 2, 0, 1, 0, 2, 1, 2, 2, 0, 1, 1, 1, 1, 2, 0, 1, 0, 1, 1, 2, 0, 0, 1, 2, 0, 27
E minor blues (1#), 1, 1, 2, 0, 2, 1, 2, 1, 1, 2, 0, 1, 0, 0, 1, 3, 1, 3, 0, 1, 2, 1, 0, 0, 2, 1, 0, 29
F dorian (1b), 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 2, 0, 0, 1, 1, 0, 1, 0, 2, 1, 1, 0, 0, 1, 1, 0, 19
G dorian (1#), 1, 1, 2, 0, 2, 1, 1, 1, 1, 2, 0, 0, 0, 0, 1, 1, 1, 3, 0, 0, 2, 1, 0, 0, 2, 1, 0, 24
F phrygian (1b), 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 6
G phrygian (1#), 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 17
F lydian (1b), 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 2, 0, 0, 1, 1, 0, 1, 0, 2, 1, 1, 0, 0, 1, 1, 0, 19
G lydian (1#), 1, 1, 2, 0, 2, 1, 1, 1, 1, 2, 0, 0, 0, 0, 1, 1, 1, 3, 0, 0, 2, 1, 0, 0, 2, 1, 0, 24
F mixolydian (1b), 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 6
G mixolydian (1#), 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 17
F aeolian (1b), 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 11
G aeolian (1#), 1, 1, 2, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 1, 1, 0, 0, 1, 1, 0, 18
F locrian (1b), 1, 0, 1, 0, 0, 0, 2, 0, 1, 1, 0, 2, 1, 1, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 15
G locrian (1#), 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 9
Bb major (2b), 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 6
