 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/1, 1/1, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 6/3
A minor (0), 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 6/3
F major (1b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 1/2, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 4/4
G major (1#), 0/0, 0/0, 0/0, 1/0, 0/0, 1/1, 0/0, 1/1, 2/1, 1/0, 1/0, 1/1, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/1, 1/0, 15/5
D minor (1b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/2, 0/0, 1/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 4/3
E minor (1#), 0/0, 0/0, 0/0, 1/0, 0/0, 2/1, 0/0, 1/0, 3/1, 1/0, 1/0, 1/0, 1/0, 1/1, 0/0, 1/1, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 1/0, 0/0, 2/1, 1/0, 18/6
Bb major (2b), 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 1/2, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 7/3
D major (2#), 1/0, 0/0, 0/0, 1/0, 1/0, 2/1, 1/0, 1/0, 2/0, 1/0, 0/0, 1/0, 1/0, 1/0, 1/1, 1/0, 1/1, 1/0, 1/1, 1/0, 0/0, 0/0, 1/0, 1/1, 1/0, 1/0, 23/5
G minor (2b), 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 1/0, 0/1, 0/0, 1/0, 0/0, 0/0, 0/0, 1/2, 0/0, 1/1, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 7/6
B minor (2#), 1/0, 0/0, 0/0, 1/1, 1/0, 3/3, 1/0, 1/0, 3/2, 1/1, 0/0, 1/1, 1/3, 1/1, 1/0, 1/1, 1/0, 1/0, 1/1, 1/0, 0/0, 0/0, 1/1, 1/0, 2/1, 1/1, 26/17
Eb major (3b), 1/0, 1/0, 1/0, 0/0, 2/1, 1/0, 0/0, 0/0, 1/0, 0/0, 1/1, 1/0, 0/0, 1/0, 2/2, 1/0, 1/1, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 2/1, 1/0, 0/0, 21/6
A major (3#), 1/0, 1/0, 1/0, 2/0, 1/0, 3/1, 1/0, 0/0, 2/1, 1/0, 0/0, 2/2, 1/0, 2/1, 1/0, 2/1, 1/0, 1/0, 2/1, 1/0, 1/0, 1/0, 2/0, 1/0, 1/1, 1/0, 33/8
C minor (3b), 1/0, 1/0, 1/0, 0/0, 2/0, 1/1, 0/0, 0/0, 1/1, 0/0, 1/1, 1/0, 0/0, 1/0, 2/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 2/0, 1/1, 0/0, 21/4
F# minor (3#), 1/0, 1/2, 1/1, 2/2, 1/1, 4/4, 1/1, 0/0, 3/2, 1/1, 0/0, 2/2, 1/0, 2/1, 2/1, 2/1, 1/1, 1/2, 2/1, 1/2, 1/0, 1/2, 2/1, 1/1, 2/1, 1/0, 37/30
Ab major (4b), 2/2, 2/2, 3/4, 0/0, 4/3, 2/2, 0/0, 1/0, 3/4, 0/0, 2/1, 3/2, 1/0, 3/2, 3/4, 3/2, 2/1, 2/6, 0/0, 2/2, 2/2, 3/4, 0/0, 4/3, 3/4, 0/0, 50/50
E major (4#), 1/0, 1/0, 2/0, 2/1, 2/2, 4/1, 1/0, 1/0, 4/1, 1/0, 1/0, 3/2, 2/0, 3/1, 1/0, 3/1, 2/0, 1/0, 2/1, 1/0, 1/0, 2/0, 2/1, 2/1, 3/1, 1/0, 49/13
F minor (4b), 1/0, 1/0, 2/0, 0/0, 3/0, 1/0, 0/0, 1/0, 2/0, 0/0, 2/1, 2/0, 1/0, 2/0, 2/2, 2/0, 2/0, 1/0, 0/0, 1/0, 1/0, 2/0, 0/0, 3/0, 2/0, 0/0, 34/3
C# minor (4#), 1/0, 2/4, 3/3, 3/5, 2/3, 5/5, 1/1, 1/0, 4/1, 1/0, 1/0, 4/4, 2/0, 4/2, 2/2, 4/2, 2/2, 1/0, 2/0, 1/0, 2/4, 3/4, 3/5, 2/2, 3/2, 1/0, 60/51
Db major (5b), 2/2, 3/2, 5/6, 1/0, 5/7, 3/2, 0/0, 2/8, 4/6, 0/0, 2/3, 5/4, 2/2, 5/4, 3/4, 5/4, 3/5, 2/6, 1/0, 2/2, 3/2, 5/8, 1/0, 5/5, 4/6, 0/0, 73/88
