 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 6
A minor (0), 0, 1, 1, 1, 0, 2, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 2, 0, 1, 1, 1, 0, 1, 0, 16
F major (1b), 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4
G major (1#), 0, 0, 0, 1, 0, 1, 0, 1, 2, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 15
D minor (1b), 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 12
E minor (1#), 0, 0, 1, 1, 1, 2, 0, 2, 4, 1, 2, 2, 2, 2, 0, 2, 1, 0, 1, 0, 0, 1, 1, 1, 3, 1, 31
Bb major (2b), 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 7
D major (2#), 1, 0, 0, 1, 1, 2, 1, 1, 2, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 23
G minor (2b), 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 16
B minor (2#), 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 0, 2, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 36
Eb major (3b), 1, 1, 1, 0, 2, 1, 0, 0, 1, 0, 1, 1, 0, 1, 2, 1, 1, 1, 0, 1, 1, 1, 0, 2, 1, 0, 21
A major (3#), 1, 1, 1, 2, 1, 3, 1, 0, 2, 1, 0, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 33
C minor (3b), 1, 1, 1, 0, 2, 2, 0, 0, 2, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 2, 2, 0, 23
F# minor (3#), 1, 1, 1, 1, 2, 4, 1, 0, 2, 0, 0, 1, 0, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 0, 31
Ab major (4b), 2, 2, 3, 0, 4, 2, 0, 1, 3, 0, 2, 3, 1, 3, 3, 3, 2, 2, 0, 2, 2, 3, 0, 4, 3, 0, 50
E major (4#), 1, 1, 2, 2, 2, 4, 1, 1, 4, 1, 1, 3, 2, 3, 1, 3, 2, 1, 2, 1, 1, 2, 2, 2, 3, 1, 49
F minor (4b), 1, 1, 2, 0, 2, 1, 0, 1, 2, 0, 2, 2, 1, 2, 2, 2, 1, 1, 0, 1, 1, 2, 0, 2, 2, 0, 31
C# minor (4#), 0, 2, 3, 3, 1, 4, 0, 1, 4, 1, 1, 4, 2, 4, 1, 4, 1, 0, 2, 0, 2, 3, 3, 1, 3, 1, 51
Db major (5b), 2, 3, 5, 1, 5, 3, 0, 2, 4, 0, 2, 5, 2, 5, 3, 5, 3, 2, 1, 2, 3, 5, 1, 5, 4, 0, 73
B major (5#), 2, 2, 3, 2, 3, 3, 1, 1, 3, 1, 1, 4, 2, 4, 2, 4, 2, 2, 2, 2, 2, 3, 2, 3, 2, 1, 59
Bb minor (5b), 0, 1, 2, 1, 2, 1, 0, 2, 1, 0, 2, 2, 1, 2, 1, 2, 2, 0, 2, 0, 1, 2, 1, 2, 1, 0, 31
G# minor (5#), 2, 1, 3, 1, 4, 2, 1, 2, 4, 1, 3, 4, 3, 4, 3, 4, 3, 2, 0, 2, 1, 3, 1, 4, 3, 1, 62
Gb major (6b), 3, 4, 6, 2, 6, 5, 1, 2, 4, 0, 2, 6, 2, 6, 4, 6, 4, 3, 3, 3, 4, 6, 2, 6, 4, 0, 94
F# major (6#), 2, 2, 3, 1, 4, 3, 1, 1, 2, 0, 1, 3, 1, 3, 3, 3, 3, 2, 2, 2, 2, 3, 1, 4, 2, 0, 54
Eb minor (6b), 2, 2, 2, 1, 3, 3, 1, 0, 1, 0, 1, 2, 0, 2, 3, 2, 2, 2, 1, 2, 2, 2, 1, 3, 1, 0, 41
D# minor (6#), 3, 4, 4, 2, 4, 5, 1, 0, 2, 0, 1, 4, 0, 4, 4, 4, 2, 3, 2, 3, 4, 4, 2, 4, 2, 0, 68
Cb major (7b), 4, 4, 6, 3, 6, 6, 2, 2, 5, 1, 2, 7, 3, 7, 4, 7, 4, 4, 3, 4, 4, 6, 3, 6, 4, 1, 108
C# major (7#), 1, 3, 4, 2, 3, 3, 0, 1, 2, 0, 1, 4, 1, 4, 2, 4, 2, 1, 2, 1, 3, 4, 2, 3, 2, 0, 55
Ab minor (7b), 3, 2, 3, 1, 4, 3, 1, 1, 4, 1, 2, 4, 2, 4, 4, 4, 2, 3, 0, 3, 2, 3, 1, 4, 3, 1, 65
A# minor (7#), 0, 2, 4, 2, 4, 2, 0, 3, 2, 0, 3, 4, 2, 4, 1, 4, 4, 0, 3, 0, 2, 4, 2, 4, 2, 0, 58
