 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, rowcost
Eb major (3b), 1/0, 2/2, 2/1, 2/2, 1/2, 1/2, 0/0, 3/2, 1/0, 1/0, 2/1, 0/0, 2/1, 0/0, 2/2, 2/2, 1/0, 1/0, 2/1, 1/1, 0/0, 0/0, 1/1, 1/0, 1/1, 2/1, 2/2, 2/1, 2/2, 1/2, 1/2, 0/0, 3/2, 1/0, 1/0, 3/2, 1/0, 49/35
A major (3#), 0/0, 1/0, 1/1, 2/1, 0/0, 2/1, 1/0, 2/1, 0/0, 0/0, 1/1, 1/0, 1/0, 1/0, 2/1, 2/0, 0/0, 1/0, 0/0, 1/0, 1/0, 2/0, 0/0, 1/0, 1/0, 0/0, 1/0, 1/0, 2/1, 0/0, 2/1, 1/0, 2/1, 0/0, 1/0, 2/1, 0/0, 36/10
C minor (3b), 1/0, 2/0, 1/0, 2/0, 1/0, 1/0, 0/0, 3/0, 1/0, 1/0, 2/0, 0/0, 2/0, 0/0, 2/0, 2/0, 1/0, 1/0, 2/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 2/0, 2/0, 1/0, 2/0, 1/0, 1/0, 0/0, 3/0, 1/0, 1/0, 3/0, 1/0, 47/0
F# minor (3#), 0/0, 1/0, 1/1, 3/2, 0/0, 2/1, 1/1, 3/2, 0/0, 0/0, 1/1, 1/1, 1/1, 1/1, 3/2, 3/2, 0/0, 1/0, 0/0, 1/0, 1/0, 2/0, 0/0, 1/0, 1/0, 0/0, 1/0, 1/1, 3/2, 0/0, 2/1, 1/1, 3/2, 0/0, 1/1, 3/2, 0/0, 43/25
Ab major (4b), 2/2, 2/2, 3/1, 4/3, 1/2, 2/3, 1/0, 5/4, 2/2, 2/4, 4/3, 1/0, 4/3, 1/0, 3/2, 4/3, 2/2, 2/2, 3/2, 1/1, 1/0, 0/0, 2/1, 2/2, 1/1, 3/3, 2/2, 3/1, 4/3, 1/2, 2/3, 1/0, 5/4, 2/2, 3/2, 5/4, 2/2, 88/73
E major (4#), 0/0, 1/0, 2/1, 3/1, 0/0, 3/1, 2/0, 3/1, 0/0, 0/0, 2/1, 2/0, 2/0, 2/0, 3/1, 3/0, 0/0, 1/0, 0/0, 1/0, 2/0, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 2/1, 3/1, 0/0, 3/1, 2/0, 3/1, 0/0, 2/0, 3/1, 0/0, 55/11
F minor (4b), 1/0, 2/0, 2/0, 3/1, 1/0, 2/0, 1/0, 4/1, 1/0, 1/0, 3/0, 1/0, 3/0, 1/0, 3/1, 3/1, 1/0, 1/0, 2/0, 1/0, 1/0, 0/0, 2/0, 1/0, 1/1, 2/0, 2/0, 2/0, 3/1, 1/0, 2/0, 1/0, 4/1, 1/0, 2/0, 4/1, 1/0, 67/8
C# minor (4#), 0/0, 2/0, 2/1, 5/4, 0/0, 4/4, 2/1, 5/4, 0/0, 0/0, 2/1, 2/2, 2/1, 2/2, 5/4, 4/3, 0/0, 2/2, 0/0, 2/2, 2/0, 1/0, 1/0, 1/0, 3/2, 0/0, 2/0, 2/1, 5/4, 0/0, 4/4, 2/1, 5/4, 0/0, 2/1, 5/4, 0/0, 76/52
Db major (5b), 2/2, 3/0, 4/3, 6/5, 1/2, 4/4, 2/4, 7/6, 2/2, 2/4, 5/5, 2/4, 5/5, 2/4, 5/4, 5/5, 2/2, 3/2, 2/2, 2/1, 2/2, 0/0, 3/2, 2/2, 2/1, 3/3, 3/2, 4/3, 6/5, 1/2, 4/4, 2/4, 7/6, 2/2, 4/4, 7/6, 2/2, 120/116
B major (5#), 1/0, 1/0, 2/1, 4/1, 0/0, 3/1, 2/1, 4/2, 1/0, 1/0, 3/1, 2/1, 3/1, 2/1, 3/1, 4/2, 1/0, 2/0, 1/0, 1/0, 2/0, 1/1, 1/0, 2/1, 1/0, 1/0, 1/0, 2/1, 4/1, 0/0, 3/1, 2/1, 4/2, 1/0, 3/1, 4/1, 1/0, 74/23
Bb minor (5b), 1/0, 3/1, 3/1, 4/2, 1/0, 3/1, 1/0, 5/1, 1/0, 1/0, 3/1, 1/0, 3/1, 1/0, 4/1, 3/1, 1/0, 2/0, 1/0, 2/0, 1/0, 0/0, 2/0, 1/0, 2/1, 2/0, 3/1, 3/1, 4/2, 1/0, 3/1, 1/0, 5/1, 1/0, 2/0, 5/2, 1/0, 81/19
G# minor (5#), 1/0, 2/0, 3/1, 7/6, 0/0, 5/5, 3/5, 7/6, 1/0, 1/0, 4/2, 3/4, 4/2, 3/4, 6/5, 6/3, 1/0, 3/1, 1/0, 2/0, 3/0, 1/0, 2/0, 2/1, 3/1, 1/0, 2/0, 3/1, 7/6, 0/0, 5/5, 3/5, 7/6, 1/0, 4/2, 7/6, 1/0, 115/77
Gb major (6b), 2/2, 3/2, 3/3, 8/7, 1/0, 6/6, 3/4, 9/8, 2/2, 2/4, 6/5, 3/4, 6/5, 3/4, 7/6, 6/5, 2/2, 4/4, 2/2, 3/3, 2/2, 1/0, 2/2, 3/2, 2/3, 3/3, 3/4, 3/3, 8/7, 1/2, 6/6, 3/4, 9/8, 2/2, 5/4, 9/8, 2/2, 145/140
F# major (6#), 1/0, 2/0, 2/1, 5/2, 1/0, 4/1, 2/1, 6/2, 1/0, 1/0, 4/1, 2/1, 4/1, 2/1, 5/1, 4/1, 1/0, 2/1, 1/0, 2/0, 1/0, 1/0, 1/0, 2/0, 1/1, 2/0, 2/0, 2/1, 5/2, 1/0, 4/1, 2/1, 6/2, 1/0, 3/1, 6/2, 1/0, 93/25
Eb minor (6b), 1/0, 2/0, 2/1, 5/2, 1/0, 4/2, 2/0, 6/2, 1/0, 1/0, 4/1, 2/0, 4/1, 2/0, 5/2, 4/2, 1/0, 2/0, 1/0, 2/1, 1/0, 1/0, 1/0, 2/0, 2/1, 2/1, 2/2, 2/1, 5/2, 1/2, 4/3, 2/0, 6/3, 1/0, 3/0, 6/2, 1/0, 94/31
D# minor (6#), 2/0, 3/0, 3/1, 8/7, 1/0, 6/5, 3/5, 9/7, 2/2, 2/4, 6/4, 3/4, 6/4, 3/4, 7/5, 6/5, 2/2, 4/4, 2/2, 3/0, 2/0, 1/0, 2/0, 3/0, 3/1, 3/2, 3/0, 3/1, 8/7, 1/0, 6/5, 3/5, 9/7, 2/2, 5/5, 9/7, 2/2, 146/109
Cb major (7b), 2/2, 2/2, 4/4, 8/9, 0/2, 6/8, 4/6, 8/10, 2/2, 2/4, 6/7, 4/6, 6/7, 4/6, 6/8, 7/7, 2/2, 4/4, 2/2, 2/2, 3/2, 2/2, 2/2, 4/4, 2/3, 2/3, 2/4, 4/5, 8/9, 0/2, 6/8, 4/6, 8/10, 2/2, 6/6, 8/10, 2/2, 146/180
C# major (7#), 1/0, 4/0, 3/2, 5/3, 1/0, 4/4, 1/1, 6/4, 1/0, 1/0, 3/1, 1/2, 3/1, 1/2, 5/4, 3/2, 1/0, 3/2, 1/0, 3/0, 1/1, 0/0, 2/1, 1/1, 3/2, 2/0, 4/0, 3/2, 5/3, 1/0, 4/4, 1/1, 6/4, 1/0, 2/1, 6/4, 1/0, 94/52
Ab minor (7b), 2/2, 1/0, 2/1, 6/3, 0/0, 3/2, 2/0, 6/4, 2/2, 2/4, 4/3, 2/0, 4/3, 2/0, 4/2, 6/3, 2/2, 3/2, 2/2, 1/1, 2/0, 1/0, 1/0, 3/2, 2/1, 2/3, 1/2, 2/1, 6/3, 0/2, 3/3, 2/0, 6/4, 2/2, 4/2, 6/4, 2/2, 101/67
A# minor (7#), 2/0, 5/2, 4/1, 7/7, 2/4, 6/9, 2/5, 9/9, 2/2, 2/4, 6/6, 2/4, 6/6, 2/4, 7/7, 5/6, 2/2, 4/4, 2/2, 4/2, 2/0, 0/0, 3/0, 2/0, 3/1, 4/4, 5/2, 4/1, 7/7, 2/4, 6/9, 2/5, 9/9, 2/2, 4/4, 9/9, 2/2, 147/145
