 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 2/0
A minor (0), 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 2/0
F major (1b), 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 2/0
G major (1#), 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 11/0
D minor (1b), 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 2/0
E minor (1#), 0/0, 1/1, 1/1, 0/0, 1/1, 0/0, 0/0, 1/0, 0/0, 1/1, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 1/1, 1/1, 0/0, 1/1, 0/0, 1/0, 1/0, 11/8
Bb major (2b), 1/0, 0/0, 1/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 1/1, 0/0, 1/0, 0/0, 0/0, 7/2
D major (2#), 1/0, 1/1, 1/1, 1/0, 2/0, 0/0, 0/0, 1/0, 0/0, 1/1, 1/0, 1/0, 0/0, 1/1, 1/0, 1/0, 1/0, 1/1, 1/1, 1/0, 1/0, 0/0, 1/0, 1/0, 20/6
G minor (2b), 1/0, 0/1, 1/1, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/1, 1/1, 1/0, 0/0, 1/0, 0/0, 0/0, 7/4
B minor (2#), 1/1, 1/1, 2/2, 1/0, 2/1, 0/0, 0/0, 1/1, 0/0, 1/1, 1/0, 1/0, 0/0, 1/1, 1/0, 1/0, 1/1, 1/1, 2/2, 1/0, 1/0, 0/0, 1/0, 1/0, 22/12
Eb major (3b), 1/1, 1/0, 1/1, 1/1, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 1/1, 1/0, 1/1, 1/1, 0/0, 1/1, 0/0, 0/0, 15/7
A major (3#), 1/0, 2/1, 2/1, 1/0, 2/1, 0/0, 1/0, 1/0, 1/0, 2/0, 1/0, 1/0, 1/0, 2/0, 1/0, 1/0, 1/0, 2/1, 2/1, 1/0, 1/0, 0/0, 1/0, 1/0, 29/5
C minor (3b), 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 15/0
F# minor (3#), 1/1, 2/1, 3/2, 2/2, 2/1, 0/0, 1/1, 1/0, 1/0, 2/4, 1/0, 1/0, 1/3, 2/4, 1/0, 1/0, 1/1, 2/1, 3/2, 2/2, 1/0, 0/0, 1/0, 1/0, 33/25
Ab major (4b), 2/1, 2/2, 2/1, 1/1, 0/0, 2/2, 2/2, 0/0, 0/0, 2/2, 2/2, 0/0, 0/0, 2/2, 2/2, 0/0, 2/1, 2/2, 2/1, 1/1, 1/0, 2/1, 0/0, 0/0, 29/23
E major (4#), 2/1, 2/1, 3/1, 1/0, 2/1, 0/0, 1/0, 1/0, 1/0, 2/1, 1/0, 1/0, 1/0, 2/1, 1/0, 1/0, 2/1, 2/1, 3/1, 1/0, 2/0, 1/0, 1/1, 1/1, 35/11
F minor (4b), 2/0, 1/0, 2/0, 1/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 2/0, 1/0, 2/0, 1/0, 1/0, 2/0, 0/0, 0/0, 21/0
C# minor (4#), 2/1, 3/2, 5/3, 2/1, 2/0, 0/0, 2/2, 1/0, 2/6, 3/8, 1/0, 1/0, 2/0, 3/8, 1/0, 1/0, 2/1, 3/2, 5/3, 2/1, 2/0, 1/0, 1/0, 1/0, 48/38
Db major (5b), 3/3, 3/2, 4/3, 1/1, 0/0, 2/2, 3/2, 0/0, 1/0, 3/2, 2/2, 0/0, 1/0, 3/2, 2/2, 0/0, 3/3, 3/2, 4/3, 1/1, 2/2, 3/3, 0/0, 0/0, 44/35
B major (5#), 2/1, 3/1, 4/1, 1/0, 1/1, 1/0, 2/0, 1/0, 1/0, 3/1, 2/0, 1/0, 1/0, 3/1, 2/0, 1/0, 2/1, 3/1, 4/1, 1/0, 1/0, 1/0, 1/0, 1/0, 43/9
Bb minor (5b), 2/1, 2/0, 3/1, 1/1, 0/0, 1/0, 2/0, 0/0, 1/0, 2/0, 1/0, 0/0, 1/0, 2/0, 1/0, 0/0, 2/1, 2/0, 3/1, 1/1, 1/0, 2/0, 0/0, 0/0, 30/6
G# minor (5#), 3/2, 4/2, 6/5, 2/1, 1/0, 1/0, 3/1, 1/0, 2/0, 4/8, 2/0, 1/0, 2/0, 4/8, 2/0, 1/0, 3/2, 4/2, 6/5, 2/1, 2/0, 2/1, 1/0, 1/0, 60/38
Gb major (6b), 4/3, 4/4, 5/5, 2/1, 1/0, 2/2, 4/4, 0/0, 2/6, 4/10, 3/2, 1/0, 2/6, 4/10, 3/2, 1/0, 4/3, 4/4, 5/5, 2/1, 2/2, 3/3, 0/0, 0/0, 62/73
F# major (6#), 3/1, 2/1, 3/2, 2/2, 1/1, 1/0, 2/0, 0/0, 1/0, 2/4, 2/0, 1/0, 1/3, 2/4, 2/0, 1/0, 3/1, 2/1, 3/2, 2/2, 1/0, 2/0, 0/0, 0/0, 39/24
Eb minor (6b), 3/1, 2/1, 3/1, 2/1, 1/0, 1/0, 2/0, 0/0, 1/0, 2/1, 2/0, 1/0, 1/0, 2/1, 2/0, 1/0, 3/1, 2/1, 3/1, 2/1, 1/0, 2/1, 0/0, 0/0, 39/11
D# minor (6#), 4/2, 4/4, 5/5, 2/1, 1/0, 2/0, 4/2, 0/0, 2/0, 4/10, 3/2, 1/0, 2/0, 4/10, 3/2, 1/0, 4/2, 4/4, 5/5, 2/1, 2/0, 3/1, 0/0, 0/0, 62/51
Cb major (7b), 4/5, 5/4, 6/5, 2/5, 2/2, 2/2, 4/4, 1/0, 2/6, 5/10, 4/6, 2/2, 2/6, 5/10, 4/6, 2/2, 4/5, 5/4, 6/5, 2/5, 2/2, 2/2, 1/0, 1/0, 75/98
C# major (7#), 2/1, 3/2, 4/3, 1/1, 0/0, 1/0, 3/2, 0/0, 2/0, 3/8, 1/0, 0/0, 2/0, 3/8, 1/0, 0/0, 2/1, 3/2, 4/3, 1/1, 1/1, 2/2, 0/0, 0/0, 39/35
Ab minor (7b), 2/1, 4/2, 4/1, 2/1, 1/0, 2/2, 3/2, 1/0, 1/0, 4/2, 3/2, 1/0, 1/0, 4/2, 3/2, 1/0, 2/2, 4/2, 4/2, 2/1, 1/0, 1/1, 1/0, 1/0, 53/25
A# minor (7#), 4/4, 4/4, 6/6, 1/1, 0/0, 2/0, 4/2, 0/0, 2/0, 4/10, 2/2, 0/0, 2/0, 4/10, 2/2, 0/0, 4/4, 4/4, 6/6, 1/1, 2/0, 4/2, 0/0, 0/0, 58/58
