 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 1/1, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 0/0, 1/1, 0/0, 0/0, 1/1, 0/0, 3/2, 0/0, 2/3, 0/0, 3/1, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 18/9
A minor (0), 1/0, 1/0, 0/0, 1/1, 0/0, 1/0, 1/0, 0/0, 1/1, 0/0, 0/0, 1/0, 0/0, 2/1, 0/0, 2/2, 0/0, 3/3, 0/0, 0/0, 1/0, 0/0, 1/1, 0/0, 1/0, 0/0, 0/0, 17/9
F major (1b), 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 1/1, 1/0, 2/1, 0/0, 1/0, 0/0, 2/1, 1/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 15/3
G major (1#), 1/1, 1/0, 0/0, 1/1, 0/0, 1/0, 1/0, 0/0, 1/1, 1/0, 1/0, 2/1, 0/0, 3/2, 0/0, 3/3, 0/0, 3/1, 0/0, 0/0, 1/0, 0/0, 1/1, 0/0, 1/0, 0/0, 1/0, 23/11
D minor (1b), 1/0, 0/0, 0/0, 1/1, 1/0, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 1/1, 1/0, 1/1, 0/0, 1/2, 0/0, 2/1, 1/0, 0/0, 0/0, 0/0, 1/1, 1/0, 0/0, 0/0, 0/0, 14/9
E minor (1#), 1/0, 1/1, 0/0, 1/1, 0/0, 1/1, 1/0, 0/0, 1/1, 1/0, 1/0, 2/0, 0/0, 3/1, 0/0, 3/2, 0/0, 3/3, 0/0, 0/0, 1/1, 0/0, 1/1, 0/0, 1/1, 0/0, 1/0, 23/13
Bb major (2b), 1/0, 0/0, 0/0, 1/0, 1/1, 0/0, 1/0, 1/0, 2/1, 0/0, 0/0, 1/1, 1/1, 2/1, 0/0, 1/0, 0/0, 1/0, 1/2, 0/0, 0/0, 0/0, 1/0, 1/1, 0/0, 0/0, 0/0, 16/8
D major (2#), 2/0, 2/0, 1/0, 2/1, 1/0, 2/0, 2/0, 1/0, 2/1, 1/0, 1/0, 3/0, 0/0, 3/2, 0/0, 3/2, 0/0, 4/1, 0/0, 1/0, 2/0, 1/0, 2/1, 1/0, 2/0, 1/0, 2/0, 42/8
G minor (2b), 1/0, 0/0, 0/0, 1/1, 1/0, 0/0, 1/0, 1/0, 2/1, 0/0, 0/0, 1/0, 1/0, 2/2, 0/0, 1/0, 0/0, 1/1, 1/0, 0/0, 0/0, 0/0, 1/1, 1/0, 0/0, 0/0, 0/0, 16/6
B minor (2#), 2/0, 2/1, 1/0, 2/1, 1/0, 2/1, 2/0, 1/0, 2/1, 1/1, 1/1, 3/1, 0/0, 4/1, 0/0, 3/3, 0/0, 4/1, 0/0, 1/0, 2/1, 1/0, 2/1, 1/0, 2/1, 1/0, 2/1, 43/16
