 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 3, 1, 0, 2, 1, 1, 0, 0, 2, 1, 0, 0, 0, 1, 0, 1, 0, 1, 3, 1, 0, 2, 1, 1, 2, 1, 0, 25
A minor (0), 3, 1, 0, 3, 1, 1, 0, 0, 0, 1, 1, 1, 1, 2, 1, 2, 0, 1, 3, 1, 0, 3, 1, 1, 0, 1, 1, 30
A minor mel (0), 3, 2, 0, 3, 1, 1, 0, 0, 0, 1, 1, 2, 1, 3, 2, 2, 1, 1, 3, 2, 0, 3, 1, 1, 0, 1, 1, 36
C major blues (0), 3, 2, 1, 2, 1, 1, 0, 0, 2, 1, 0, 1, 0, 2, 1, 1, 1, 1, 3, 2, 1, 2, 1, 1, 2, 1, 0, 33
A minor blues (0), 3, 2, 1, 3, 1, 1, 0, 0, 1, 1, 0, 1, 0, 2, 1, 1, 1, 1, 3, 2, 1, 3, 1, 1, 1, 1, 0, 33
C dorian (0), 3, 2, 0, 2, 1, 1, 0, 0, 2, 1, 0, 1, 0, 2, 1, 1, 1, 1, 3, 2, 0, 2, 1, 1, 2, 1, 0, 31
C phrygian (0), 3, 1, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 1, 1, 0, 0, 2, 0, 0, 17
C lydian (0), 3, 2, 0, 2, 1, 1, 0, 0, 2, 1, 0, 1, 0, 2, 1, 1, 1, 1, 3, 2, 0, 2, 1, 1, 2, 1, 0, 31
C mixolydian (0), 3, 1, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 1, 1, 0, 0, 2, 0, 0, 17
C aeolian (0), 3, 1, 0, 2, 1, 1, 0, 0, 2, 1, 0, 0, 0, 1, 0, 1, 0, 1, 3, 1, 0, 2, 1, 1, 2, 1, 0, 25
C locrian (0), 2, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 2, 0, 0, 10
F major (1b), 3, 1, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 1, 1, 0, 0, 2, 0, 0, 17
G major (1#), 2, 2, 0, 2, 1, 1, 0, 0, 2, 1, 0, 1, 0, 2, 1, 1, 1, 1, 2, 2, 0, 2, 1, 1, 2, 1, 0, 29
D minor (1b), 1, 1, 2, 2, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 2, 2, 0, 1, 1, 1, 0, 20
E minor (1#), 4, 1, 1, 2, 1, 4, 0, 0, 1, 1, 0, 1, 0, 2, 1, 2, 1, 0, 4, 1, 1, 2, 1, 4, 1, 1, 0, 37
D minor mel (1b), 1, 1, 1, 3, 1, 2, 0, 0, 1, 2, 0, 0, 0, 1, 0, 2, 0, 1, 1, 1, 1, 3, 1, 2, 1, 2, 0, 28
E minor mel (1#), 3, 1, 2, 3, 1, 5, 0, 0, 1, 2, 0, 1, 0, 2, 1, 3, 1, 0, 3, 1, 2, 3, 1, 5, 1, 2, 0, 44
F major blues (1b), 3, 1, 1, 2, 1, 2, 1, 1, 3, 1, 0, 0, 0, 1, 0, 1, 0, 1, 3, 1, 1, 2, 1, 2, 3, 1, 0, 33
G major blues (1#), 2, 2, 2, 3, 1, 2, 0, 0, 2, 2, 0, 1, 0, 2, 1, 2, 1, 1, 2, 2, 2, 3, 1, 2, 2, 2, 0, 40
D minor blues (1b), 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 0, 0, 0, 1, 0, 1, 0, 1, 2, 1, 1, 2, 1, 2, 2, 1, 0, 29
E minor blues (1#), 3, 2, 2, 4, 1, 4, 0, 0, 1, 2, 0, 1, 0, 2, 1, 2, 1, 1, 3, 2, 2, 4, 1, 4, 1, 2, 0, 46
F dorian (1b), 3, 1, 0, 2, 1, 1, 0, 0, 2, 1, 0, 0, 0, 1, 0, 1, 0, 1, 3, 1, 0, 2, 1, 1, 2, 1, 0, 25
G dorian (1#), 1, 2, 1, 3, 1, 2, 0, 0, 2, 2, 0, 1, 0, 2, 1, 2, 1, 1, 1, 2, 1, 3, 1, 2, 2, 2, 0, 36
F phrygian (1b), 2, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 2, 0, 0, 10
G phrygian (1#), 2, 1, 0, 2, 1, 1, 0, 0, 2, 1, 0, 0, 0, 1, 0, 1, 0, 1, 2, 1, 0, 2, 1, 1, 2, 1, 0, 23
F lydian (1b), 3, 1, 0, 2, 1, 1, 0, 0, 2, 1, 0, 0, 0, 1, 0, 1, 0, 1, 3, 1, 0, 2, 1, 1, 2, 1, 0, 25
G lydian (1#), 1, 2, 1, 3, 1, 2, 0, 0, 2, 2, 0, 1, 0, 2, 1, 2, 1, 1, 1, 2, 1, 3, 1, 2, 2, 2, 0, 36
F mixolydian (1b), 2, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 2, 0, 0, 10
G mixolydian (1#), 2, 1, 0, 2, 1, 1, 0, 0, 2, 1, 0, 0, 0, 1, 0, 1, 0, 1, 2, 1, 0, 2, 1, 1, 2, 1, 0, 23
F aeolian (1b), 3, 1, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 1, 1, 0, 0, 2, 0, 0, 17
G aeolian (1#), 2, 2, 0, 2, 1, 1, 0, 0, 2, 1, 0, 1, 0, 2, 1, 1, 1, 1, 2, 2, 0, 2, 1, 1, 2, 1, 0, 29
F locrian (1b), 2, 0, 1, 0, 0, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 3, 0, 0, 16
G locrian (1#), 2, 1, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 1, 0, 0, 2, 0, 0, 15
Bb major (2b), 2, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 2, 0, 0, 12
D major (2#), 1, 2, 1, 3, 1, 2, 0, 0, 1, 2, 0, 1, 0, 2, 1, 2, 1, 1, 1, 2, 1, 3, 1, 2, 1, 2, 0, 34
G minor (2b), 1, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 2, 0, 0, 14
B minor (2#), 2, 2, 1, 3, 0, 3, 1, 1, 2, 1, 0, 1, 0, 1, 1, 1, 1, 1, 2, 2, 1, 3, 0, 3, 2, 1, 0, 36
G minor mel (2b), 2, 2, 1, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 1, 0, 1, 1, 2, 2, 1, 1, 0, 0, 2, 0, 0, 21
B minor mel (2#), 2, 2, 1, 3, 0, 3, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 1, 1, 2, 2, 1, 3, 0, 3, 1, 1, 1, 41
Bb major blues (2b), 4, 1, 3, 2, 0, 2, 1, 1, 3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 4, 1, 3, 2, 0, 2, 3, 0, 0, 34
D major blues (2#), 2, 2, 1, 3, 1, 2, 0, 0, 1, 2, 1, 2, 1, 3, 2, 3, 1, 1, 2, 2, 1, 3, 1, 2, 1, 2, 1, 43
G minor blues (2b), 3, 1, 2, 2, 0, 2, 1, 1, 3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3, 1, 2, 2, 0, 2, 3, 0, 0, 30
B minor blues (2#), 3, 2, 1, 4, 1, 4, 0, 0, 1, 2, 1, 2, 1, 3, 2, 3, 1, 1, 3, 2, 1, 4, 1, 4, 1, 2, 1, 51
Bb dorian (2b), 3, 1, 2, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 2, 1, 0, 0, 2, 0, 0, 19
D dorian (2#), 1, 2, 1, 3, 1, 2, 0, 0, 0, 2, 1, 2, 1, 3, 2, 3, 1, 1, 1, 2, 1, 3, 1, 2, 0, 2, 1, 39
Bb phrygian (2b), 3, 1, 0, 3, 1, 1, 0, 0, 0, 1, 1, 1, 1, 2, 1, 2, 0, 1, 3, 1, 0, 3, 1, 1, 0, 1, 1, 30
