 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, rowcost
C major (0), 1, 2, 5, 1, 1, 3, 4, 1, 1, 7, 4, 5, 3, 1, 1, 1, 1, 42
A minor (0), 1, 5, 3, 1, 1, 4, 3, 1, 1, 5, 5, 4, 4, 1, 1, 1, 1, 42
F major (1b), 0, 1, 4, 0, 0, 2, 3, 0, 0, 6, 3, 4, 2, 0, 0, 0, 0, 25
G major (1#), 2, 3, 5, 1, 1, 5, 5, 1, 2, 8, 3, 6, 3, 1, 1, 1, 2, 50
D minor (1b), 0, 2, 3, 0, 0, 4, 2, 0, 0, 5, 4, 5, 3, 0, 0, 0, 0, 28
E minor (1#), 2, 4, 3, 1, 1, 4, 4, 1, 2, 5, 3, 5, 3, 1, 1, 1, 2, 43
Bb major (2b), 0, 0, 3, 1, 0, 1, 2, 0, 0, 5, 3, 3, 2, 0, 0, 0, 0, 20
D major (2#), 2, 4, 4, 1, 1, 6, 4, 1, 2, 7, 4, 7, 4, 1, 1, 1, 2, 52
G minor (2b), 1, 1, 3, 1, 0, 3, 3, 0, 1, 6, 2, 4, 2, 0, 0, 0, 1, 28
B minor (2#), 1, 5, 2, 0, 0, 5, 3, 0, 1, 4, 4, 5, 3, 0, 0, 0, 1, 34
Eb major (3b), 0, 0, 2, 1, 0, 1, 1, 0, 0, 4, 4, 2, 1, 0, 0, 0, 0, 16
A major (3#), 2, 7, 2, 1, 1, 6, 3, 1, 2, 5, 5, 6, 5, 1, 1, 1, 2, 51
C minor (3b), 1, 1, 3, 2, 1, 2, 2, 1, 1, 5, 5, 3, 2, 1, 1, 1, 1, 33
F# minor (3#), 1, 6, 3, 2, 1, 3, 2, 1, 1, 3, 4, 3, 4, 1, 1, 1, 1, 38
Ab major (4b), 0, 1, 1, 1, 0, 0, 0, 0, 0, 3, 7, 1, 0, 0, 0, 0, 0, 14
E major (4#), 2, 6, 1, 1, 1, 5, 2, 1, 2, 3, 5, 5, 5, 1, 1, 1, 2, 44
F minor (4b), 0, 2, 2, 0, 0, 1, 1, 0, 0, 4, 5, 2, 0, 0, 0, 0, 0, 17
C# minor (4#), 2, 6, 1, 1, 1, 2, 2, 1, 2, 4, 6, 2, 3, 1, 1, 1, 2, 38
Db major (5b), 0, 4, 1, 1, 0, 0, 0, 0, 0, 2, 8, 0, 1, 0, 0, 0, 0, 17
B major (5#), 1, 5, 0, 0, 0, 4, 1, 0, 1, 2, 6, 3, 4, 0, 0, 0, 1, 28
Bb minor (5b), 0, 2, 2, 1, 0, 0, 1, 0, 0, 3, 5, 1, 2, 0, 0, 0, 0, 17
G# minor (5#), 1, 4, 0, 0, 0, 2, 1, 0, 1, 3, 8, 3, 1, 0, 0, 0, 1, 25
Gb major (6b), 0, 6, 1, 1, 0, 1, 0, 0, 0, 1, 9, 1, 4, 0, 0, 0, 0, 24
F# major (6#), 0, 4, 1, 1, 0, 1, 0, 0, 0, 1, 6, 1, 3, 0, 0, 0, 0, 18
Eb minor (6b), 0, 2, 2, 1, 0, 2, 1, 0, 0, 2, 6, 2, 3, 0, 0, 0, 0, 21
D# minor (6#), 0, 3, 2, 1, 0, 2, 1, 0, 0, 2, 8, 2, 4, 0, 0, 0, 0, 25
Cb major (7b), 1, 8, 0, 0, 0, 6, 1, 0, 1, 2, 10, 4, 6, 0, 0, 0, 1, 40
C# major (7#), 0, 4, 1, 1, 0, 0, 0, 0, 0, 2, 7, 0, 2, 0, 0, 0, 0, 17
Ab minor (7b), 1, 3, 0, 0, 0, 2, 1, 0, 1, 3, 8, 3, 1, 0, 0, 0, 1, 24
A# minor (7#), 0, 4, 3, 2, 0, 0, 1, 0, 0, 4, 7, 1, 3, 0, 0, 0, 0, 25
