 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 1/1, 3/2, 3/2, 0/0, 3/0, 1/0, 3/2, 1/0, 5/2, 1/0, 3/1, 3/1, 2/1, 1/1, 0/0, 2/2, 0/0, 0/0, 1/1, 3/2, 3/2, 0/0, 3/0, 1/0, 5/2, 1/0, 49/22
A minor (0), 1/0, 6/4, 3/5, 0/0, 3/2, 1/0, 5/4, 1/1, 6/4, 2/1, 3/3, 2/0, 2/2, 1/0, 0/0, 2/0, 0/2, 0/0, 1/0, 6/4, 3/5, 0/0, 3/2, 1/0, 6/5, 1/0, 59/44
F major (1b), 2/3, 4/2, 2/2, 0/0, 2/0, 0/0, 2/2, 2/0, 4/2, 1/0, 4/1, 3/1, 4/4, 1/1, 1/1, 1/1, 0/0, 1/0, 2/1, 4/2, 2/2, 0/0, 2/0, 0/0, 4/2, 1/0, 49/27
G major (1#), 2/2, 6/4, 3/2, 1/0, 4/2, 1/1, 6/4, 1/0, 7/2, 1/0, 4/5, 2/1, 1/1, 1/1, 1/0, 3/2, 1/0, 1/0, 2/1, 6/2, 3/1, 1/0, 4/2, 1/1, 7/6, 1/1, 71/41
D minor (1b), 2/0, 7/3, 2/1, 0/0, 2/2, 0/0, 4/4, 2/0, 5/4, 2/1, 4/5, 3/1, 3/0, 1/0, 1/0, 1/0, 0/0, 1/1, 2/3, 7/5, 2/3, 0/0, 2/4, 0/0, 5/4, 1/1, 59/42
E minor (1#), 2/0, 7/4, 3/5, 1/0, 4/4, 2/1, 6/5, 1/0, 6/4, 2/1, 4/2, 1/0, 1/2, 1/0, 1/4, 4/3, 1/1, 1/0, 2/0, 7/4, 3/5, 1/0, 4/4, 2/1, 6/3, 1/0, 74/53
Bb major (2b), 5/3, 3/4, 1/0, 0/0, 2/0, 1/0, 1/0, 1/0, 4/2, 1/0, 4/2, 2/1, 4/4, 1/1, 2/2, 2/3, 1/0, 1/1, 5/3, 3/4, 1/0, 0/0, 2/0, 1/0, 4/2, 1/0, 53/32
D major (2#), 3/2, 6/4, 4/1, 1/0, 3/2, 1/0, 5/4, 1/1, 6/5, 2/1, 3/2, 2/1, 0/2, 1/0, 2/3, 2/2, 2/1, 2/1, 3/2, 6/4, 4/1, 1/0, 3/2, 1/0, 6/5, 1/0, 71/46
G minor (2b), 2/0, 5/2, 1/2, 0/0, 2/2, 1/0, 3/2, 1/0, 4/3, 1/0, 5/3, 2/1, 3/1, 1/1, 2/2, 2/0, 1/2, 1/0, 2/1, 5/2, 1/2, 0/0, 2/2, 1/0, 4/3, 1/0, 53/31
B minor (2#), 3/5, 6/3, 4/2, 1/1, 3/2, 2/2, 5/2, 1/0, 5/3, 2/1, 4/1, 1/0, 0/2, 1/0, 4/2, 4/2, 3/3, 2/1, 3/1, 6/3, 4/2, 1/1, 3/2, 2/2, 5/3, 1/0, 76/46
