 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, rowcost
C minor mel (3b), 1, 1, 0, 0, 3, 0, 0, 1, 0, 1, 1, 1, 0, 9
F# minor mel (3#), 2, 2, 1, 1, 3, 1, 1, 1, 0, 0, 2, 2, 0, 16
Eb major blues (3b), 0, 1, 0, 0, 2, 0, 0, 1, 0, 1, 0, 1, 0, 6
A major blues (3#), 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 6
C minor blues (3b), 0, 1, 1, 1, 2, 0, 2, 0, 0, 2, 0, 1, 0, 10
F# minor blues (3#), 1, 1, 0, 1, 4, 0, 1, 1, 1, 2, 1, 1, 0, 14
Eb dorian (3b), 1, 1, 0, 1, 3, 0, 1, 1, 1, 2, 1, 1, 0, 13
A dorian (3#), 0, 1, 0, 1, 3, 0, 1, 1, 0, 2, 0, 1, 0, 10
Eb phrygian (3b), 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 5
A phrygian (3#), 0, 1, 0, 1, 3, 0, 1, 1, 0, 2, 0, 1, 0, 10
Eb lydian (3b), 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 5
A lydian (3#), 0, 1, 0, 0, 2, 0, 0, 1, 0, 1, 0, 1, 0, 6
Eb mixolydian (3b), 1, 0, 0, 0, 3, 0, 0, 1, 1, 1, 1, 0, 0, 8
A mixolydian (3#), 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 5
Eb aeolian (3b), 0, 1, 0, 1, 2, 0, 1, 1, 0, 2, 0, 1, 0, 9
A aeolian (3#), 0, 1, 0, 0, 0, 1, 0, 2, 1, 0, 0, 1, 0, 6
Eb locrian (3b), 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 6
A locrian (3#), 0, 1, 1, 1, 2, 0, 2, 0, 0, 2, 0, 1, 0, 10
Ab major (4b), 1, 1, 0, 1, 4, 0, 1, 1, 1, 2, 1, 1, 0, 14
E major (4#), 1, 1, 0, 1, 3, 0, 1, 1, 1, 2, 1, 1, 0, 13
F minor (4b), 0, 1, 0, 1, 3, 0, 1, 1, 0, 2, 0, 1, 0, 10
C# minor (4#), 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 5
F minor mel (4b), 0, 1, 0, 1, 3, 0, 1, 1, 0, 2, 0, 1, 0, 10
C# minor mel (4#), 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 5
Ab major blues (4b), 0, 1, 0, 0, 2, 0, 0, 1, 0, 1, 0, 1, 0, 6
E major blues (4#), 1, 0, 0, 0, 3, 0, 0, 1, 1, 1, 1, 0, 0, 8
F minor blues (4b), 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 5
C# minor blues (4#), 0, 1, 0, 1, 2, 0, 1, 1, 0, 2, 0, 1, 0, 9
Ab dorian (4b), 0, 1, 0, 0, 0, 1, 0, 2, 1, 0, 0, 1, 0, 6
E dorian (4#), 1, 1, 0, 2, 3, 0, 1, 1, 0, 2, 1, 1, 0, 13
Ab phrygian (4b), 1, 1, 0, 0, 3, 0, 0, 1, 0, 1, 1, 1, 0, 9
E phrygian (4#), 2, 2, 1, 1, 3, 1, 1, 1, 0, 0, 2, 2, 0, 16
Ab lydian (4b), 0, 1, 0, 0, 2, 0, 0, 1, 0, 1, 0, 1, 0, 6
E lydian (4#), 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 6
Ab mixolydian (4b), 0, 1, 1, 1, 2, 0, 2, 0, 0, 2, 0, 1, 0, 10
E mixolydian (4#), 1, 1, 0, 1, 4, 0, 1, 1, 1, 2, 1, 1, 0, 14
Ab aeolian (4b), 1, 1, 0, 1, 3, 0, 1, 1, 1, 2, 1, 1, 0, 13
E aeolian (4#), 0, 1, 0, 1, 3, 0, 1, 1, 0, 2, 0, 1, 0, 10
Ab locrian (4b), 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 5
E locrian (4#), 0, 1, 0, 1, 3, 0, 1, 1, 0, 2, 0, 1, 0, 10
Db major (5b), 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 5
B major (5#), 0, 1, 0, 0, 2, 0, 0, 1, 0, 1, 0, 1, 0, 6
Bb minor (5b), 1, 0, 0, 0, 3, 0, 0, 1, 1, 1, 1, 0, 0, 8
G# minor (5#), 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 5
Bb minor mel (5b), 0, 1, 0, 1, 2, 0, 1, 1, 0, 2, 0, 1, 0, 9
G# minor mel (5#), 0, 1, 0, 0, 0, 1, 0, 2, 1, 0, 0, 1, 0, 6
Db major blues (5b), 0, 1, 0, 0, 2, 0, 0, 1, 0, 1, 0, 1, 0, 6
B major blues (5#), 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 6
Bb minor blues (5b), 0, 1, 1, 1, 2, 0, 2, 0, 0, 2, 0, 1, 0, 10
G# minor blues (5#), 1, 1, 0, 1, 4, 0, 1, 1, 1, 2, 1, 1, 0, 14
Db dorian (5b), 1, 1, 0, 1, 3, 0, 1, 1, 1, 2, 1, 1, 0, 13
B dorian (5#), 0, 1, 0, 1, 3, 0, 1, 1, 0, 2, 0, 1, 0, 10
Db phrygian (5b), 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 5
B phrygian (5#), 0, 1, 0, 1, 3, 0, 1, 1, 0, 2, 0, 1, 0, 10
Db lydian (5b), 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 5
B lydian (5#), 0, 1, 0, 0, 2, 0, 0, 1, 0, 1, 0, 1, 0, 6
Db mixolydian (5b), 1, 0, 0, 0, 3, 0, 0, 1, 1, 1, 1, 0, 0, 8
B mixolydian (5#), 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 5
Db aeolian (5b), 0, 1, 0, 1, 2, 0, 1, 1, 0, 2, 0, 1, 0, 9
B aeolian (5#), 0, 1, 0, 0, 0, 1, 0, 2, 1, 0, 0, 1, 0, 6
Db locrian (5b), 1, 1, 0, 2, 3, 0, 1, 1, 0, 2, 1, 1, 0, 13
B locrian (5#), 0, 2, 1, 1, 1, 1, 2, 1, 0, 1, 0, 2, 0, 12
Gb major (6b), 2, 2, 1, 1, 3, 1, 1, 1, 0, 0, 2, 2, 0, 16
F# major (6#), 0, 1, 0, 0, 2, 0, 0, 1, 0, 1, 0, 1, 0, 6
Eb minor (6b), 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 6
D# minor (6#), 0, 1, 1, 1, 2, 0, 2, 0, 0, 2, 0, 1, 0, 10
Eb minor mel (6b), 1, 1, 0, 1, 4, 0, 1, 1, 1, 2, 1, 1, 0, 14
D# minor mel (6#), 1, 1, 0, 1, 3, 0, 1, 1, 1, 2, 1, 1, 0, 13
Gb major blues (6b), 0, 1, 0, 1, 3, 0, 1, 1, 0, 2, 0, 1, 0, 10
F# major blues (6#), 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 5
Eb minor blues (6b), 0, 1, 0, 1, 3, 0, 1, 1, 0, 2, 0, 1, 0, 10
D# minor blues (6#), 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 5
Gb dorian (6b), 0, 1, 0, 0, 2, 0, 0, 1, 0, 1, 0, 1, 0, 6
F# dorian (6#), 1, 0, 0, 0, 3, 0, 0, 1, 1, 1, 1, 0, 0, 8
Gb phrygian (6b), 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 5
F# phrygian (6#), 0, 1, 0, 1, 2, 0, 1, 1, 0, 2, 0, 1, 0, 9
Gb lydian (6b), 3, 0, 4, 2, 6, 2, 2, 0, 3, 0, 3, 0, 2, 27
F# lydian (6#), 2, 0, 2, 1, 4, 1, 1, 0, 2, 0, 2, 0, 1, 16
Gb mixolydian (6b), 2, 1, 4, 3, 5, 3, 3, 1, 2, 1, 2, 1, 2, 30
F# mixolydian (6#), 1, 1, 2, 2, 3, 2, 2, 1, 1, 1, 1, 1, 1, 19
Gb aeolian (6b), 3, 1, 4, 2, 6, 3, 2, 1, 2, 0, 3, 1, 2, 30
F# aeolian (6#), 2, 1, 2, 1, 4, 2, 1, 1, 1, 0, 2, 1, 1, 19
Gb locrian (6b), 2, 2, 2, 3, 3, 1, 3, 1, 0, 1, 2, 2, 0, 22
F# locrian (6#), 1, 2, 1, 2, 2, 1, 2, 1, 0, 1, 1, 2, 0, 16
Cb major (7b), 2, 2, 4, 3, 5, 4, 3, 2, 2, 1, 2, 2, 2, 34
C# major (7#), 2, 0, 3, 1, 4, 1, 2, 0, 2, 0, 2, 0, 1, 18
Ab minor (7b), 1, 1, 2, 2, 6, 3, 1, 1, 2, 1, 1, 1, 2, 24
A# minor (7#), 4, 0, 2, 2, 7, 0, 2, 1, 1, 0, 4, 0, 0, 23
Ab minor mel (7b), 2, 1, 2, 1, 7, 3, 0, 1, 2, 0, 2, 1, 2, 24
A# minor mel (7#), 4, 0, 0, 2, 7, 0, 0, 1, 1, 0, 4, 0, 0, 19
Cb major blues (7b), 3, 3, 4, 3, 6, 4, 3, 2, 2, 1, 3, 3, 2, 39
C# major blues (7#), 3, 0, 4, 2, 6, 2, 2, 0, 3, 0, 3, 0, 2, 27
Ab minor blues (7b), 2, 0, 2, 1, 4, 1, 1, 0, 2, 0, 2, 0, 1, 16
A# minor blues (7#), 2, 1, 4, 3, 5, 3, 3, 1, 2, 1, 2, 1, 2, 30
Cb dorian (7b), 1, 1, 2, 2, 3, 2, 2, 1, 1, 1, 1, 1, 1, 19
C# dorian (7#), 3, 1, 4, 2, 6, 3, 2, 1, 2, 0, 3, 1, 2, 30
Cb phrygian (7b), 2, 1, 2, 1, 4, 2, 1, 1, 1, 0, 2, 1, 1, 19
C# phrygian (7#), 2, 2, 2, 3, 3, 1, 3, 1, 0, 1, 2, 2, 0, 22
Cb lydian (7b), 1, 2, 1, 2, 2, 1, 2, 1, 0, 1, 1, 2, 0, 16
C# lydian (7#), 2, 2, 4, 3, 5, 4, 3, 2, 2, 1, 2, 2, 2, 34
Cb mixolydian (7b), 2, 0, 3, 1, 4, 1, 2, 0, 2, 0, 2, 0, 1, 18
C# mixolydian (7#), 1, 1, 2, 2, 6, 3, 1, 1, 2, 1, 1, 1, 2, 24
Cb aeolian (7b), 4, 0, 2, 2, 7, 0, 2, 1, 1, 0, 4, 0, 0, 23
C# aeolian (7#), 2, 1, 2, 1, 7, 3, 0, 1, 2, 0, 2, 1, 2, 24
Cb locrian (7b), 0, 3, 2, 1, 1, 2, 3, 2, 0, 1, 0, 3, 0, 18
C# locrian (7#), 3, 3, 4, 3, 6, 4, 3, 2, 2, 1, 3, 3, 2, 39
