 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, rowcost
Eb major (3b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0,  ,  ,  ,  ,  ,  ,  , 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 6/0
A major (3#), 2/0, 1/0, 1/1, 2/0, 2/0, 1/0, 1/1, 1/0, 2/0, 1/0, 1/0, 1/0, 2/0, 1/0, 0/0, 1/0,  ,  ,  ,  ,  ,  ,  , 1/0, 3/1, 3/1, 2/2, 1/0, 3/1, 3/1, 2/2, 1/0, 2/0, 1/0, 1/0, 1/0, 2/0, 1/0, 0/0, 1/0, 48/10
C minor (3b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0,  ,  ,  ,  ,  ,  ,  , 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 6/0
F# minor (3#), 2/1, 1/0, 1/0, 2/0, 2/0, 1/0, 1/0, 1/0, 2/1, 1/0, 1/0, 1/0, 2/1, 1/0, 0/0, 1/0,  ,  ,  ,  ,  ,  ,  , 1/0, 2/0, 3/3, 2/2, 1/0, 2/0, 3/3, 2/2, 1/0, 2/0, 1/0, 1/0, 1/0, 2/0, 1/0, 0/0, 1/0, 46/13
Ab major (4b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0,  ,  ,  ,  ,  ,  ,  , 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0
E major (4#), 2/2, 1/0, 1/0, 2/2, 2/2, 1/0, 1/0, 1/1, 1/1, 0/0, 0/0, 1/1, 1/0, 0/0, 0/0, 1/0,  ,  ,  ,  ,  ,  ,  , 1/0, 2/1, 3/1, 1/2, 1/0, 2/1, 3/1, 1/2, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 34/17
F minor (4b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0,  ,  ,  ,  ,  ,  ,  , 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0
C# minor (4#), 2/0, 1/0, 1/0, 2/0, 2/0, 1/0, 1/0, 1/0, 2/0, 0/0, 0/0, 1/0, 2/0, 0/0, 0/0, 1/0,  ,  ,  ,  ,  ,  ,  , 1/0, 1/0, 4/2, 2/0, 1/0, 1/0, 4/2, 2/0, 1/0, 2/0, 0/0, 0/0, 1/0, 2/0, 0/0, 0/0, 1/0, 40/4
Db major (5b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0,  ,  ,  ,  ,  ,  ,  , 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 8/0
B major (5#), 2/1, 0/0, 0/0, 2/1, 2/1, 0/0, 0/0, 1/0, 1/1, 0/0, 0/0, 1/0, 1/1, 0/0, 0/0, 1/0,  ,  ,  ,  ,  ,  ,  , 1/0, 2/1, 2/3, 1/2, 1/0, 2/1, 2/3, 1/2, 1/0, 1/1, 0/0, 0/0, 1/0, 1/1, 0/0, 0/0, 1/0, 28/19
Bb minor (5b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0,  ,  ,  ,  ,  ,  ,  , 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 8/0
G# minor (5#), 2/0, 0/0, 0/0, 2/0, 2/0, 0/0, 0/0, 1/0, 2/0, 0/0, 0/0, 1/0, 2/0, 0/0, 0/0, 1/0,  ,  ,  ,  ,  ,  ,  , 1/0, 1/0, 3/2, 2/0, 1/0, 1/0, 3/2, 2/0, 1/0, 2/0, 0/0, 0/0, 1/0, 2/0, 0/0, 0/0, 1/0, 34/4
Gb major (6b), 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 2/2, 0/0, 0/0, 0/0, 2/2, 0/0, 0/0, 0/0,  ,  ,  ,  ,  ,  ,  , 0/0, 1/0, 3/2, 2/4, 0/0, 1/0, 3/2, 2/4, 0/0, 2/2, 0/0, 0/0, 0/0, 2/2, 0/0, 0/0, 0/0, 23/20
F# major (6#), 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0,  ,  ,  ,  ,  ,  ,  , 0/0, 1/0, 2/3, 1/2, 0/0, 1/0, 2/3, 1/2, 0/0, 1/1, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 15/14
Eb minor (6b), 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0,  ,  ,  ,  ,  ,  ,  , 0/0, 1/0, 2/0, 1/0, 0/0, 1/0, 2/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 15/0
D# minor (6#), 1/1, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 2/0, 0/0, 0/0, 0/0, 2/0, 0/0, 0/0, 0/0,  ,  ,  ,  ,  ,  ,  , 0/0, 1/0, 3/2, 2/0, 0/0, 1/0, 3/2, 2/0, 0/0, 2/0, 0/0, 0/0, 0/0, 2/0, 0/0, 0/0, 0/0, 23/5
Cb major (7b), 3/2, 0/0, 0/0, 3/2, 3/2, 0/0, 0/0, 1/0, 2/2, 0/0, 0/0, 1/0, 2/2, 0/0, 0/0, 1/0,  ,  ,  ,  ,  ,  ,  , 1/0, 3/2, 4/6, 2/4, 1/0, 3/2, 4/6, 2/4, 1/0, 2/2, 0/0, 0/0, 1/0, 2/2, 0/0, 0/0, 1/0, 43/38
C# major (7#), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/0, 0/0, 0/0, 0/0, 2/0, 0/0, 0/0, 0/0,  ,  ,  ,  ,  ,  ,  , 0/0, 0/0, 2/2, 2/0, 0/0, 0/0, 2/2, 2/0, 0/0, 2/0, 0/0, 0/0, 0/0, 2/0, 0/0, 0/0, 0/0, 16/4
Ab minor (7b), 2/0, 0/0, 0/0, 2/0, 2/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0,  ,  ,  ,  ,  ,  ,  , 1/0, 1/0, 2/0, 1/0, 1/0, 1/0, 2/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 26/0
A# minor (7#), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/0, 0/0, 0/0, 0/0, 2/0, 0/0, 0/0, 0/0,  ,  ,  ,  ,  ,  ,  , 0/0, 0/0, 2/2, 2/0, 0/0, 0/0, 2/2, 2/0, 0/0, 2/0, 0/0, 0/0, 0/0, 2/0, 0/0, 0/0, 0/0, 16/4
