 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/2, 0/0, 0/0, 6/4
A minor (0), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/2, 0/0, 0/0, 4/4
F major (1b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 4/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 4/2, 0/0, 0/0, 9/4
G major (1#), 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 4/2, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 4/2, 0/0, 0/0, 19/4
D minor (1b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/4, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/2, 0/0, 0/0, 7/8
E minor (1#), 1/1, 1/0, 1/1, 1/0, 1/1, 0/0, 3/1, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/1, 0/0, 0/0, 0/0, 0/0, 1/2, 1/0, 1/1, 1/0, 1/1, 0/0, 3/1, 0/0, 0/0, 17/11
Bb major (2b), 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 5/2, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/4, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 5/2, 0/0, 0/0, 24/8
D major (2#), 2/1, 1/0, 2/1, 1/0, 2/1, 1/0, 5/2, 1/0, 2/1, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 0/0, 2/1, 1/0, 2/1, 1/0, 2/1, 1/0, 5/2, 1/0, 1/0, 41/11
G minor (2b), 1/1, 1/0, 1/1, 1/0, 1/1, 0/0, 4/2, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/1, 1/0, 1/1, 1/0, 1/1, 0/0, 4/2, 0/0, 0/0, 22/11
B minor (2#), 3/2, 1/4, 3/2, 1/4, 3/2, 1/0, 4/1, 1/0, 3/2, 1/0, 1/0, 1/0, 1/0, 1/1, 1/0, 1/0, 1/0, 0/0, 3/3, 1/4, 3/2, 1/4, 3/2, 1/0, 4/1, 1/0, 1/0, 46/34
Eb major (3b), 3/2, 2/1, 3/2, 2/1, 1/1, 1/0, 5/4, 0/0, 3/2, 0/0, 0/0, 1/0, 0/0, 1/1, 1/2, 1/0, 0/0, 2/4, 3/2, 2/1, 3/2, 2/1, 1/1, 1/0, 5/4, 0/0, 0/0, 43/31
A major (3#), 3/1, 1/0, 3/1, 1/0, 3/1, 1/0, 5/3, 1/0, 3/1, 1/0, 1/0, 1/0, 1/0, 2/1, 1/0, 1/0, 1/0, 1/1, 3/2, 1/0, 3/1, 1/0, 3/1, 1/0, 5/3, 1/0, 1/0, 50/16
C minor (3b), 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 4/2, 0/0, 1/0, 0/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 2/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 4/2, 0/0, 0/0, 27/4
F# minor (3#), 4/3, 1/4, 4/3, 1/4, 4/4, 1/1, 5/2, 1/1, 4/3, 1/1, 1/1, 1/2, 1/2, 2/2, 1/1, 1/2, 1/1, 1/0, 4/4, 1/4, 4/3, 1/4, 4/4, 1/1, 5/2, 1/1, 1/1, 57/61
Ab major (4b), 4/3, 2/1, 4/3, 2/1, 2/2, 2/4, 5/4, 0/0, 4/3, 0/0, 0/0, 3/2, 0/0, 2/2, 1/2, 3/2, 0/0, 3/6, 4/3, 2/1, 4/3, 2/1, 2/2, 2/4, 5/4, 0/0, 0/0, 58/53
E major (4#), 4/2, 1/0, 4/1, 1/0, 4/1, 1/0, 4/1, 1/0, 4/1, 1/0, 1/0, 2/0, 1/0, 3/1, 1/0, 2/0, 1/0, 1/0, 4/2, 1/0, 4/1, 1/0, 4/1, 1/0, 4/1, 1/0, 1/0, 58/12
F minor (4b), 2/0, 1/0, 2/0, 1/0, 2/0, 1/0, 5/2, 0/0, 2/0, 0/0, 0/0, 2/0, 0/0, 2/0, 1/0, 2/0, 0/0, 2/4, 2/0, 1/0, 2/0, 1/0, 2/0, 1/0, 5/2, 0/0, 0/0, 39/8
C# minor (4#), 6/5, 1/4, 6/5, 1/4, 6/6, 1/1, 5/4, 1/1, 6/5, 1/1, 1/1, 2/3, 1/2, 4/4, 1/1, 2/3, 1/1, 2/2, 6/7, 1/4, 6/5, 1/4, 6/6, 1/1, 5/4, 1/1, 1/1, 76/86
Db major (5b), 6/4, 2/1, 6/4, 2/1, 4/3, 2/4, 4/3, 0/0, 6/4, 0/0, 0/0, 4/4, 0/0, 4/3, 1/2, 4/4, 0/0, 4/6, 6/4, 2/1, 6/4, 2/1, 4/3, 2/4, 4/3, 0/0, 0/0, 75/63
B major (5#), 5/2, 1/4, 5/2, 1/4, 5/3, 2/0, 4/1, 1/0, 5/2, 1/0, 1/0, 3/1, 1/0, 3/1, 1/0, 3/1, 1/0, 2/0, 5/2, 1/4, 5/2, 1/4, 5/3, 2/0, 4/1, 1/0, 1/0, 70/37
Bb minor (5b), 3/2, 1/0, 3/2, 1/0, 3/1, 1/0, 4/3, 0/0, 3/2, 0/0, 0/0, 2/0, 0/0, 3/1, 1/0, 2/0, 0/0, 3/4, 3/2, 1/0, 3/2, 1/0, 3/1, 1/0, 4/3, 0/0, 0/0, 46/23
G# minor (5#), 7/4, 1/4, 7/4, 1/4, 7/5, 2/2, 5/3, 1/0, 7/5, 1/0, 1/0, 4/2, 1/0, 5/5, 1/0, 4/2, 1/0, 3/1, 7/4, 1/4, 7/4, 1/4, 7/5, 2/2, 5/3, 1/0, 1/0, 91/67
Gb major (6b), 8/6, 2/1, 8/6, 2/1, 6/5, 3/4, 6/4, 1/0, 8/6, 1/0, 1/0, 5/4, 1/0, 6/5, 2/2, 5/4, 1/0, 4/8, 8/8, 2/1, 8/6, 2/1, 6/5, 3/4, 6/4, 1/0, 1/0, 107/85
F# major (6#), 6/4, 2/4, 6/2, 2/4, 4/3, 2/0, 5/2, 1/0, 6/4, 1/0, 1/0, 3/2, 1/0, 4/1, 2/1, 3/2, 1/0, 2/1, 6/2, 2/4, 6/2, 2/4, 4/3, 2/0, 5/2, 1/0, 1/0, 81/47
Eb minor (6b), 6/2, 2/1, 6/2, 2/1, 4/1, 2/0, 5/3, 1/0, 6/2, 1/0, 1/0, 3/0, 1/0, 4/1, 2/2, 3/0, 1/0, 2/4, 6/2, 2/1, 6/2, 2/1, 4/1, 2/0, 5/3, 1/0, 1/0, 81/29
D# minor (6#), 8/4, 2/4, 8/4, 2/4, 6/5, 3/0, 6/3, 1/0, 8/4, 1/0, 1/0, 5/4, 1/0, 6/5, 2/0, 5/4, 1/0, 4/2, 8/4, 2/4, 8/4, 2/4, 6/5, 3/0, 6/3, 1/0, 1/0, 107/67
Cb major (7b), 8/8, 1/1, 8/8, 1/1, 8/9, 4/6, 6/6, 2/2, 8/8, 2/2, 2/2, 6/8, 2/4, 6/7, 2/4, 6/8, 2/2, 4/8, 8/10, 1/1, 8/8, 1/1, 8/9, 4/6, 6/6, 2/2, 2/2, 118/139
C# major (7#), 6/4, 2/4, 6/4, 2/4, 4/5, 1/0, 5/3, 0/0, 6/4, 0/0, 0/0, 2/1, 0/0, 4/4, 1/0, 2/1, 0/0, 4/2, 6/6, 2/4, 6/4, 2/4, 4/5, 1/1, 5/4, 0/0, 0/0, 71/64
Ab minor (7b), 5/3, 1/1, 5/3, 1/1, 5/2, 3/4, 4/3, 1/0, 5/3, 1/0, 1/0, 4/2, 1/0, 3/1, 1/2, 4/2, 1/0, 3/6, 5/3, 1/1, 5/3, 1/1, 5/2, 3/4, 4/3, 1/0, 1/0, 75/50
A# minor (7#), 6/8, 2/6, 6/9, 2/6, 6/8, 2/4, 7/7, 0/0, 6/9, 0/0, 0/0, 4/4, 0/0, 6/6, 2/4, 4/4, 0/0, 5/2, 6/8, 2/6, 6/8, 2/6, 6/6, 2/0, 7/7, 0/0, 0/0, 89/118
