 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 1, 1, 2, 0, 0, 3, 1, 0, 0, 0, 1, 1, 2, 2, 1, 1, 0, 2, 1, 1, 2, 0, 0, 3, 0, 0, 25
A minor (0), 2, 1, 2, 0, 1, 3, 1, 0, 0, 1, 2, 1, 3, 1, 2, 2, 0, 2, 2, 1, 2, 0, 1, 3, 0, 1, 34
A minor mel (0), 2, 2, 2, 0, 1, 2, 0, 0, 0, 1, 3, 1, 3, 2, 3, 2, 0, 2, 2, 2, 2, 0, 1, 2, 0, 1, 36
C major blues (0), 1, 3, 3, 2, 1, 3, 1, 0, 1, 0, 2, 1, 3, 3, 2, 1, 0, 2, 1, 3, 3, 2, 1, 3, 1, 0, 43
A minor blues (0), 1, 3, 2, 2, 1, 3, 1, 0, 1, 0, 2, 1, 4, 3, 2, 1, 0, 2, 1, 3, 2, 2, 1, 3, 1, 0, 42
C dorian (0), 1, 2, 2, 0, 0, 2, 0, 0, 0, 0, 2, 1, 2, 3, 2, 1, 0, 2, 1, 2, 2, 0, 0, 2, 0, 0, 27
C phrygian (0), 1, 1, 3, 1, 1, 3, 1, 0, 1, 0, 1, 0, 3, 1, 1, 0, 0, 1, 1, 1, 3, 1, 1, 3, 1, 0, 30
C lydian (0), 1, 2, 2, 0, 0, 2, 0, 0, 0, 0, 2, 1, 2, 3, 2, 1, 0, 2, 1, 2, 2, 0, 0, 2, 0, 0, 27
C mixolydian (0), 1, 1, 3, 1, 1, 3, 1, 0, 1, 0, 1, 0, 3, 1, 1, 0, 0, 1, 1, 1, 3, 1, 1, 3, 1, 0, 30
C aeolian (0), 1, 1, 2, 0, 0, 3, 1, 0, 0, 0, 1, 1, 2, 2, 1, 1, 0, 2, 1, 1, 2, 0, 0, 3, 0, 0, 25
C locrian (0), 0, 2, 3, 2, 1, 2, 1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 2, 3, 2, 1, 2, 1, 0, 27
F major (1b), 1, 1, 3, 1, 1, 2, 1, 0, 1, 0, 1, 0, 3, 1, 1, 0, 0, 1, 1, 1, 3, 1, 1, 2, 1, 0, 28
G major (1#), 1, 2, 2, 0, 0, 2, 0, 0, 0, 0, 2, 1, 2, 3, 2, 1, 0, 2, 1, 2, 2, 0, 0, 2, 0, 0, 27
D minor (1b), 1, 1, 3, 1, 2, 3, 1, 0, 1, 0, 1, 1, 2, 1, 1, 1, 0, 1, 1, 1, 3, 1, 2, 3, 1, 0, 33
E minor (1#), 2, 2, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 4, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 0, 33
D minor mel (1b), 1, 1, 2, 0, 1, 3, 1, 0, 0, 0, 1, 2, 1, 2, 1, 2, 0, 2, 1, 1, 2, 0, 1, 3, 0, 0, 28
E minor mel (1#), 2, 2, 2, 1, 2, 1, 1, 1, 1, 0, 1, 2, 3, 3, 1, 2, 1, 1, 2, 2, 2, 1, 2, 1, 1, 0, 38
F major blues (1b), 1, 3, 3, 2, 2, 3, 1, 0, 1, 0, 1, 1, 3, 2, 1, 2, 0, 2, 1, 3, 3, 2, 2, 3, 1, 0, 43
G major blues (1#), 1, 2, 4, 1, 2, 3, 1, 0, 1, 0, 2, 2, 3, 3, 2, 2, 0, 2, 1, 2, 4, 1, 2, 3, 1, 0, 45
D minor blues (1b), 1, 3, 3, 2, 2, 4, 1, 0, 1, 0, 1, 1, 3, 2, 1, 2, 0, 2, 1, 3, 3, 2, 2, 4, 1, 0, 45
E minor blues (1#), 1, 2, 3, 1, 2, 3, 1, 0, 1, 0, 2, 2, 4, 3, 2, 2, 0, 2, 1, 2, 3, 1, 2, 3, 1, 0, 44
F dorian (1b), 1, 1, 2, 0, 0, 2, 1, 0, 0, 0, 1, 1, 2, 2, 1, 1, 0, 2, 1, 1, 2, 0, 0, 2, 0, 0, 23
G dorian (1#), 1, 2, 3, 0, 1, 2, 0, 0, 0, 0, 2, 2, 1, 3, 2, 2, 0, 2, 1, 2, 3, 0, 1, 2, 0, 0, 32
F phrygian (1b), 0, 2, 3, 2, 1, 1, 1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 2, 3, 2, 1, 1, 1, 0, 25
G phrygian (1#), 1, 1, 2, 0, 0, 3, 1, 0, 0, 0, 1, 1, 2, 2, 1, 1, 0, 2, 1, 1, 2, 0, 0, 3, 0, 0, 25
F lydian (1b), 1, 1, 2, 0, 0, 2, 1, 0, 0, 0, 1, 1, 2, 2, 1, 1, 0, 2, 1, 1, 2, 0, 0, 2, 0, 0, 23
G lydian (1#), 1, 2, 3, 0, 1, 2, 0, 0, 0, 0, 2, 2, 1, 3, 2, 2, 0, 2, 1, 2, 3, 0, 1, 2, 0, 0, 32
F mixolydian (1b), 0, 2, 3, 2, 1, 1, 1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 2, 3, 2, 1, 1, 1, 0, 25
G mixolydian (1#), 1, 1, 2, 0, 0, 3, 1, 0, 0, 0, 1, 1, 2, 2, 1, 1, 0, 2, 1, 1, 2, 0, 0, 3, 0, 0, 25
F aeolian (1b), 1, 1, 3, 1, 1, 2, 1, 0, 1, 0, 1, 0, 3, 1, 1, 0, 0, 1, 1, 1, 3, 1, 1, 2, 1, 0, 28
G aeolian (1#), 1, 2, 2, 0, 0, 2, 0, 0, 0, 0, 2, 1, 2, 3, 2, 1, 0, 2, 1, 2, 2, 0, 0, 2, 0, 0, 27
F locrian (1b), 0, 3, 2, 2, 2, 2, 1, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 3, 2, 2, 2, 2, 1, 0, 29
G locrian (1#), 1, 1, 3, 1, 1, 3, 1, 0, 1, 0, 1, 0, 3, 1, 1, 0, 0, 1, 1, 1, 3, 1, 1, 3, 1, 0, 30
Bb major (2b), 0, 2, 4, 2, 3, 1, 1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 2, 4, 2, 3, 1, 1, 0, 31
D major (2#), 1, 2, 2, 0, 1, 2, 0, 0, 0, 0, 2, 2, 1, 3, 2, 2, 0, 2, 1, 2, 2, 0, 1, 2, 0, 0, 30
G minor (2b), 0, 3, 3, 2, 1, 1, 0, 0, 1, 0, 1, 0, 2, 2, 1, 0, 0, 1, 0, 3, 3, 2, 1, 1, 1, 0, 29
B minor (2#), 1, 2, 3, 0, 2, 3, 0, 0, 0, 0, 2, 1, 2, 2, 2, 3, 0, 0, 1, 2, 3, 0, 2, 3, 0, 0, 34
G minor mel (2b), 1, 2, 3, 1, 1, 2, 0, 0, 1, 0, 2, 0, 3, 2, 2, 0, 0, 1, 1, 2, 3, 1, 1, 2, 1, 0, 32
B minor mel (2#), 2, 2, 4, 0, 3, 3, 0, 0, 0, 1, 3, 1, 2, 1, 3, 4, 0, 0, 2, 2, 4, 0, 3, 3, 0, 1, 44
Bb major blues (2b), 2, 3, 4, 3, 5, 3, 2, 1, 2, 0, 1, 0, 4, 1, 1, 1, 1, 1, 2, 3, 4, 3, 5, 3, 2, 0, 57
D major blues (2#), 2, 2, 3, 0, 2, 3, 1, 0, 0, 1, 3, 2, 2, 3, 3, 3, 0, 2, 2, 2, 3, 0, 2, 3, 0, 1, 45
G minor blues (2b), 2, 3, 3, 3, 3, 4, 2, 1, 2, 0, 1, 0, 4, 1, 1, 1, 1, 1, 2, 3, 3, 3, 3, 4, 2, 0, 53
B minor blues (2#), 2, 2, 3, 0, 2, 3, 1, 0, 0, 1, 3, 2, 3, 3, 3, 3, 0, 1, 2, 2, 3, 0, 2, 3, 0, 1, 45
Bb dorian (2b), 1, 1, 4, 1, 3, 2, 1, 0, 1, 0, 1, 0, 3, 1, 1, 0, 0, 1, 1, 1, 4, 1, 3, 2, 1, 0, 34
D dorian (2#), 2, 2, 3, 0, 2, 2, 0, 0, 0, 1, 3, 2, 1, 2, 3, 3, 0, 2, 2, 2, 3, 0, 2, 2, 0, 1, 40
