 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 1, 1, 2, 0, 13
A minor (0), 1, 2, 0, 0, 1, 1, 1, 1, 1, 0, 2, 0, 0, 0, 0, 1, 1, 3, 0, 0, 0, 1, 1, 1, 3, 0, 21
F major (1b), 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 11
G major (1#), 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 0, 0, 1, 2, 2, 0, 16
D minor (1b), 1, 2, 1, 1, 1, 1, 1, 1, 0, 2, 2, 1, 1, 2, 0, 1, 1, 2, 0, 0, 0, 1, 1, 1, 1, 1, 26
E minor (1#), 0, 1, 1, 1, 2, 2, 1, 0, 2, 0, 0, 0, 1, 0, 1, 2, 2, 2, 0, 1, 0, 1, 1, 3, 2, 0, 26
Bb major (2b), 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 1, 2, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 12
D major (2#), 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 0, 0, 0, 1, 0, 2, 3, 3, 0, 1, 0, 1, 2, 2, 2, 1, 31
G minor (2b), 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 2, 1, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 1, 0, 13
B minor (2#), 1, 3, 1, 1, 1, 1, 2, 1, 2, 1, 0, 0, 1, 1, 0, 4, 2, 3, 1, 3, 1, 2, 3, 2, 1, 1, 39
Eb major (3b), 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 2, 1, 3, 2, 0, 1, 0, 0, 1, 2, 1, 1, 1, 0, 0, 0, 19
A major (3#), 1, 3, 1, 1, 2, 2, 2, 2, 2, 1, 1, 0, 0, 1, 0, 2, 3, 4, 0, 1, 0, 2, 2, 2, 3, 1, 39
C minor (3b), 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 2, 0, 0, 2, 1, 1, 1, 2, 1, 1, 2, 0, 1, 0, 19
F# minor (3#), 1, 3, 1, 1, 2, 2, 2, 2, 2, 3, 1, 0, 1, 1, 0, 3, 2, 4, 0, 1, 0, 2, 2, 1, 3, 1, 41
Ab major (4b), 0, 1, 1, 1, 1, 1, 3, 0, 2, 2, 2, 1, 5, 2, 1, 5, 0, 1, 2, 3, 2, 3, 3, 1, 0, 0, 43
E major (4#), 0, 2, 2, 2, 3, 3, 3, 2, 3, 1, 1, 0, 1, 1, 1, 3, 3, 3, 0, 1, 0, 3, 2, 3, 3, 1, 47
F minor (4b), 1, 2, 1, 1, 1, 1, 2, 0, 1, 1, 2, 1, 3, 1, 1, 1, 0, 2, 1, 1, 1, 2, 1, 2, 0, 0, 30
C# minor (4#), 0, 1, 1, 1, 2, 2, 3, 2, 5, 2, 4, 1, 2, 2, 1, 2, 2, 2, 0, 2, 0, 3, 1, 3, 3, 0, 47
Db major (5b), 0, 2, 2, 2, 2, 2, 5, 1, 4, 2, 3, 1, 6, 2, 2, 5, 0, 2, 2, 3, 2, 5, 3, 3, 1, 0, 62
B major (5#), 0, 2, 2, 2, 2, 2, 4, 2, 4, 1, 1, 0, 2, 1, 1, 4, 2, 2, 1, 3, 1, 4, 3, 3, 2, 1, 52
Bb minor (5b), 0, 1, 1, 1, 1, 1, 2, 1, 3, 2, 3, 1, 3, 2, 1, 0, 0, 1, 0, 1, 0, 2, 0, 1, 2, 0, 30
G# minor (5#), 0, 3, 3, 3, 3, 3, 4, 1, 4, 3, 1, 0, 3, 1, 2, 4, 2, 3, 1, 3, 1, 4, 3, 3, 0, 1, 59
Gb major (6b), 0, 3, 3, 3, 3, 3, 7, 3, 5, 3, 2, 0, 5, 1, 2, 6, 1, 3, 2, 3, 2, 7, 4, 3, 3, 1, 78
F# major (6#), 0, 2, 2, 2, 2, 2, 4, 2, 3, 3, 1, 0, 3, 1, 1, 4, 1, 2, 1, 2, 1, 4, 3, 2, 2, 1, 51
Eb minor (6b), 0, 1, 1, 1, 1, 1, 3, 2, 2, 3, 2, 0, 2, 1, 0, 2, 1, 1, 1, 2, 1, 3, 2, 0, 1, 1, 35
D# minor (6#), 0, 1, 1, 1, 1, 1, 5, 3, 3, 3, 3, 0, 3, 1, 0, 3, 1, 1, 2, 3, 2, 5, 3, 0, 2, 1, 49
Cb major (7b), 0, 4, 4, 4, 4, 4, 8, 4, 6, 2, 2, 0, 4, 2, 2, 7, 3, 4, 2, 4, 2, 8, 5, 4, 3, 2, 94
C# major (7#), 0, 1, 1, 1, 1, 1, 4, 2, 4, 2, 4, 1, 4, 2, 1, 3, 0, 1, 1, 2, 1, 4, 2, 2, 2, 0, 47
Ab minor (7b), 0, 2, 2, 2, 2, 2, 4, 1, 3, 3, 1, 0, 3, 1, 1, 6, 2, 2, 2, 4, 2, 4, 4, 2, 0, 1, 56
A# minor (7#), 0, 2, 2, 2, 2, 2, 4, 2, 6, 2, 4, 1, 5, 2, 2, 0, 0, 2, 0, 2, 0, 4, 0, 2, 3, 0, 51
