 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, rowcost
C locrian (0), 2, 1, 0, 1, 2, 1, 0, 0, 1, 1, 0, 0, 2, 1, 0, 1, 2, 1, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 1, 3, 2, 0, 2, 0, 1, 1, 2, 2, 2, 3, 1, 0, 0, 3, 4, 1, 1, 1, 3, 0, 0, 1, 2, 2, 2, 0, 3, 2, 0, 0, 66
F major (1b), 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 2, 3, 0, 2, 0, 0, 1, 2, 2, 1, 2, 0, 0, 0, 4, 3, 0, 0, 1, 4, 1, 1, 1, 2, 1, 3, 0, 4, 2, 0, 0, 58
G major (1#), 2, 1, 3, 2, 2, 3, 1, 1, 1, 2, 0, 2, 2, 1, 3, 2, 2, 3, 1, 1, 1, 2, 0, 2, 3, 2, 3, 2, 2, 2, 3, 3, 2, 2, 0, 1, 1, 3, 3, 2, 2, 1, 0, 1, 6, 4, 1, 2, 3, 4, 1, 2, 3, 2, 1, 3, 1, 4, 3, 0, 1, 119
D minor (1b), 2, 1, 1, 0, 2, 2, 1, 1, 1, 1, 1, 0, 2, 1, 1, 0, 2, 2, 1, 1, 1, 1, 1, 0, 2, 1, 2, 0, 0, 0, 3, 4, 0, 2, 1, 0, 2, 3, 3, 2, 3, 1, 0, 0, 5, 4, 1, 1, 2, 5, 2, 1, 2, 1, 2, 2, 1, 4, 2, 1, 0, 91
E minor (1#), 2, 1, 3, 3, 2, 4, 1, 1, 1, 2, 0, 4, 2, 1, 3, 3, 2, 4, 1, 1, 1, 2, 0, 4, 3, 3, 3, 3, 3, 2, 3, 5, 5, 1, 1, 1, 1, 2, 4, 3, 4, 1, 1, 2, 9, 8, 2, 3, 3, 4, 0, 1, 4, 2, 0, 7, 1, 3, 3, 0, 1, 150
D minor mel (1b), 2, 1, 2, 1, 1, 3, 2, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 3, 2, 2, 1, 2, 1, 1, 1, 2, 3, 1, 1, 0, 3, 5, 1, 2, 1, 0, 1, 4, 4, 2, 2, 1, 0, 1, 6, 5, 2, 2, 3, 4, 2, 1, 3, 0, 2, 3, 2, 3, 1, 1, 0, 113
E minor mel (1#), 3, 2, 3, 2, 2, 4, 2, 2, 2, 3, 1, 4, 3, 2, 3, 2, 2, 4, 2, 2, 2, 3, 1, 4, 2, 4, 4, 3, 3, 1, 4, 6, 5, 2, 2, 1, 2, 3, 5, 4, 4, 2, 1, 2, 10, 9, 3, 4, 4, 4, 1, 1, 5, 1, 1, 6, 2, 2, 2, 1, 1, 177
F major blues (1b), 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 3, 1, 1, 1, 4, 5, 2, 2, 1, 1, 2, 3, 3, 2, 3, 1, 1, 2, 6, 6, 3, 2, 3, 4, 1, 1, 2, 2, 2, 5, 2, 4, 3, 1, 0, 140
G major blues (1#), 3, 2, 3, 2, 3, 3, 2, 2, 2, 3, 1, 2, 3, 2, 3, 2, 3, 3, 2, 2, 2, 3, 1, 2, 4, 3, 4, 2, 2, 2, 4, 5, 2, 3, 1, 1, 3, 4, 4, 3, 3, 2, 0, 1, 7, 5, 2, 3, 4, 5, 2, 2, 4, 3, 2, 4, 2, 5, 4, 1, 1, 165
D minor blues (1b), 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 1, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 1, 2, 3, 3, 3, 1, 1, 1, 4, 5, 2, 2, 1, 1, 2, 3, 4, 2, 4, 1, 1, 2, 6, 6, 3, 2, 3, 5, 1, 1, 2, 2, 2, 5, 2, 5, 4, 1, 0, 148
E minor blues (1#), 3, 2, 4, 2, 3, 4, 2, 2, 2, 3, 1, 3, 3, 2, 4, 2, 3, 4, 2, 2, 2, 3, 1, 3, 4, 4, 5, 2, 2, 2, 5, 8, 4, 2, 1, 1, 3, 3, 5, 5, 4, 2, 0, 1, 9, 8, 3, 3, 5, 6, 2, 2, 4, 3, 2, 7, 2, 5, 4, 1, 1, 192
F dorian (1b), 1, 0, 2, 2, 1, 2, 1, 1, 0, 1, 0, 1, 1, 0, 2, 2, 1, 2, 1, 1, 0, 1, 0, 1, 1, 1, 2, 1, 1, 1, 2, 4, 1, 2, 0, 0, 0, 3, 3, 1, 1, 0, 0, 1, 5, 4, 1, 1, 2, 3, 1, 1, 2, 1, 1, 4, 1, 3, 1, 0, 0, 80
G dorian (1#), 3, 2, 3, 1, 2, 3, 2, 2, 2, 3, 1, 2, 3, 2, 3, 1, 2, 3, 2, 2, 2, 3, 1, 2, 2, 3, 4, 2, 2, 1, 4, 4, 2, 3, 1, 1, 2, 4, 4, 3, 2, 2, 0, 1, 7, 5, 2, 3, 4, 4, 2, 2, 4, 1, 2, 2, 2, 3, 2, 1, 1, 146
F phrygian (1b), 2, 1, 0, 1, 2, 1, 0, 0, 1, 1, 0, 0, 2, 1, 0, 1, 2, 1, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 1, 3, 2, 0, 2, 0, 1, 1, 2, 2, 2, 3, 1, 0, 0, 3, 4, 1, 1, 1, 3, 0, 0, 1, 2, 2, 3, 0, 3, 2, 0, 0, 67
G phrygian (1#), 1, 0, 2, 2, 1, 2, 1, 1, 0, 1, 0, 1, 1, 0, 2, 2, 1, 2, 1, 1, 0, 1, 0, 1, 2, 1, 2, 1, 1, 1, 2, 4, 1, 2, 0, 0, 0, 3, 3, 1, 1, 0, 0, 1, 5, 3, 1, 1, 2, 3, 1, 1, 2, 1, 1, 4, 1, 4, 2, 0, 0, 82
F lydian (1b), 1, 0, 2, 2, 1, 2, 1, 1, 0, 1, 0, 1, 1, 0, 2, 2, 1, 2, 1, 1, 0, 1, 0, 1, 1, 1, 2, 1, 1, 1, 2, 4, 1, 2, 0, 0, 0, 3, 3, 1, 1, 0, 0, 1, 5, 4, 1, 1, 2, 3, 1, 1, 2, 1, 1, 4, 1, 3, 1, 0, 0, 80
G lydian (1#), 3, 2, 3, 1, 2, 3, 2, 2, 2, 3, 1, 2, 3, 2, 3, 1, 2, 3, 2, 2, 2, 3, 1, 2, 2, 3, 4, 2, 2, 1, 4, 4, 2, 3, 1, 1, 2, 4, 4, 3, 2, 2, 0, 1, 7, 5, 2, 3, 4, 4, 2, 2, 4, 1, 2, 2, 2, 3, 2, 1, 1, 146
F mixolydian (1b), 2, 1, 0, 1, 2, 1, 0, 0, 1, 1, 0, 0, 2, 1, 0, 1, 2, 1, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 1, 3, 2, 0, 2, 0, 1, 1, 2, 2, 2, 3, 1, 0, 0, 3, 4, 1, 1, 1, 3, 0, 0, 1, 2, 2, 3, 0, 3, 2, 0, 0, 67
G mixolydian (1#), 1, 0, 2, 2, 1, 2, 1, 1, 0, 1, 0, 1, 1, 0, 2, 2, 1, 2, 1, 1, 0, 1, 0, 1, 2, 1, 2, 1, 1, 1, 2, 4, 1, 2, 0, 0, 0, 3, 3, 1, 1, 0, 0, 1, 5, 3, 1, 1, 2, 3, 1, 1, 2, 1, 1, 4, 1, 4, 2, 0, 0, 82
F aeolian (1b), 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 2, 3, 0, 2, 0, 0, 1, 2, 2, 1, 2, 0, 0, 0, 4, 3, 0, 0, 1, 4, 1, 1, 1, 2, 1, 3, 0, 4, 2, 0, 0, 58
G aeolian (1#), 2, 1, 3, 2, 2, 3, 1, 1, 1, 2, 0, 2, 2, 1, 3, 2, 2, 3, 1, 1, 1, 2, 0, 2, 3, 2, 3, 2, 2, 2, 3, 3, 2, 2, 0, 1, 1, 3, 3, 2, 2, 1, 0, 1, 6, 4, 1, 2, 3, 4, 1, 2, 3, 2, 1, 3, 1, 4, 3, 0, 1, 119
F locrian (1b), 3, 2, 1, 1, 2, 0, 1, 1, 2, 1, 1, 1, 3, 2, 1, 1, 2, 0, 1, 1, 2, 1, 1, 1, 2, 2, 1, 0, 0, 1, 4, 3, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 4, 5, 2, 1, 2, 2, 0, 0, 0, 2, 2, 4, 1, 3, 3, 1, 0, 93
G locrian (1#), 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 1, 2, 3, 0, 2, 0, 0, 1, 2, 2, 1, 2, 0, 0, 0, 4, 2, 0, 0, 1, 4, 1, 1, 1, 2, 1, 3, 0, 5, 3, 0, 0, 60
Bb major (2b), 2, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 2, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 3, 1, 0, 0, 0, 1, 3, 2, 0, 2, 0, 1, 2, 2, 2, 2, 3, 1, 0, 0, 3, 4, 1, 1, 1, 2, 0, 0, 1, 2, 2, 3, 0, 3, 3, 0, 0, 67
D major (2#), 3, 2, 3, 1, 2, 4, 2, 2, 2, 3, 1, 2, 3, 2, 3, 1, 2, 4, 2, 2, 2, 3, 1, 2, 2, 3, 4, 2, 2, 1, 4, 4, 2, 2, 1, 1, 2, 4, 4, 3, 3, 2, 0, 1, 7, 6, 2, 3, 4, 5, 2, 2, 4, 1, 2, 2, 2, 3, 2, 1, 1, 150
G minor (2b), 3, 2, 1, 1, 3, 2, 0, 0, 2, 2, 0, 1, 3, 2, 1, 1, 3, 2, 0, 0, 2, 2, 0, 1, 4, 2, 1, 1, 1, 2, 4, 1, 1, 2, 0, 2, 2, 2, 2, 3, 4, 2, 0, 0, 4, 4, 1, 2, 2, 4, 0, 1, 2, 3, 2, 2, 0, 4, 4, 0, 1, 106
B minor (2#), 6, 4, 5, 0, 1, 3, 3, 3, 5, 4, 2, 2, 6, 4, 5, 0, 1, 3, 3, 3, 5, 4, 2, 2, 2, 5, 4, 1, 1, 1, 7, 6, 5, 3, 2, 2, 3, 1, 6, 7, 4, 3, 1, 2, 11, 10, 2, 3, 3, 4, 2, 2, 3, 1, 2, 4, 3, 2, 3, 2, 1, 200
G minor mel (2b), 2, 1, 2, 1, 3, 2, 0, 0, 1, 1, 0, 1, 2, 1, 2, 1, 3, 2, 0, 0, 1, 1, 0, 1, 4, 1, 2, 1, 1, 2, 3, 2, 1, 2, 0, 1, 2, 2, 2, 2, 3, 1, 0, 0, 5, 3, 0, 1, 2, 5, 1, 2, 2, 3, 1, 2, 0, 5, 4, 0, 1, 97
B minor mel (2#), 5, 5, 6, 0, 1, 2, 4, 3, 6, 4, 2, 2, 5, 5, 6, 0, 1, 2, 4, 3, 6, 4, 2, 3, 2, 6, 5, 2, 2, 2, 7, 7, 5, 4, 2, 2, 3, 1, 5, 8, 3, 4, 1, 3, 12, 11, 3, 4, 3, 3, 2, 3, 2, 2, 2, 5, 4, 3, 3, 2, 2, 221
Bb major blues (2b), 3, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 3, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 3, 2, 2, 1, 1, 1, 5, 4, 2, 2, 2, 1, 3, 3, 2, 3, 4, 1, 2, 2, 6, 6, 2, 2, 2, 3, 1, 1, 2, 2, 2, 5, 1, 4, 4, 1, 0, 128
D major blues (2#), 3, 3, 4, 2, 2, 4, 3, 2, 3, 3, 1, 2, 3, 3, 4, 2, 2, 4, 3, 2, 3, 3, 1, 3, 3, 4, 5, 3, 3, 3, 4, 6, 2, 3, 1, 1, 2, 4, 4, 4, 3, 3, 0, 2, 8, 7, 3, 4, 4, 5, 2, 3, 4, 3, 2, 5, 3, 5, 3, 1, 2, 189
G minor blues (2b), 3, 2, 2, 2, 2, 1, 1, 1, 2, 1, 1, 2, 3, 2, 2, 2, 2, 1, 1, 1, 2, 1, 1, 2, 3, 2, 2, 1, 1, 1, 5, 4, 2, 2, 2, 1, 2, 3, 2, 3, 4, 1, 2, 2, 6, 5, 2, 2, 2, 4, 1, 1, 2, 2, 2, 5, 1, 5, 4, 1, 0, 130
B minor blues (2#), 5, 4, 5, 2, 2, 4, 3, 2, 5, 5, 1, 3, 5, 4, 5, 2, 2, 4, 3, 2, 5, 5, 1, 4, 3, 5, 6, 3, 3, 3, 6, 9, 4, 3, 1, 2, 2, 2, 5, 8, 4, 4, 0, 2, 13, 10, 4, 5, 4, 5, 2, 3, 4, 3, 2, 8, 3, 5, 3, 1, 2, 235
Bb dorian (2b), 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 1, 2, 3, 0, 2, 0, 0, 2, 2, 2, 1, 2, 0, 0, 0, 4, 3, 0, 0, 1, 3, 1, 1, 1, 2, 1, 3, 0, 4, 3, 0, 0, 58
D dorian (2#), 2, 3, 4, 1, 2, 3, 3, 2, 3, 3, 1, 2, 2, 3, 4, 1, 2, 3, 3, 2, 3, 3, 1, 3, 2, 4, 5, 3, 3, 2, 4, 5, 2, 3, 1, 1, 2, 4, 3, 4, 2, 3, 0, 2, 8, 7, 3, 4, 4, 4, 2, 3, 3, 2, 2, 3, 3, 4, 2, 1, 2, 171
Bb phrygian (2b), 0, 1, 3, 2, 1, 2, 2, 1, 1, 1, 0, 1, 0, 1, 3, 2, 1, 2, 2, 1, 1, 1, 0, 2, 2, 2, 3, 2, 2, 2, 3, 5, 1, 2, 0, 0, 0, 3, 2, 4, 1, 1, 0, 2, 6, 5, 2, 2, 2, 3, 1, 2, 1, 2, 1, 5, 2, 5, 2, 0, 1, 110
D phrygian (2#), 1, 2, 4, 2, 2, 3, 2, 1, 2, 2, 0, 2, 1, 2, 4, 2, 2, 3, 2, 1, 2, 2, 0, 3, 3, 3, 4, 3, 3, 3, 4, 4, 2, 2, 0, 1, 1, 3, 2, 5, 2, 2, 0, 2, 7, 6, 2, 3, 3, 4, 1, 3, 2, 3, 1, 4, 2, 5, 3, 0, 2, 147
Bb lydian (2b), 3, 2, 3, 2, 3, 3, 1, 1, 2, 3, 0, 2, 3, 2, 3, 2, 3, 3, 1, 1, 2, 3, 0, 2, 3, 3, 3, 2, 2, 2, 4, 4, 2, 2, 0, 2, 2, 3, 3, 3, 4, 2, 0, 1, 6, 6, 2, 3, 3, 5, 1, 2, 3, 3, 2, 3, 1, 4, 3, 0, 1, 145
D lydian (2#), 3, 2, 3, 2, 3, 4, 1, 1, 2, 3, 0, 2, 3, 2, 3, 2, 3, 4, 1, 1, 2, 3, 0, 2, 4, 3, 3, 2, 2, 2, 5, 4, 2, 1, 0, 2, 2, 3, 3, 5, 5, 2, 0, 1, 7, 6, 2, 3, 3, 6, 1, 2, 3, 3, 2, 4, 1, 5, 4, 0, 1, 156
Bb mixolydian (2b), 2, 1, 3, 2, 2, 3, 1, 1, 1, 2, 0, 2, 2, 1, 3, 2, 2, 3, 1, 1, 1, 2, 0, 2, 2, 2, 3, 2, 2, 2, 3, 3, 2, 2, 0, 1, 1, 3, 3, 2, 2, 1, 0, 1, 6, 5, 1, 2, 3, 4, 1, 2, 3, 2, 1, 2, 1, 3, 2, 0, 1, 116
D mixolydian (2#), 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 2, 3, 0, 2, 0, 0, 1, 2, 2, 1, 2, 0, 0, 0, 4, 3, 0, 0, 1, 4, 1, 1, 1, 2, 1, 2, 0, 4, 2, 0, 0, 57
Bb aeolian (2b), 2, 1, 3, 2, 2, 3, 1, 1, 1, 2, 0, 2, 2, 1, 3, 2, 2, 3, 1, 1, 1, 2, 0, 2, 2, 2, 3, 2, 2, 2, 3, 3, 2, 2, 0, 1, 1, 3, 3, 2, 2, 1, 0, 1, 6, 5, 1, 2, 3, 4, 1, 2, 3, 2, 1, 2, 1, 3, 2, 0, 1, 116
D aeolian (2#), 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 2, 3, 0, 2, 0, 0, 1, 2, 2, 1, 2, 0, 0, 0, 4, 3, 0, 0, 1, 4, 1, 1, 1, 2, 1, 2, 0, 4, 2, 0, 0, 57
Bb locrian (2b), 1, 0, 2, 2, 1, 2, 1, 1, 0, 1, 0, 1, 1, 0, 2, 2, 1, 2, 1, 1, 0, 1, 0, 1, 1, 1, 2, 1, 1, 1, 2, 4, 1, 2, 0, 0, 0, 3, 3, 1, 1, 0, 0, 1, 5, 4, 1, 1, 2, 3, 1, 1, 2, 1, 1, 3, 1, 3, 1, 0, 0, 79
D locrian (2#), 2, 1, 0, 1, 2, 1, 0, 0, 1, 1, 0, 0, 2, 1, 0, 1, 2, 1, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 1, 3, 2, 0, 2, 0, 1, 1, 2, 2, 2, 3, 1, 0, 0, 3, 4, 1, 1, 1, 3, 0, 0, 1, 2, 2, 2, 0, 3, 2, 0, 0, 66
Eb major (3b), 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 2, 3, 0, 2, 0, 0, 1, 2, 2, 1, 2, 0, 0, 0, 4, 3, 0, 0, 1, 4, 1, 1, 1, 2, 1, 3, 0, 4, 2, 0, 0, 58
A major (3#), 2, 1, 3, 2, 2, 3, 1, 1, 1, 2, 0, 2, 2, 1, 3, 2, 2, 3, 1, 1, 1, 2, 0, 2, 3, 2, 3, 2, 2, 2, 3, 3, 2, 2, 0, 1, 1, 3, 3, 2, 2, 1, 0, 1, 6, 4, 1, 2, 3, 4, 1, 2, 3, 2, 1, 3, 1, 4, 3, 0, 1, 119
C minor (3b), 2, 1, 1, 0, 2, 2, 1, 1, 1, 1, 1, 0, 2, 1, 1, 0, 2, 2, 1, 1, 1, 1, 1, 0, 2, 1, 2, 0, 0, 0, 3, 4, 0, 2, 1, 0, 2, 3, 3, 2, 3, 1, 0, 0, 5, 4, 1, 1, 2, 5, 2, 1, 2, 1, 2, 2, 1, 4, 2, 1, 0, 91
F# minor (3#), 2, 1, 3, 3, 2, 4, 1, 1, 1, 2, 0, 4, 2, 1, 3, 3, 2, 4, 1, 1, 1, 2, 0, 4, 3, 3, 3, 3, 3, 2, 3, 5, 5, 1, 1, 1, 1, 2, 4, 3, 4, 1, 1, 2, 9, 8, 2, 3, 3, 4, 0, 1, 4, 2, 0, 7, 1, 3, 3, 0, 1, 150
C minor mel (3b), 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 0, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 0, 1, 1, 2, 1, 1, 1, 1, 3, 3, 1, 2, 0, 1, 0, 3, 3, 2, 2, 1, 0, 1, 4, 5, 2, 2, 2, 2, 0, 0, 2, 1, 2, 3, 1, 2, 1, 0, 0, 88
F# minor mel (3#), 3, 5, 3, 2, 1, 2, 3, 2, 4, 4, 1, 3, 3, 5, 3, 2, 1, 2, 3, 2, 4, 4, 1, 4, 3, 6, 4, 3, 3, 1, 5, 6, 4, 3, 2, 1, 3, 5, 4, 6, 3, 3, 1, 3, 11, 9, 5, 5, 4, 2, 1, 1, 3, 1, 2, 7, 3, 5, 1, 1, 1, 198
Eb major blues (3b), 1, 0, 2, 2, 1, 2, 1, 1, 0, 1, 0, 1, 1, 0, 2, 2, 1, 2, 1, 1, 0, 1, 0, 1, 1, 1, 2, 1, 1, 1, 2, 4, 1, 2, 0, 0, 0, 3, 3, 1, 1, 0, 0, 1, 5, 4, 1, 1, 2, 3, 1, 1, 2, 1, 1, 3, 1, 3, 1, 0, 0, 79
A major blues (3#), 0, 1, 3, 2, 1, 2, 2, 1, 1, 1, 0, 1, 0, 1, 3, 2, 1, 2, 2, 1, 1, 1, 0, 2, 2, 2, 3, 2, 2, 2, 3, 5, 1, 2, 0, 0, 0, 3, 2, 4, 1, 1, 0, 2, 6, 5, 2, 2, 2, 3, 1, 2, 1, 2, 1, 5, 2, 5, 2, 0, 1, 110
C minor blues (3b), 1, 2, 4, 2, 2, 3, 2, 1, 2, 2, 0, 2, 1, 2, 4, 2, 2, 3, 2, 1, 2, 2, 0, 3, 3, 3, 4, 3, 3, 3, 4, 4, 2, 2, 0, 1, 1, 3, 2, 5, 2, 2, 0, 2, 7, 6, 2, 3, 3, 4, 1, 3, 2, 3, 1, 4, 2, 5, 3, 0, 2, 147
F# minor blues (3#), 3, 2, 3, 2, 3, 3, 1, 1, 2, 3, 0, 2, 3, 2, 3, 2, 3, 3, 1, 1, 2, 3, 0, 2, 3, 3, 3, 2, 2, 2, 4, 4, 2, 2, 0, 2, 2, 3, 3, 3, 4, 2, 0, 1, 6, 6, 2, 3, 3, 5, 1, 2, 3, 3, 2, 3, 1, 4, 3, 0, 1, 145
Eb dorian (3b), 3, 2, 3, 2, 3, 4, 1, 1, 2, 3, 0, 2, 3, 2, 3, 2, 3, 4, 1, 1, 2, 3, 0, 2, 4, 3, 3, 2, 2, 2, 5, 4, 2, 1, 0, 2, 2, 3, 3, 5, 5, 2, 0, 1, 7, 6, 2, 3, 3, 6, 1, 2, 3, 3, 2, 4, 1, 5, 4, 0, 1, 156
A dorian (3#), 2, 1, 3, 2, 2, 3, 1, 1, 1, 2, 0, 2, 2, 1, 3, 2, 2, 3, 1, 1, 1, 2, 0, 2, 2, 2, 3, 2, 2, 2, 3, 3, 2, 2, 0, 1, 1, 3, 3, 2, 2, 1, 0, 1, 6, 5, 1, 2, 3, 4, 1, 2, 3, 2, 1, 2, 1, 3, 2, 0, 1, 116
Eb phrygian (3b), 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 2, 3, 0, 2, 0, 0, 1, 2, 2, 1, 2, 0, 0, 0, 4, 3, 0, 0, 1, 4, 1, 1, 1, 2, 1, 2, 0, 4, 2, 0, 0, 57
A phrygian (3#), 2, 1, 3, 2, 2, 3, 1, 1, 1, 2, 0, 2, 2, 1, 3, 2, 2, 3, 1, 1, 1, 2, 0, 2, 2, 2, 3, 2, 2, 2, 3, 3, 2, 2, 0, 1, 1, 3, 3, 2, 2, 1, 0, 1, 6, 5, 1, 2, 3, 4, 1, 2, 3, 2, 1, 2, 1, 3, 2, 0, 1, 116
Eb lydian (3b), 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 2, 3, 0, 2, 0, 0, 1, 2, 2, 1, 2, 0, 0, 0, 4, 3, 0, 0, 1, 4, 1, 1, 1, 2, 1, 2, 0, 4, 2, 0, 0, 57
