 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, rowcost
E lydian (4#), 1, 1, 1, 1, 1, 2, 0, 2, 0, 0, 1, 1, 1, 4, 1, 0, 0, 0, 0, 0, 1, 4, 1, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 25
Ab mixolydian (4b), 1, 1, 1, 1, 2, 3, 0, 2, 0, 0, 1, 1, 1, 4, 1, 0, 0, 0, 0, 1, 1, 4, 1, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 28
E mixolydian (4#), 0, 0, 0, 0, 1, 3, 1, 3, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 2, 1, 1, 2, 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 1, 21
Ab aeolian (4b), 0, 0, 0, 0, 1, 3, 1, 3, 0, 0, 0, 0, 1, 3, 0, 0, 1, 0, 2, 1, 1, 3, 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 1, 23
E aeolian (4#), 0, 0, 0, 0, 1, 3, 0, 3, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 1, 16
Ab locrian (4b), 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 10
E locrian (4#), 0, 0, 0, 0, 1, 3, 0, 3, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 1, 16
Db major (5b), 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 10
B major (5#), 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 1, 13
Bb minor (5b), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 7
G# minor (5#), 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 10
Bb minor mel (5b), 0, 0, 0, 0, 1, 3, 0, 3, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 1, 16
G# minor mel (5#), 1, 1, 1, 1, 1, 1, 0, 2, 0, 0, 1, 1, 1, 2, 1, 0, 1, 1, 2, 0, 1, 2, 1, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 0, 25
Db major blues (5b), 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 1, 13
B major blues (5#), 1, 1, 1, 1, 1, 2, 0, 2, 0, 0, 1, 1, 1, 4, 1, 0, 0, 0, 0, 0, 1, 4, 1, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 25
Bb minor blues (5b), 1, 1, 1, 1, 2, 3, 0, 2, 0, 0, 1, 1, 1, 4, 1, 0, 0, 0, 0, 1, 1, 4, 1, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 28
G# minor blues (5#), 0, 0, 0, 0, 1, 3, 1, 3, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 2, 1, 1, 2, 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 1, 21
Db dorian (5b), 0, 0, 0, 0, 1, 3, 1, 3, 0, 0, 0, 0, 1, 3, 0, 0, 1, 0, 2, 1, 1, 3, 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 1, 23
B dorian (5#), 0, 0, 0, 0, 1, 3, 0, 3, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 1, 16
Db phrygian (5b), 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 10
B phrygian (5#), 0, 0, 0, 0, 1, 3, 0, 3, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 1, 16
Db lydian (5b), 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 10
B lydian (5#), 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 1, 13
Db mixolydian (5b), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 7
B mixolydian (5#), 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 10
Db aeolian (5b), 0, 0, 0, 0, 1, 3, 0, 3, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 1, 16
B aeolian (5#), 1, 1, 1, 1, 1, 1, 0, 2, 0, 0, 1, 1, 1, 2, 1, 0, 1, 1, 2, 0, 1, 2, 1, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 0, 25
Db locrian (5b), 1, 1, 1, 1, 1, 2, 1, 2, 0, 1, 1, 1, 2, 4, 0, 0, 1, 0, 1, 2, 2, 4, 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 31
B locrian (5#), 2, 2, 2, 2, 3, 3, 0, 2, 0, 0, 2, 2, 2, 5, 2, 0, 0, 1, 0, 1, 2, 5, 2, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 1, 43
Gb major (6b), 3, 3, 3, 3, 2, 1, 2, 1, 0, 1, 3, 3, 3, 6, 2, 0, 1, 1, 0, 1, 3, 6, 2, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 1, 54
F# major (6#), 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 1, 13
Eb minor (6b), 1, 1, 1, 1, 1, 2, 0, 2, 0, 0, 1, 1, 1, 4, 1, 0, 0, 0, 0, 0, 1, 4, 1, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 25
D# minor (6#), 1, 1, 1, 1, 2, 3, 0, 2, 0, 0, 1, 1, 1, 4, 1, 0, 0, 0, 0, 1, 1, 4, 1, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 28
Eb minor mel (6b), 0, 0, 0, 0, 1, 3, 1, 3, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 2, 1, 1, 2, 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 1, 21
D# minor mel (6#), 0, 0, 0, 0, 1, 3, 1, 3, 0, 0, 0, 0, 1, 3, 0, 0, 1, 0, 2, 1, 1, 3, 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 1, 23
Gb major blues (6b), 0, 0, 0, 0, 1, 3, 0, 3, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 1, 16
F# major blues (6#), 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 10
Eb minor blues (6b), 0, 0, 0, 0, 1, 3, 0, 3, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 1, 16
D# minor blues (6#), 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 10
Gb dorian (6b), 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 1, 13
F# dorian (6#), 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 7
Gb phrygian (6b), 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 10
F# phrygian (6#), 0, 0, 0, 0, 1, 3, 0, 3, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 1, 16
Gb lydian (6b), 4, 4, 4, 4, 2, 0, 5, 0, 2, 2, 4, 4, 2, 7, 4, 2, 3, 2, 1, 2, 2, 7, 4, 2, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 0, 79
F# lydian (6#), 2, 2, 2, 2, 1, 0, 3, 0, 1, 1, 2, 2, 1, 4, 2, 1, 2, 1, 1, 1, 1, 4, 2, 1, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 0, 43
Gb mixolydian (6b), 5, 5, 5, 5, 4, 1, 4, 0, 2, 2, 5, 5, 3, 8, 5, 2, 2, 3, 0, 3, 3, 8, 5, 2, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 0, 92
F# mixolydian (6#), 3, 3, 3, 3, 3, 1, 2, 0, 1, 1, 3, 3, 2, 5, 3, 1, 1, 2, 0, 2, 2, 5, 3, 1, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 0, 56
Gb aeolian (6b), 5, 5, 5, 5, 3, 0, 5, 0, 2, 2, 5, 5, 3, 8, 5, 2, 2, 3, 0, 2, 3, 8, 5, 2, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 0, 90
F# aeolian (6#), 3, 3, 3, 3, 2, 0, 3, 0, 1, 1, 3, 3, 2, 5, 3, 1, 1, 2, 0, 1, 2, 5, 3, 1, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 0, 54
Gb locrian (6b), 5, 5, 5, 5, 4, 2, 2, 1, 0, 2, 5, 5, 4, 9, 3, 0, 2, 1, 0, 3, 4, 9, 3, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 1, 85
F# locrian (6#), 3, 3, 3, 3, 3, 2, 1, 1, 0, 1, 3, 3, 3, 6, 2, 0, 1, 1, 0, 2, 3, 6, 2, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 1, 56
Cb major (7b), 6, 6, 6, 6, 5, 1, 4, 0, 2, 2, 6, 6, 4, 9, 6, 2, 2, 4, 0, 3, 4, 9, 6, 2, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 0, 107
C# major (7#), 3, 3, 3, 3, 2, 0, 3, 0, 1, 1, 3, 3, 1, 5, 3, 1, 2, 1, 1, 1, 1, 5, 3, 1, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 0, 55
Ab minor (7b), 2, 2, 2, 2, 2, 1, 3, 0, 2, 1, 2, 2, 2, 2, 3, 2, 1, 3, 0, 2, 2, 2, 3, 2, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 0, 47
A# minor (7#), 4, 4, 4, 4, 2, 0, 4, 1, 0, 2, 4, 4, 2, 4, 2, 0, 3, 0, 2, 2, 2, 4, 2, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 0, 62
Ab minor mel (7b), 2, 2, 2, 2, 1, 0, 4, 0, 2, 1, 2, 2, 2, 2, 3, 2, 1, 3, 0, 1, 2, 2, 3, 2, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 0, 45
A# minor mel (7#), 2, 2, 2, 2, 0, 0, 4, 1, 0, 2, 2, 2, 2, 2, 0, 0, 3, 0, 2, 2, 2, 2, 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 0, 38
Cb major blues (7b), 6, 6, 6, 6, 5, 3, 5, 2, 2, 2, 6, 6, 5, 10, 6, 2, 2, 4, 0, 3, 5, 10, 6, 2, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 1, 117
C# major blues (7#), 4, 4, 4, 4, 2, 0, 5, 0, 2, 2, 4, 4, 2, 7, 4, 2, 3, 2, 1, 2, 2, 7, 4, 2, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 0, 79
Ab minor blues (7b), 2, 2, 2, 2, 1, 0, 3, 0, 1, 1, 2, 2, 1, 4, 2, 1, 2, 1, 1, 1, 1, 4, 2, 1, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 0, 43
A# minor blues (7#), 5, 5, 5, 5, 4, 1, 4, 0, 2, 2, 5, 5, 3, 8, 5, 2, 2, 3, 0, 3, 3, 8, 5, 2, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 0, 92
Cb dorian (7b), 3, 3, 3, 3, 3, 1, 2, 0, 1, 1, 3, 3, 2, 5, 3, 1, 1, 2, 0, 2, 2, 5, 3, 1, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 0, 56
C# dorian (7#), 5, 5, 5, 5, 3, 0, 5, 0, 2, 2, 5, 5, 3, 8, 5, 2, 2, 3, 0, 2, 3, 8, 5, 2, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 0, 90
Cb phrygian (7b), 3, 3, 3, 3, 2, 0, 3, 0, 1, 1, 3, 3, 2, 5, 3, 1, 1, 2, 0, 1, 2, 5, 3, 1, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 0, 54
C# phrygian (7#), 5, 5, 5, 5, 4, 2, 2, 1, 0, 2, 5, 5, 4, 9, 3, 0, 2, 1, 0, 3, 4, 9, 3, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5, 1, 85
Cb lydian (7b), 3, 3, 3, 3, 3, 2, 1, 1, 0, 1, 3, 3, 3, 6, 2, 0, 1, 1, 0, 2, 3, 6, 2, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 1, 56
C# lydian (7#), 6, 6, 6, 6, 5, 1, 4, 0, 2, 2, 6, 6, 4, 9, 6, 2, 2, 4, 0, 3, 4, 9, 6, 2, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 0, 107
Cb mixolydian (7b), 3, 3, 3, 3, 2, 0, 3, 0, 1, 1, 3, 3, 1, 5, 3, 1, 2, 1, 1, 1, 1, 5, 3, 1, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3, 0, 55
C# mixolydian (7#), 2, 2, 2, 2, 2, 1, 3, 0, 2, 1, 2, 2, 2, 2, 3, 2, 1, 3, 0, 2, 2, 2, 3, 2, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 0, 47
Cb aeolian (7b), 4, 4, 4, 4, 2, 0, 4, 1, 0, 2, 4, 4, 2, 4, 2, 0, 3, 0, 2, 2, 2, 4, 2, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 0, 62
C# aeolian (7#), 2, 2, 2, 2, 1, 0, 4, 0, 2, 1, 2, 2, 2, 2, 3, 2, 1, 3, 0, 1, 2, 2, 3, 2, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2, 0, 45
Cb locrian (7b), 4, 4, 4, 4, 5, 3, 0, 2, 0, 0, 4, 4, 3, 8, 4, 0, 0, 2, 0, 1, 3, 8, 4, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 4, 1, 72
C# locrian (7#), 6, 6, 6, 6, 5, 3, 5, 2, 2, 2, 6, 6, 5, 10, 6, 2, 2, 4, 0, 3, 5, 10, 6, 2, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6, 1, 117
