 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, rowcost
C major (0),  ,  ,  , 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 13
A minor (0),  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 3, 2, 0, 1, 0, 1, 0, 2, 1, 1, 0, 1, 2, 1, 1, 0, 0, 0, 23
A minor mel (0),  ,  ,  , 2, 0, 2, 0, 1, 0, 1, 0, 2, 0, 2, 0, 2, 3, 1, 1, 2, 0, 2, 1, 3, 1, 2, 1, 2, 3, 2, 2, 1, 1, 1, 41
C major blues (0),  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 2, 2, 1, 2, 0, 1, 1, 3, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 33
A minor blues (0),  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 3, 2, 1, 2, 0, 1, 1, 3, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 34
C dorian (0),  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 2, 1, 1, 1, 0, 1, 1, 3, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 31
C phrygian (0),  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6
C lydian (0),  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 2, 1, 1, 1, 0, 1, 1, 3, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 31
C mixolydian (0),  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6
C aeolian (0),  ,  ,  , 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 13
C locrian (0),  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
F major (1b),  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5
G major (1#),  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 2, 1, 1, 1, 0, 1, 1, 3, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 31
D minor (1b),  ,  ,  , 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 2, 3, 0, 1, 0, 1, 0, 2, 1, 1, 0, 0, 2, 1, 1, 0, 0, 0, 21
E minor (1#),  ,  ,  , 1, 0, 1, 1, 2, 0, 1, 0, 1, 0, 1, 1, 3, 2, 2, 1, 1, 0, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 34
D minor mel (1b),  ,  ,  , 0, 0, 0, 0, 2, 1, 2, 0, 1, 0, 1, 0, 2, 3, 3, 0, 0, 0, 1, 0, 3, 2, 1, 0, 0, 3, 2, 1, 0, 0, 0, 28
E minor mel (1#),  ,  ,  , 1, 0, 1, 1, 3, 1, 2, 0, 2, 0, 2, 1, 4, 3, 3, 1, 1, 0, 2, 1, 3, 2, 2, 1, 1, 3, 3, 2, 1, 1, 1, 49
F major blues (1b),  ,  ,  , 1, 1, 1, 0, 1, 0, 2, 1, 1, 1, 1, 0, 1, 2, 1, 0, 2, 1, 1, 0, 2, 2, 1, 0, 1, 2, 2, 1, 0, 0, 0, 29
G major blues (1#),  ,  ,  , 1, 0, 1, 0, 2, 1, 2, 0, 2, 0, 2, 0, 3, 3, 3, 1, 2, 0, 2, 1, 4, 2, 2, 1, 1, 4, 3, 2, 1, 1, 1, 48
D minor blues (1b),  ,  ,  , 1, 1, 1, 0, 1, 0, 2, 1, 1, 1, 1, 0, 1, 2, 2, 0, 2, 1, 1, 0, 2, 2, 1, 0, 1, 2, 2, 1, 0, 0, 0, 30
E minor blues (1#),  ,  ,  , 1, 0, 1, 0, 2, 1, 2, 0, 2, 0, 2, 0, 3, 4, 3, 1, 2, 0, 2, 1, 4, 2, 2, 1, 1, 4, 3, 2, 1, 1, 1, 49
F dorian (1b),  ,  ,  , 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 12
G dorian (1#),  ,  ,  , 1, 0, 1, 0, 2, 1, 2, 0, 2, 0, 2, 0, 3, 3, 2, 1, 1, 0, 2, 1, 4, 2, 2, 1, 1, 4, 3, 2, 1, 1, 1, 46
F phrygian (1b),  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
G phrygian (1#),  ,  ,  , 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 13
F lydian (1b),  ,  ,  , 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 12
G lydian (1#),  ,  ,  , 1, 0, 1, 0, 2, 1, 2, 0, 2, 0, 2, 0, 3, 3, 2, 1, 1, 0, 2, 1, 4, 2, 2, 1, 1, 4, 3, 2, 1, 1, 1, 46
F mixolydian (1b),  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
G mixolydian (1#),  ,  ,  , 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 13
F aeolian (1b),  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5
G aeolian (1#),  ,  ,  , 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 2, 2, 1, 1, 1, 0, 1, 1, 3, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 31
F locrian (1b),  ,  ,  , 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 2, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 18
G locrian (1#),  ,  ,  , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6
