 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 1, 2, 0, 3, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1,  ,  ,  , 1,  ,  , 0, 0, 1, 1, 17
A minor (0), 1, 2, 0, 5, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0,  ,  ,  , 1,  ,  , 0, 0, 1, 1, 17
F major (1b), 0, 1, 0, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 1, 1, 9
G major (1#), 2, 2, 1, 2, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2, 32
D minor (1b), 1, 2, 0, 3, 0, 1, 1, 2, 1, 1, 1, 2, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 1, 1, 18
E minor (1#), 3, 2, 1, 3, 2, 3, 1, 1, 2, 2, 1, 1, 3, 3,  ,  ,  , 1,  ,  , 2, 2, 1, 1, 35
Bb major (2b), 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 0, 0, 4
D major (2#), 3, 3, 1, 2, 2, 3, 2, 3, 2, 3, 2, 3, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2, 40
G minor (2b), 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2,  ,  ,  , 0,  ,  , 1, 1, 1, 1, 20
B minor (2#), 5, 2, 1, 4, 1, 2, 2, 3, 2, 2, 2, 3, 1, 2,  ,  ,  , 0,  ,  , 1, 1, 2, 2, 38
Eb major (3b), 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  ,  ,  , 0,  ,  , 0, 0, 0, 0, 3
A major (3#), 3, 3, 1, 4, 2, 2, 2, 3, 2, 3, 2, 3, 2, 1,  ,  ,  , 1,  ,  , 1, 1, 2, 2, 40
C minor (3b), 2, 2, 0, 2, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0,  ,  ,  , 1,  ,  , 0, 0, 0, 0, 11
F# minor (3#), 3, 2, 0, 3, 1, 1, 1, 2, 1, 2, 1, 2, 1, 0,  ,  ,  , 1,  ,  , 0, 0, 1, 1, 23
Ab major (4b), 5, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1,  ,  ,  , 0,  ,  , 1, 1, 0, 0, 12
E major (4#), 4, 3, 1, 3, 2, 2, 2, 2, 3, 3, 2, 2, 3, 2,  ,  ,  , 1,  ,  , 2, 2, 1, 1, 41
F minor (4b), 1, 0, 0, 3, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1,  ,  ,  , 0,  ,  , 1, 1, 1, 1, 13
C# minor (4#), 3, 1, 1, 3, 2, 2, 1, 1, 2, 2, 1, 1, 3, 2,  ,  ,  , 1,  ,  , 2, 2, 1, 1, 32
Db major (5b), 5, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2,  ,  ,  , 0,  ,  , 2, 2, 0, 0, 18
B major (5#), 5, 2, 1, 3, 1, 1, 2, 2, 3, 2, 2, 2, 2, 2,  ,  ,  , 0,  ,  , 2, 2, 1, 1, 36
Bb minor (5b), 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 2,  ,  ,  , 0,  ,  , 1, 1, 0, 0, 8
G# minor (5#), 5, 1, 1, 4, 1, 1, 2, 2, 4, 2, 2, 2, 3, 3,  ,  ,  , 0,  ,  , 3, 3, 1, 1, 41
Gb major (6b), 6, 1, 0, 3, 0, 0, 1, 1, 3, 1, 1, 1, 2, 2,  ,  ,  , 0,  ,  , 2, 2, 0, 0, 26
F# major (6#), 4, 1, 0, 2, 0, 0, 1, 1, 2, 1, 1, 1, 1, 1,  ,  ,  , 0,  ,  , 1, 1, 0, 0, 18
Eb minor (6b), 2, 2, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0,  ,  ,  , 0,  ,  , 0, 0, 0, 0, 10
D# minor (6#), 3, 2, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0,  ,  ,  , 0,  ,  , 0, 0, 0, 0, 11
Cb major (7b), 8, 3, 1, 4, 1, 1, 3, 3, 5, 3, 3, 3, 3, 3,  ,  ,  , 0,  ,  , 3, 3, 1, 1, 52
C# major (7#), 3, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1,  ,  ,  , 0,  ,  , 1, 1, 0, 0, 10
Ab minor (7b), 7, 1, 1, 3, 1, 1, 2, 2, 3, 2, 2, 2, 2, 2,  ,  ,  , 0,  ,  , 2, 2, 1, 1, 37
A# minor (7#), 0, 0, 0, 2, 0, 1, 0, 0, 2, 0, 0, 0, 2, 3,  ,  ,  , 0,  ,  , 2, 2, 0, 0, 14
