 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 0, 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 21
A minor (0), 0, 2, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 2, 2, 2, 4, 1, 1, 1, 1, 1, 34
A minor mel (0), 0, 2, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 2, 2, 2, 4, 1, 1, 1, 1, 1, 35
C major blues (0), 0, 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 2, 0, 1, 1, 1, 1, 22
A minor blues (0), 0, 1, 1, 3, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 3, 0, 1, 1, 1, 1, 24
C dorian (0), 0, 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 2, 0, 1, 1, 1, 1, 22
C phrygian (0), 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2
C lydian (0), 0, 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 2, 0, 1, 1, 1, 1, 22
C mixolydian (0), 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2
C aeolian (0), 0, 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 21
C locrian (0), 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2
F major (1b), 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2
G major (1#), 0, 1, 1, 3, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 3, 0, 1, 1, 1, 1, 24
D minor (1b), 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 8
E minor (1#), 1, 1, 2, 3, 0, 1, 1, 1, 2, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 2, 3, 0, 1, 1, 1, 1, 28
D minor mel (1b), 0, 1, 1, 2, 0, 1, 1, 1, 1, 2, 2, 2, 0, 1, 1, 2, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 27
E minor mel (1#), 1, 1, 2, 2, 0, 1, 1, 1, 2, 2, 2, 2, 0, 1, 1, 2, 1, 1, 1, 2, 2, 0, 1, 1, 1, 1, 32
F major blues (1b), 0, 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 21
G major blues (1#), 0, 1, 1, 3, 0, 1, 1, 1, 1, 2, 2, 2, 0, 1, 1, 2, 1, 1, 1, 1, 3, 0, 1, 1, 1, 1, 30
D minor blues (1b), 0, 1, 1, 3, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 3, 0, 1, 1, 1, 1, 23
E minor blues (1#), 0, 1, 1, 3, 0, 1, 1, 1, 1, 2, 2, 2, 0, 1, 1, 2, 1, 1, 1, 1, 3, 0, 1, 1, 1, 1, 30
F dorian (1b), 0, 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 2, 0, 1, 1, 1, 1, 21
G dorian (1#), 0, 1, 1, 2, 0, 1, 1, 1, 1, 2, 2, 2, 0, 1, 1, 2, 1, 1, 1, 1, 2, 0, 1, 1, 1, 1, 28
F phrygian (1b), 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2
