 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, rowcost
C major (0), 0, 1, 1, 1, 2, 0, 1, 2, 2, 2, 0, 4, 3, 0, 0, 1, 0, 20
A minor (0), 1, 2, 2, 2, 4, 1, 1, 3, 4, 4, 1, 3, 4, 0, 0, 2, 0, 34
A minor mel (0), 1, 2, 2, 3, 5, 1, 1, 4, 5, 5, 1, 2, 5, 1, 1, 2, 0, 41
C major blues (0), 0, 1, 1, 3, 4, 0, 1, 3, 3, 4, 0, 5, 4, 1, 1, 1, 0, 32
A minor blues (0), 0, 1, 1, 3, 5, 0, 2, 3, 4, 5, 0, 5, 4, 1, 1, 1, 0, 36
C dorian (0), 0, 1, 1, 2, 3, 0, 1, 3, 3, 3, 0, 3, 4, 1, 1, 1, 0, 27
C phrygian (0), 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 5, 2, 0, 0, 1, 0, 15
C lydian (0), 0, 1, 1, 2, 3, 0, 1, 3, 3, 3, 0, 3, 4, 1, 1, 1, 0, 27
C mixolydian (0), 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 5, 2, 0, 0, 1, 0, 15
C aeolian (0), 0, 1, 1, 1, 2, 0, 1, 2, 2, 2, 0, 4, 3, 0, 0, 1, 0, 20
C locrian (0), 0, 0, 0, 1, 2, 0, 1, 1, 0, 2, 0, 5, 2, 0, 0, 0, 0, 14
F major (1b), 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 5, 2, 0, 0, 1, 0, 15
G major (1#), 0, 1, 1, 2, 3, 0, 1, 3, 3, 3, 0, 3, 4, 1, 1, 1, 0, 27
D minor (1b), 0, 2, 2, 1, 3, 1, 3, 2, 2, 3, 1, 6, 3, 1, 1, 2, 1, 34
E minor (1#), 0, 0, 0, 3, 6, 1, 3, 4, 5, 6, 1, 4, 5, 1, 1, 0, 0, 40
