 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, rowcost
Eb major (3b), 2/1, 1/1, 1/1, 1/0, 2/1, 1/1, 4/2, 1/1, 1/1, 3/2, 1/1, 3/3, 1/1, 3/3, 1/1, 2/1, 1/0, 2/0, 2/1, 2/0, 1/1, 1/1, 1/1, 2/2, 3/1, 3/1, 1/1, 3/3, 2/2, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 54/37
A major (3#), 0/0, 1/0, 1/1, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/1, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 22/3
C minor (3b), 2/0, 1/0, 1/0, 1/0, 1/0, 1/0, 3/0, 1/0, 1/1, 2/0, 1/0, 2/0, 1/0, 3/1, 1/0, 2/2, 1/2, 2/0, 2/1, 2/0, 1/0, 1/0, 1/0, 2/0, 2/1, 2/0, 1/0, 2/0, 2/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 47/8
F# minor (3#), 0/0, 1/0, 1/1, 1/0, 1/1, 1/0, 1/1, 0/0, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 2/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 1/0, 1/1, 1/1, 0/0, 1/1, 0/0, 1/0, 1/1, 1/0, 0/0, 1/1, 1/1, 1/1, 1/1, 22/14
Ab major (4b), 3/2, 1/0, 2/1, 2/2, 3/1, 1/1, 5/4, 2/1, 1/1, 4/3, 2/1, 4/5, 1/1, 2/0, 1/0, 1/1, 1/0, 3/2, 1/1, 3/2, 1/1, 1/1, 2/1, 2/2, 5/3, 4/3, 2/1, 4/5, 2/2, 0/0, 2/2, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 69/51
E major (4#), 0/0, 1/0, 2/1, 1/0, 2/0, 1/0, 1/0, 1/0, 0/0, 1/1, 1/0, 1/1, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 2/2, 1/0, 1/0, 1/0, 0/0, 1/0, 2/1, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 29/6
F minor (4b), 2/0, 1/0, 2/1, 1/0, 2/0, 1/0, 3/1, 2/0, 1/0, 2/1, 2/0, 2/2, 1/0, 2/1, 1/0, 1/0, 1/0, 2/0, 1/0, 2/0, 1/0, 1/0, 2/0, 2/0, 4/1, 2/0, 2/0, 2/2, 2/1, 0/0, 2/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 53/10
C# minor (4#), 0/0, 2/0, 2/1, 1/0, 2/1, 1/0, 1/1, 1/0, 0/0, 1/1, 1/0, 1/1, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/0, 1/0, 2/6, 3/2, 1/1, 1/0, 1/1, 0/0, 2/0, 2/1, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 34/16
Db major (5b), 2/2, 2/0, 3/3, 2/2, 4/3, 1/1, 5/4, 3/2, 1/0, 4/3, 3/2, 4/5, 1/1, 2/0, 0/0, 1/1, 0/0, 2/2, 1/1, 2/2, 1/1, 2/1, 3/4, 3/0, 5/7, 4/3, 3/2, 4/5, 1/1, 1/0, 3/3, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 74/62
B major (5#), 1/0, 1/0, 2/1, 2/0, 2/1, 1/0, 2/0, 1/0, 0/0, 2/1, 1/0, 2/1, 0/0, 0/0, 1/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 3/1, 2/0, 1/1, 2/0, 0/0, 1/0, 2/1, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 39/7
Bb minor (5b), 1/0, 2/1, 2/1, 1/0, 3/1, 1/0, 4/2, 2/1, 1/0, 3/1, 2/1, 3/3, 1/0, 2/1, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 2/0, 2/1, 3/1, 3/1, 3/1, 2/1, 3/3, 1/1, 1/0, 2/1, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 56/22
G# minor (5#), 1/0, 2/0, 3/2, 2/0, 3/3, 1/0, 2/1, 2/2, 0/0, 2/1, 2/2, 2/1, 0/0, 0/0, 1/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 2/0, 2/0, 2/0, 5/7, 2/1, 2/2, 2/1, 0/0, 2/0, 3/2, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 52/25
Gb major (6b), 2/2, 2/2, 4/3, 2/2, 3/3, 2/1, 4/4, 2/3, 1/1, 3/3, 2/2, 3/5, 1/0, 1/0, 1/0, 1/0, 0/0, 2/2, 1/1, 2/2, 1/1, 3/3, 2/4, 3/6, 6/8, 3/3, 2/2, 3/5, 1/0, 2/2, 4/3, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 74/73
F# major (6#), 1/0, 1/0, 3/1, 1/0, 2/1, 2/0, 3/1, 1/0, 1/0, 2/1, 1/0, 2/1, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 2/0, 1/0, 2/0, 3/1, 2/1, 1/0, 2/1, 1/0, 1/0, 3/1, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 51/9
Eb minor (6b), 1/0, 1/0, 3/1, 1/0, 2/1, 2/1, 3/3, 1/1, 1/1, 2/2, 1/1, 2/3, 1/1, 1/0, 1/0, 1/1, 0/0, 1/0, 1/1, 1/0, 1/1, 2/1, 1/0, 2/0, 3/2, 2/2, 1/0, 2/3, 1/1, 1/0, 3/1, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 51/28
D# minor (6#), 2/0, 2/0, 4/2, 2/2, 3/3, 2/0, 4/3, 2/0, 1/0, 3/3, 2/2, 3/5, 1/0, 1/0, 1/0, 1/0, 0/0, 2/0, 1/0, 2/2, 1/0, 3/0, 2/0, 3/0, 6/8, 3/3, 2/2, 3/5, 1/0, 2/0, 4/2, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 74/42
Cb major (7b), 2/2, 2/2, 4/5, 3/2, 4/4, 2/2, 4/6, 2/2, 0/0, 4/4, 2/2, 4/6, 0/0, 0/0, 2/2, 0/0, 0/0, 2/2, 0/0, 2/2, 0/0, 2/2, 2/4, 2/6, 6/8, 4/4, 2/2, 4/6, 0/0, 2/2, 4/5, 1/0, 0/0, 2/2, 2/2, 2/2, 2/2, 76/90
C# major (7#), 1/0, 3/0, 2/1, 1/0, 3/1, 1/0, 4/1, 2/0, 1/0, 3/1, 2/0, 3/1, 1/0, 2/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 3/0, 2/2, 4/0, 4/2, 3/1, 2/0, 3/1, 1/0, 2/0, 2/1, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 61/12
Ab minor (7b), 2/2, 1/0, 2/1, 3/2, 2/1, 1/1, 3/4, 1/0, 0/0, 3/3, 1/0, 3/5, 0/0, 0/0, 1/0, 0/0, 0/0, 2/2, 0/1, 2/2, 0/1, 1/1, 1/0, 1/0, 4/3, 3/3, 1/0, 3/5, 0/0, 1/0, 2/1, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 49/38
A# minor (7#), 2/0, 3/0, 4/4, 2/0, 4/1, 2/2, 6/5, 3/2, 2/2, 4/3, 3/2, 4/5, 2/2, 3/2, 0/0, 2/2, 0/0, 2/0, 2/2, 2/2, 2/2, 4/2, 3/0, 5/2, 6/8, 4/3, 3/2, 4/5, 2/2, 2/0, 4/4, 0/0, 2/2, 0/0, 0/0, 0/0, 0/0, 93/68
