 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, rowcost
F minor (4b), 2, 1, 1, 1, 2, 0, 2, 2, 0, 2, 2, 2, 0, 1, 2, 0, 1, 2, 0, 2, 0, 0, 2, 1, 4, 2, 2, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 40
C# minor (4#), 0, 3, 1, 1, 3, 0, 2, 2, 0, 2, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 3, 3, 2, 2, 2, 0, 2, 1, 1, 0, 0, 0, 0, 0, 39
Db major (5b), 2, 2, 3, 2, 4, 1, 5, 3, 1, 4, 3, 4, 1, 2, 0, 1, 0, 2, 1, 2, 1, 2, 3, 3, 5, 4, 3, 4, 1, 1, 3, 0, 1, 0, 0, 0, 0, 74
B major (5#), 1, 1, 2, 2, 2, 1, 2, 1, 0, 2, 1, 2, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 3, 2, 1, 2, 0, 1, 2, 1, 0, 1, 1, 1, 1, 39
Bb minor (5b), 0, 2, 2, 0, 3, 1, 3, 2, 2, 2, 3, 2, 1, 2, 0, 1, 1, 0, 1, 0, 1, 2, 2, 3, 2, 2, 3, 2, 1, 1, 2, 0, 1, 0, 0, 0, 0, 50
G# minor (5#), 2, 0, 3, 2, 3, 1, 2, 2, 0, 2, 2, 2, 0, 0, 2, 0, 1, 2, 0, 2, 0, 0, 2, 0, 6, 2, 2, 2, 1, 0, 3, 1, 0, 1, 1, 1, 1, 51
Gb major (6b), 2, 2, 4, 2, 3, 2, 4, 2, 1, 3, 2, 3, 1, 1, 1, 1, 0, 2, 1, 2, 1, 3, 2, 3, 6, 3, 2, 3, 1, 2, 4, 0, 1, 1, 1, 1, 1, 74
F# major (6#), 1, 1, 3, 1, 2, 2, 3, 1, 1, 2, 1, 2, 1, 1, 1, 1, 0, 1, 1, 1, 1, 2, 1, 2, 3, 2, 1, 2, 1, 1, 3, 0, 1, 1, 1, 1, 1, 51
Eb minor (6b), 1, 1, 2, 1, 1, 2, 3, 0, 1, 2, 0, 2, 1, 2, 1, 2, 0, 1, 2, 1, 1, 2, 0, 2, 2, 2, 0, 2, 1, 1, 2, 0, 1, 1, 1, 1, 1, 46
D# minor (6#), 2, 2, 2, 2, 1, 2, 4, 0, 1, 3, 0, 3, 1, 2, 1, 2, 0, 2, 2, 2, 1, 3, 0, 3, 4, 3, 0, 3, 1, 2, 2, 0, 1, 1, 1, 1, 1, 61
Cb major (7b), 2, 2, 4, 3, 4, 2, 4, 2, 0, 4, 2, 4, 0, 0, 2, 0, 0, 2, 0, 2, 0, 2, 2, 2, 6, 4, 2, 4, 0, 2, 4, 1, 0, 2, 2, 2, 2, 76
C# major (7#), 1, 3, 2, 1, 3, 1, 4, 2, 1, 3, 2, 3, 1, 2, 0, 1, 0, 1, 1, 1, 1, 3, 2, 4, 4, 3, 2, 3, 1, 2, 2, 0, 1, 0, 0, 0, 0, 61
Ab minor (7b), 3, 0, 2, 3, 2, 1, 3, 1, 0, 3, 1, 3, 0, 0, 2, 0, 1, 3, 0, 3, 0, 0, 1, 0, 5, 3, 1, 3, 1, 0, 2, 1, 0, 1, 1, 1, 1, 52
A# minor (7#), 0, 3, 4, 0, 4, 2, 4, 3, 3, 2, 4, 2, 2, 3, 0, 2, 1, 0, 2, 0, 2, 4, 3, 5, 4, 2, 4, 2, 2, 2, 4, 0, 2, 0, 0, 0, 0, 77
