 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, rowcost
G major (1#), 2, 3, 1, 2, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 35
D minor (1b), 1, 3, 1, 4, 0, 1, 1, 2, 1, 1, 1, 2, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 21
E minor (1#), 4, 3, 1, 3, 2, 3, 1, 1, 2, 2, 1, 1, 3, 3,  ,  ,  , 1,  ,  , 2, 2, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 39
D minor mel (1b), 2, 4, 1, 4, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1,  ,  ,  , 1,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 28
E minor mel (1#), 5, 4, 2, 4, 2, 3, 2, 2, 3, 3, 2, 2, 3, 3,  ,  ,  , 1,  ,  , 2, 2, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 49
F major blues (1b), 2, 2, 0, 2, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1,  ,  ,  , 1,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 17
G major blues (1#), 3, 4, 2, 4, 2, 3, 2, 3, 2, 3, 2, 3, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 46
D minor blues (1b), 2, 3, 0, 3, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1,  ,  ,  , 1,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 19
E minor blues (1#), 4, 4, 2, 6, 2, 3, 2, 3, 2, 3, 2, 3, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 49
F dorian (1b), 1, 2, 0, 2, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1,  ,  ,  , 1,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 16
G dorian (1#), 3, 4, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 45
F phrygian (1b), 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 4
G phrygian (1#), 1, 3, 0, 3, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1,  ,  ,  , 1,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 18
F lydian (1b), 1, 2, 0, 2, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1,  ,  ,  , 1,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 16
G lydian (1#), 3, 4, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 45
F mixolydian (1b), 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 4
G mixolydian (1#), 1, 3, 0, 3, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1,  ,  ,  , 1,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 18
F aeolian (1b), 0, 1, 0, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 9
G aeolian (1#), 2, 3, 1, 2, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 35
F locrian (1b), 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  ,  ,  , 0,  ,  , 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 3
G locrian (1#), 0, 2, 0, 3, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 11
Bb major (2b), 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 4
D major (2#), 3, 4, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 45
G minor (2b), 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2,  ,  ,  , 0,  ,  , 1, 1, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 23
B minor (2#), 5, 3, 2, 5, 1, 2, 2, 3, 2, 2, 2, 3, 1, 2,  ,  ,  , 0,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 43
G minor mel (2b), 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2,  ,  ,  , 0,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 28
B minor mel (2#), 5, 3, 2, 5, 1, 1, 2, 3, 2, 2, 2, 3, 1, 1,  ,  ,  , 0,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 41
Bb major blues (2b), 2, 1, 0, 3, 0, 1, 0, 1, 1, 0, 0, 1, 1, 2,  ,  ,  , 0,  ,  , 1, 1, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 17
D major blues (2#), 3, 4, 2, 4, 2, 3, 2, 3, 2, 3, 2, 3, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 46
G minor blues (2b), 2, 2, 0, 4, 0, 1, 0, 1, 1, 0, 0, 1, 1, 2,  ,  ,  , 0,  ,  , 1, 1, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 19
B minor blues (2#), 4, 4, 2, 6, 2, 3, 2, 3, 2, 3, 2, 3, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 49
Bb dorian (2b), 0, 1, 0, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 9
D dorian (2#), 3, 4, 2, 3, 2, 2, 2, 3, 2, 3, 2, 3, 2, 1,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 43
Bb phrygian (2b), 1, 3, 0, 5, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0,  ,  ,  , 1,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 18
D phrygian (2#), 2, 3, 1, 4, 2, 2, 1, 2, 1, 2, 1, 2, 2, 1,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 35
Bb lydian (2b), 2, 2, 1, 3, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 35
D lydian (2#), 2, 3, 1, 5, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 38
Bb mixolydian (2b), 2, 2, 1, 2, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 34
D mixolydian (2#), 0, 1, 0, 3, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 10
Bb aeolian (2b), 2, 2, 1, 2, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 34
D aeolian (2#), 0, 1, 0, 3, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 10
Bb locrian (2b), 1, 2, 0, 3, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1,  ,  ,  , 1,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 17
D locrian (2#), 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 5
Eb major (3b), 0, 1, 0, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 9
A major (3#), 2, 3, 1, 2, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 35
C minor (3b), 1, 3, 1, 4, 0, 1, 1, 2, 1, 1, 1, 2, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 21
F# minor (3#), 4, 3, 1, 3, 2, 3, 1, 1, 2, 2, 1, 1, 3, 3,  ,  ,  , 1,  ,  , 2, 2, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 39
C minor mel (3b), 1, 2, 0, 2, 1, 2, 0, 0, 0, 1, 0, 0, 1, 1,  ,  ,  , 1,  ,  , 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 12
F# minor mel (3#), 4, 2, 1, 3, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1,  ,  ,  , 1,  ,  , 1, 1, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 26
Eb major blues (3b), 1, 2, 0, 3, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1,  ,  ,  , 1,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 17
A major blues (3#), 1, 3, 0, 5, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0,  ,  ,  , 1,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 18
C minor blues (3b), 2, 3, 1, 4, 2, 2, 1, 2, 1, 2, 1, 2, 2, 1,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 35
F# minor blues (3#), 2, 2, 1, 3, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 35
Eb dorian (3b), 2, 3, 1, 5, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 38
A dorian (3#), 2, 2, 1, 2, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 34
Eb phrygian (3b), 0, 1, 0, 3, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 10
A phrygian (3#), 2, 2, 1, 2, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 34
Eb lydian (3b), 0, 1, 0, 3, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 10
A lydian (3#), 1, 2, 0, 3, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1,  ,  ,  , 1,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 17
Eb mixolydian (3b), 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 5
A mixolydian (3#), 0, 1, 0, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 9
Eb aeolian (3b), 2, 3, 1, 2, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 35
A aeolian (3#), 1, 3, 1, 4, 0, 1, 1, 2, 1, 1, 1, 2, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 21
Eb locrian (3b), 1, 3, 0, 5, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0,  ,  ,  , 1,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 18
A locrian (3#), 2, 3, 1, 4, 2, 2, 1, 2, 1, 2, 1, 2, 2, 1,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 35
Ab major (4b), 2, 2, 1, 3, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 35
E major (4#), 2, 3, 1, 5, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 38
F minor (4b), 2, 2, 1, 2, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 34
C# minor (4#), 0, 1, 0, 3, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 10
F minor mel (4b), 2, 2, 1, 2, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 34
C# minor mel (4#), 0, 1, 0, 3, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 10
Ab major blues (4b), 1, 2, 0, 3, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1,  ,  ,  , 1,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 17
E major blues (4#), 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 5
F minor blues (4b), 0, 1, 0, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 9
C# minor blues (4#), 2, 3, 1, 2, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 35
Ab dorian (4b), 1, 3, 1, 4, 0, 1, 1, 2, 1, 1, 1, 2, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 21
E dorian (4#), 4, 3, 1, 3, 2, 3, 1, 1, 2, 2, 1, 1, 3, 3,  ,  ,  , 1,  ,  , 2, 2, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 39
Ab phrygian (4b), 1, 2, 0, 2, 1, 2, 0, 0, 0, 1, 0, 0, 1, 1,  ,  ,  , 1,  ,  , 0, 0, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 12
E phrygian (4#), 4, 2, 1, 3, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1,  ,  ,  , 1,  ,  , 1, 1, 0, 0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 26
Ab lydian (4b), 1, 2, 0, 3, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1,  ,  ,  , 1,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 17
E lydian (4#), 1, 3, 0, 5, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0,  ,  ,  , 1,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 18
Ab mixolydian (4b), 2, 3, 1, 4, 2, 2, 1, 2, 1, 2, 1, 2, 2, 1,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 35
E mixolydian (4#), 2, 2, 1, 3, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 35
Ab aeolian (4b), 2, 3, 1, 5, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 38
E aeolian (4#), 2, 2, 1, 2, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 34
Ab locrian (4b), 0, 1, 0, 3, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 10
E locrian (4#), 2, 2, 1, 2, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2,  ,  ,  , 1,  ,  , 1, 1, 2, 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1, 1, 34
Db major (5b), 0, 1, 0, 3, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1,  ,  ,  , 0,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 10
B major (5#), 1, 2, 0, 3, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1,  ,  ,  , 1,  ,  , 0, 0, 1, 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0, 0, 17
