 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4
A minor (0), 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 16
A minor mel (0), 1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 2, 0, 0, 20
C major blues (0), 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 2, 1, 0, 0, 1, 1, 1, 2, 0, 0, 17
A minor blues (0), 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 3, 2, 1, 0, 0, 1, 1, 1, 2, 0, 0, 18
C dorian (0), 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 8
C phrygian (0), 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 8
C lydian (0), 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 8
C mixolydian (0), 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 8
C aeolian (0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4
C locrian (0), 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 12
F major (1b), 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 8
G major (1#), 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 9
D minor (1b), 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 2, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 16
E minor (1#), 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 3, 2, 1, 0, 0, 1, 0, 1, 1, 0, 0, 16
D minor mel (1b), 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 2, 1, 1, 1, 0, 0, 0, 0, 1, 1, 12
E minor mel (1#), 1, 1, 1, 1, 1, 2, 0, 0, 1, 1, 1, 0, 1, 2, 2, 1, 1, 1, 1, 0, 1, 1, 1, 1, 23
F major blues (1b), 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 2, 2, 1, 1, 0, 1, 1, 1, 1, 0, 0, 18
G major blues (1#), 0, 1, 0, 1, 0, 2, 1, 0, 1, 1, 1, 0, 1, 3, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 22
D minor blues (1b), 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 3, 2, 1, 1, 0, 1, 1, 1, 1, 0, 0, 19
E minor blues (1#), 0, 1, 0, 1, 0, 2, 1, 0, 1, 1, 1, 0, 1, 3, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 22
F dorian (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4
G dorian (1#), 0, 1, 0, 1, 0, 2, 0, 0, 1, 1, 1, 0, 0, 1, 2, 1, 1, 1, 0, 0, 0, 1, 1, 1, 16
F phrygian (1b), 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 12
G phrygian (1#), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5
F lydian (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4
G lydian (1#), 0, 1, 0, 1, 0, 2, 0, 0, 1, 1, 1, 0, 0, 1, 2, 1, 1, 1, 0, 0, 0, 1, 1, 1, 16
F mixolydian (1b), 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 12
G mixolydian (1#), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5
F aeolian (1b), 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 8
G aeolian (1#), 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 9
F locrian (1b), 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 2, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 15
G locrian (1#), 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 9
Bb major (2b), 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 12
D major (2#), 0, 1, 0, 1, 0, 2, 0, 0, 1, 1, 1, 0, 0, 1, 2, 1, 1, 1, 0, 0, 0, 1, 1, 1, 16
G minor (2b), 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 3, 1, 1, 0, 0, 1, 1, 1, 2, 0, 0, 17
B minor (2#), 0, 2, 0, 1, 0, 3, 0, 1, 2, 1, 1, 0, 0, 1, 1, 1, 2, 1, 0, 0, 0, 2, 1, 1, 21
G minor mel (2b), 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 3, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 13
B minor mel (2#), 1, 3, 1, 1, 1, 4, 1, 1, 3, 1, 2, 1, 1, 1, 0, 0, 3, 1, 0, 0, 1, 3, 1, 1, 32
Bb major blues (2b), 2, 1, 1, 0, 2, 1, 1, 1, 1, 0, 0, 0, 2, 3, 1, 1, 1, 0, 2, 1, 2, 1, 0, 0, 24
D major blues (2#), 1, 2, 1, 1, 1, 3, 1, 0, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1, 0, 0, 1, 2, 1, 1, 30
G minor blues (2b), 2, 1, 1, 0, 2, 1, 1, 1, 1, 0, 0, 0, 2, 4, 1, 1, 1, 0, 2, 1, 2, 1, 0, 0, 25
B minor blues (2#), 1, 2, 1, 1, 1, 3, 1, 0, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1, 0, 0, 1, 3, 1, 1, 31
Bb dorian (2b), 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 8
D dorian (2#), 1, 2, 1, 1, 1, 3, 1, 0, 2, 1, 2, 1, 1, 1, 1, 0, 2, 1, 0, 0, 1, 2, 1, 1, 27
Bb phrygian (2b), 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 16
D phrygian (2#), 1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 2, 0, 0, 20
Bb lydian (2b), 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 2, 1, 0, 0, 1, 1, 1, 2, 0, 0, 17
D lydian (2#), 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 3, 2, 1, 0, 0, 1, 1, 1, 2, 0, 0, 18
Bb mixolydian (2b), 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 8
D mixolydian (2#), 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 8
Bb aeolian (2b), 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 8
D aeolian (2#), 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 8
Bb locrian (2b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4
D locrian (2#), 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 12
Eb major (3b), 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 8
A major (3#), 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 9
C minor (3b), 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 2, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 16
F# minor (3#), 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 3, 2, 1, 0, 0, 1, 0, 1, 1, 0, 0, 16
C minor mel (3b), 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 1, 1, 0, 0, 8
F# minor mel (3#), 3, 1, 2, 0, 3, 2, 1, 0, 2, 1, 2, 1, 2, 3, 1, 0, 2, 1, 1, 0, 3, 2, 1, 1, 35
Eb major blues (3b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4
A major blues (3#), 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 16
C minor blues (3b), 1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 2, 0, 0, 20
F# minor blues (3#), 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 2, 1, 0, 0, 1, 1, 1, 2, 0, 0, 17
Eb dorian (3b), 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 3, 2, 1, 0, 0, 1, 1, 1, 2, 0, 0, 18
A dorian (3#), 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 8
Eb phrygian (3b), 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 8
A phrygian (3#), 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 8
Eb lydian (3b), 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 8
A lydian (3#), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4
Eb mixolydian (3b), 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 12
A mixolydian (3#), 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 8
Eb aeolian (3b), 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 9
A aeolian (3#), 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 2, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 16
Eb locrian (3b), 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 16
A locrian (3#), 1, 2, 1, 1, 1, 2, 1, 0, 1, 0, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 2, 0, 0, 20
Ab major (4b), 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 2, 1, 0, 0, 1, 1, 1, 2, 0, 0, 17
E major (4#), 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 3, 2, 1, 0, 0, 1, 1, 1, 2, 0, 0, 18
F minor (4b), 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 8
C# minor (4#), 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 8
F minor mel (4b), 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 8
C# minor mel (4#), 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 8
Ab major blues (4b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4
