 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, rowcost
C major (0), 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 0, 3, 0, 0, 0, 0, 0, 18
A minor (0), 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 12
A minor mel (0), 2, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 15
C major blues (0), 3, 1, 3, 1, 1, 2, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 3, 0, 2, 0, 3, 0, 3, 1, 3, 1, 3, 0, 1, 0, 0, 0, 37
A minor blues (0), 3, 1, 3, 1, 1, 2, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 3, 0, 2, 0, 3, 0, 2, 2, 3, 1, 2, 0, 1, 0, 0, 0, 36
C dorian (0), 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 2, 1, 3, 0, 3, 0, 0, 0, 0, 0, 21
C phrygian (0), 2, 0, 2, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 3, 1, 2, 0, 2, 0, 1, 0, 0, 0, 22
C lydian (0), 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 2, 1, 3, 0, 3, 0, 0, 0, 0, 0, 21
C mixolydian (0), 2, 0, 2, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 3, 1, 2, 0, 2, 0, 1, 0, 0, 0, 22
C aeolian (0), 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 0, 3, 0, 0, 0, 0, 0, 18
C locrian (0), 1, 1, 1, 1, 1, 2, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 2, 0, 1, 0, 2, 0, 3, 1, 1, 1, 2, 0, 1, 0, 0, 0, 27
F major (1b), 2, 0, 2, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 3, 1, 2, 0, 2, 0, 1, 0, 0, 0, 22
G major (1#), 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 2, 1, 3, 0, 3, 0, 0, 0, 0, 0, 21
D minor (1b), 2, 0, 2, 0, 2, 2, 0, 0, 2, 1, 2, 1, 2, 2, 0, 0, 1, 1, 2, 1, 1, 1, 3, 2, 2, 0, 1, 0, 2, 1, 1, 1, 38
E minor (1#), 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 1, 2, 1, 0, 3, 0, 1, 1, 0, 0, 23
D minor mel (1b), 2, 0, 2, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 2, 1, 3, 1, 2, 1, 2, 2, 2, 0, 2, 0, 1, 1, 1, 1, 34
E minor mel (1#), 1, 0, 1, 0, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 0, 0, 2, 1, 3, 1, 2, 1, 2, 2, 1, 0, 3, 0, 2, 2, 1, 1, 40
F major blues (1b), 2, 1, 2, 1, 1, 2, 0, 0, 1, 0, 1, 0, 2, 1, 1, 1, 3, 0, 2, 0, 3, 0, 3, 1, 2, 1, 3, 1, 1, 0, 0, 0, 36
G major blues (1#), 3, 0, 3, 0, 2, 2, 0, 0, 2, 1, 2, 1, 2, 2, 0, 0, 2, 1, 3, 1, 2, 1, 4, 1, 3, 0, 3, 0, 2, 1, 1, 1, 46
D minor blues (1b), 2, 1, 2, 1, 1, 2, 0, 0, 1, 0, 1, 0, 2, 1, 1, 1, 3, 0, 2, 0, 3, 0, 3, 2, 2, 1, 3, 1, 1, 0, 0, 0, 37
E minor blues (1#), 2, 0, 2, 0, 2, 2, 0, 0, 2, 1, 2, 1, 2, 2, 0, 0, 2, 1, 3, 1, 2, 1, 3, 2, 2, 0, 3, 0, 2, 1, 1, 1, 43
F dorian (1b), 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 0, 3, 0, 0, 0, 0, 0, 18
G dorian (1#), 3, 0, 3, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 2, 1, 3, 1, 2, 1, 3, 1, 3, 0, 3, 0, 1, 1, 1, 1, 38
F phrygian (1b), 1, 1, 1, 1, 1, 2, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 2, 0, 1, 0, 2, 0, 3, 1, 1, 1, 2, 0, 1, 0, 0, 0, 27
G phrygian (1#), 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 0, 3, 0, 0, 0, 0, 0, 18
F lydian (1b), 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 0, 3, 0, 0, 0, 0, 0, 18
G lydian (1#), 3, 0, 3, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 2, 1, 3, 1, 2, 1, 3, 1, 3, 0, 3, 0, 1, 1, 1, 1, 38
F mixolydian (1b), 1, 1, 1, 1, 1, 2, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 2, 0, 1, 0, 2, 0, 3, 1, 1, 1, 2, 0, 1, 0, 0, 0, 27
G mixolydian (1#), 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 0, 3, 0, 0, 0, 0, 0, 18
F aeolian (1b), 2, 0, 2, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 3, 1, 2, 0, 2, 0, 1, 0, 0, 0, 22
