 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, rowcost
C major (0), 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0,  , 1, 1, 1, 1, 1, 1, 3, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 20
A minor (0), 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 2, 1, 1, 1,  , 1, 2, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 2, 1, 1, 1, 44
A minor mel (0), 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 0, 2, 3, 1, 2, 1,  , 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 0, 2, 3, 1, 2, 1, 61
C major blues (0), 0, 1, 1, 1, 1, 1, 2, 1, 0, 1, 0, 1, 2, 1, 1, 0,  , 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 0, 1, 0, 1, 2, 1, 1, 0, 38
A minor blues (0), 0, 1, 1, 1, 1, 1, 2, 1, 0, 1, 0, 1, 2, 1, 1, 0,  , 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 2, 1, 0, 1, 0, 1, 2, 1, 1, 0, 39
C dorian (0), 0, 1, 1, 1, 1, 1, 2, 1, 0, 1, 0, 1, 2, 1, 1, 0,  , 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 0, 1, 0, 1, 2, 1, 1, 0, 37
C phrygian (0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  , 1, 0, 1, 0, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
C lydian (0), 0, 1, 1, 1, 1, 1, 2, 1, 0, 1, 0, 1, 2, 1, 1, 0,  , 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 0, 1, 0, 1, 2, 1, 1, 0, 37
C mixolydian (0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  , 1, 0, 1, 0, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
C aeolian (0), 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0,  , 1, 1, 1, 1, 1, 1, 3, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 20
C locrian (0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
F major (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  , 1, 0, 1, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
G major (1#), 0, 1, 1, 1, 1, 1, 2, 1, 0, 1, 0, 1, 2, 1, 1, 0,  , 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 0, 1, 0, 1, 2, 1, 1, 0, 37
D minor (1b), 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0,  , 2, 1, 2, 1, 2, 1, 3, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 24
E minor (1#), 1, 2, 2, 2, 2, 2, 3, 1, 0, 2, 1, 2, 3, 2, 2, 0,  , 0, 1, 0, 1, 0, 1, 1, 1, 2, 2, 2, 2, 2, 3, 1, 0, 2, 1, 2, 3, 2, 2, 0, 58
D minor mel (1b), 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 1, 0, 2, 2, 0, 0,  , 2, 2, 2, 2, 2, 2, 3, 2, 0, 0, 0, 0, 0, 1, 1, 1, 2, 1, 0, 2, 2, 0, 0, 37
E minor mel (1#), 1, 2, 2, 2, 2, 2, 3, 1, 1, 3, 2, 2, 4, 3, 2, 0,  , 1, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 3, 1, 1, 3, 2, 2, 4, 3, 2, 0, 75
F major blues (1b), 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0,  , 1, 1, 1, 1, 1, 1, 2, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 19
G major blues (1#), 0, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 2, 1, 0,  , 2, 2, 2, 2, 2, 2, 3, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 2, 1, 0, 55
D minor blues (1b), 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0,  , 1, 1, 1, 1, 1, 1, 3, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 20
E minor blues (1#), 0, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 2, 1, 0,  , 2, 2, 2, 2, 2, 2, 3, 3, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 2, 1, 0, 56
F dorian (1b), 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0,  , 1, 1, 1, 1, 1, 1, 2, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 19
G dorian (1#), 0, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 2, 1, 0,  , 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 2, 1, 0, 54
F phrygian (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
G phrygian (1#), 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0,  , 1, 1, 1, 1, 1, 1, 3, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 20
F lydian (1b), 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0,  , 1, 1, 1, 1, 1, 1, 2, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 19
G lydian (1#), 0, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 2, 1, 0,  , 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 2, 1, 0, 54
F mixolydian (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
G mixolydian (1#), 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0,  , 1, 1, 1, 1, 1, 1, 3, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 20
F aeolian (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  , 1, 0, 1, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
G aeolian (1#), 0, 1, 1, 1, 1, 1, 2, 1, 0, 1, 0, 1, 2, 1, 1, 0,  , 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 0, 1, 0, 1, 2, 1, 1, 0, 37
F locrian (1b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
G locrian (1#), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  , 1, 0, 1, 0, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
Bb major (2b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  , 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
D major (2#), 0, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 2, 1, 0,  , 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 2, 1, 0, 54
G minor (2b), 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0,  , 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 19
B minor (2#), 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 2, 1, 1, 0,  , 2, 1, 2, 1, 2, 1, 2, 3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 2, 1, 1, 0, 42
G minor mel (2b), 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0,  , 1, 0, 1, 0, 1, 0, 2, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 24
B minor mel (2#), 1, 2, 2, 2, 2, 2, 1, 0, 2, 1, 1, 2, 3, 1, 2, 1,  , 2, 2, 2, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 1, 0, 2, 1, 1, 2, 3, 1, 2, 1, 65
Bb major blues (2b), 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0,  , 1, 0, 1, 0, 1, 0, 2, 2, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 32
D major blues (2#), 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 4, 2, 2, 1,  , 2, 3, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 4, 2, 2, 1, 78
