 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C major (0), 2, 0, 2, 2, 2, 0, 4, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 2, 0, 2, 2, 2, 0, 4, 0, 29
A minor (0), 3, 0, 3, 4, 3, 1, 4, 2, 2, 2, 1, 2, 1, 1, 1, 1, 0, 3, 0, 3, 4, 3, 1, 4, 1, 50
F major (1b), 2, 0, 2, 1, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 2, 0, 3, 0, 20
G major (1#), 1, 0, 1, 3, 1, 0, 3, 1, 1, 1, 0, 2, 1, 1, 0, 1, 0, 1, 0, 1, 3, 1, 0, 3, 0, 26
D minor (1b), 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 21
E minor (1#), 2, 1, 2, 3, 2, 1, 4, 1, 1, 1, 1, 3, 1, 2, 1, 1, 0, 2, 1, 2, 3, 2, 1, 4, 0, 42
Bb major (2b), 2, 0, 2, 1, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 2, 0, 3, 0, 20
D major (2#), 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 0, 3, 2, 2, 1, 2, 0, 1, 1, 1, 2, 1, 1, 2, 0, 33
G minor (2b), 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 2, 0, 11
B minor (2#), 2, 1, 2, 1, 2, 1, 1, 1, 0, 1, 0, 2, 2, 1, 1, 3, 1, 2, 1, 2, 1, 2, 1, 1, 0, 32
Eb major (3b), 3, 0, 3, 1, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 0, 3, 1, 3, 0, 3, 0, 28
A major (3#), 2, 1, 2, 3, 2, 2, 3, 3, 2, 3, 1, 4, 3, 2, 2, 3, 0, 2, 1, 2, 3, 2, 2, 3, 1, 54
C minor (3b), 3, 0, 3, 2, 3, 0, 4, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 3, 0, 3, 2, 3, 0, 4, 0, 37
F# minor (3#), 2, 1, 2, 3, 2, 2, 3, 3, 2, 3, 1, 3, 2, 2, 2, 2, 0, 2, 1, 2, 3, 2, 2, 3, 1, 51
Ab major (4b), 6, 1, 6, 0, 6, 1, 2, 0, 0, 0, 1, 1, 0, 1, 1, 2, 2, 6, 1, 6, 0, 6, 1, 2, 0, 52
E major (4#), 3, 2, 3, 3, 3, 3, 4, 3, 2, 3, 2, 5, 3, 3, 3, 3, 0, 3, 2, 3, 3, 3, 3, 4, 1, 70
F minor (4b), 4, 1, 4, 0, 4, 1, 2, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 4, 1, 4, 0, 4, 1, 2, 0, 38
C# minor (4#), 4, 1, 4, 3, 4, 3, 4, 3, 3, 3, 3, 5, 3, 2, 3, 3, 0, 4, 1, 4, 3, 4, 3, 4, 2, 76
Db major (5b), 6, 2, 6, 1, 6, 3, 3, 1, 1, 1, 3, 3, 1, 2, 3, 3, 2, 6, 2, 6, 1, 6, 3, 3, 1, 75
B major (5#), 4, 2, 4, 2, 4, 3, 3, 2, 1, 2, 2, 4, 3, 2, 3, 4, 1, 4, 2, 4, 2, 4, 3, 3, 1, 69
Bb minor (5b), 2, 1, 2, 1, 2, 2, 3, 1, 1, 1, 2, 2, 1, 1, 2, 1, 0, 2, 1, 2, 1, 2, 2, 3, 1, 39
G# minor (5#), 7, 3, 7, 1, 7, 3, 4, 1, 0, 1, 2, 4, 2, 3, 3, 3, 1, 7, 3, 7, 1, 7, 3, 4, 0, 84
Gb major (6b), 7, 3, 7, 3, 7, 5, 5, 3, 2, 3, 4, 5, 3, 3, 5, 5, 2, 7, 3, 7, 3, 7, 5, 5, 2, 111
F# major (6#), 4, 2, 4, 2, 4, 3, 3, 2, 1, 2, 2, 3, 2, 2, 3, 3, 1, 4, 2, 4, 2, 4, 3, 3, 1, 66
Eb minor (6b), 2, 1, 2, 3, 2, 2, 5, 2, 1, 2, 1, 2, 2, 1, 2, 3, 1, 2, 1, 2, 3, 2, 2, 5, 1, 52
D# minor (6#), 4, 1, 4, 4, 4, 3, 7, 3, 2, 3, 2, 3, 3, 1, 3, 5, 2, 4, 1, 4, 4, 4, 3, 7, 2, 83
Cb major (7b), 7, 4, 7, 4, 7, 6, 6, 4, 2, 4, 4, 7, 5, 4, 6, 7, 2, 7, 4, 7, 4, 7, 6, 6, 2, 129
C# major (7#), 5, 1, 5, 2, 5, 3, 3, 2, 2, 2, 3, 3, 2, 1, 3, 3, 1, 5, 1, 5, 2, 5, 3, 3, 2, 72
Ab minor (7b), 6, 2, 6, 1, 6, 2, 3, 1, 0, 1, 1, 3, 2, 2, 2, 4, 2, 6, 2, 6, 1, 6, 2, 3, 0, 70
A# minor (7#), 4, 2, 4, 2, 4, 4, 5, 2, 2, 2, 4, 4, 2, 2, 4, 2, 0, 4, 2, 4, 2, 4, 4, 5, 2, 76
