 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C major (0), 2/2, 0/0, 2/2, 2/1, 2/1, 0/0, 4/3, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 2/1, 0/0, 2/1, 2/1, 2/1, 0/0, 4/3, 0/0, 29/16
A minor (0), 2/1, 0/0, 2/1, 3/2, 2/1, 0/0, 3/1, 1/0, 1/0, 1/0, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 0/0, 2/3, 0/0, 2/3, 3/1, 2/1, 0/0, 3/1, 0/0, 29/17
F major (1b), 2/1, 0/0, 2/1, 1/3, 2/1, 0/0, 3/3, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 2/1, 1/3, 2/1, 0/0, 3/3, 0/0, 20/18
G major (1#), 1/2, 0/0, 1/2, 3/1, 1/0, 0/0, 3/2, 1/0, 1/0, 1/0, 0/0, 2/1, 1/0, 1/0, 0/0, 1/1, 0/0, 1/0, 0/0, 1/0, 3/2, 1/0, 0/0, 3/2, 0/0, 26/13
D minor (1b), 1/1, 0/0, 1/1, 2/2, 1/1, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 1/1, 2/2, 1/1, 0/0, 2/1, 0/0, 14/12
E minor (1#), 1/2, 0/0, 1/2, 3/2, 1/1, 0/0, 3/1, 1/1, 1/0, 1/2, 0/0, 2/2, 1/1, 1/1, 0/0, 1/0, 0/0, 1/3, 0/0, 1/3, 3/2, 1/1, 0/0, 3/1, 0/0, 26/25
Bb major (2b), 2/1, 0/0, 2/1, 1/1, 2/1, 0/0, 3/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 2/1, 1/1, 2/1, 0/0, 3/2, 0/0, 20/12
D major (2#), 1/2, 1/0, 1/2, 2/2, 1/1, 1/0, 2/1, 2/0, 1/0, 2/0, 0/0, 3/1, 2/0, 2/0, 1/0, 2/0, 0/0, 1/1, 1/0, 1/1, 2/2, 1/1, 1/0, 2/1, 0/0, 33/15
G minor (2b), 1/0, 0/0, 1/0, 2/2, 1/0, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 2/2, 1/0, 0/0, 2/1, 0/0, 14/6
B minor (2#), 1/2, 1/0, 1/2, 2/2, 1/2, 1/0, 2/3, 2/1, 1/0, 2/2, 0/0, 3/2, 2/1, 2/2, 1/2, 2/1, 0/0, 1/3, 1/0, 1/3, 2/2, 1/2, 1/0, 2/3, 0/0, 33/35
