 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, rowcost
C major (0), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 0/0, 2/0, 1/0, 1/0, 1/0, 2/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 14/3
A minor (0), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 0/0, 3/2, 1/0, 1/0, 1/0, 3/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 16/3
F major (1b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/3, 1/1, 1/3, 1/1, 0/0, 1/1, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/1, 0/0, 0/0, 8/11
G major (1#), 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/1, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/0, 1/0, 1/0, 1/0, 3/1, 1/0, 0/0, 1/0, 0/0, 1/1, 0/0, 0/0, 2/0, 0/0, 0/0, 18/3
D minor (1b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 9/1
E minor (1#), 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/1, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/2, 1/1, 1/1, 1/1, 5/3, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 2/0, 0/0, 0/0, 21/10
Bb major (2b), 0/0, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/3, 1/1, 1/3, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 1/1, 1/1, 0/0, 0/0, 13/11
D major (2#), 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 2/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 3/0, 1/0, 1/0, 1/0, 2/1, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 1/0, 0/0, 0/0, 19/1
G minor (2b), 0/0, 0/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 1/0, 1/0, 0/0, 0/0, 14/1
B minor (2#), 0/0, 1/0, 0/0, 1/1, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 2/3, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 4/2, 1/0, 1/0, 1/0, 4/3, 1/1, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 1/1, 0/0, 0/0, 22/15
Eb major (3b), 0/0, 0/0, 1/3, 2/2, 1/0, 3/1, 1/0, 1/0, 0/0, 1/1, 0/0, 1/0, 1/0, 1/3, 1/1, 1/3, 1/1, 0/0, 1/0, 0/0, 0/0, 0/0, 2/1, 1/0, 0/0, 0/0, 1/3, 2/2, 1/0, 2/1, 1/0, 0/0, 0/0, 27/22
