 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 0, 1, 5, 0, 2, 2, 2, 3, 2, 1, 1, 4, 1, 3, 2, 3, 3, 1, 1, 5, 0, 2, 2, 2, 3, 1, 52
A minor (0), 0, 1, 4, 0, 2, 2, 2, 4, 1, 1, 3, 3, 1, 5, 3, 6, 5, 1, 1, 4, 0, 2, 2, 2, 4, 1, 60
A minor mel (0), 1, 1, 3, 1, 3, 3, 3, 3, 2, 1, 3, 4, 1, 6, 2, 6, 4, 2, 1, 3, 1, 3, 3, 3, 3, 1, 67
C major blues (0), 1, 1, 5, 1, 3, 3, 3, 4, 3, 1, 1, 6, 1, 4, 2, 3, 5, 2, 1, 5, 1, 3, 3, 3, 4, 1, 70
A minor blues (0), 1, 1, 5, 1, 3, 2, 3, 6, 3, 1, 3, 6, 1, 5, 2, 5, 6, 2, 1, 5, 1, 3, 2, 3, 6, 1, 78
C dorian (0), 1, 1, 4, 1, 3, 3, 3, 2, 3, 1, 1, 5, 1, 4, 1, 3, 2, 2, 1, 4, 1, 3, 3, 3, 2, 1, 59
C phrygian (0), 0, 0, 4, 0, 1, 2, 1, 4, 1, 0, 1, 5, 0, 2, 1, 2, 4, 1, 0, 4, 0, 1, 2, 1, 4, 0, 41
C lydian (0), 1, 1, 4, 1, 3, 3, 3, 2, 3, 1, 1, 5, 1, 4, 1, 3, 2, 2, 1, 4, 1, 3, 3, 3, 2, 1, 59
C mixolydian (0), 0, 0, 4, 0, 1, 2, 1, 4, 1, 0, 1, 5, 0, 2, 1, 2, 4, 1, 0, 4, 0, 1, 2, 1, 4, 0, 41
C aeolian (0), 0, 1, 5, 0, 2, 2, 2, 3, 2, 1, 1, 4, 1, 3, 2, 3, 3, 1, 1, 5, 0, 2, 2, 2, 3, 1, 52
C locrian (0), 0, 0, 3, 0, 0, 2, 0, 4, 1, 0, 0, 4, 0, 1, 1, 1, 5, 0, 0, 3, 0, 0, 2, 0, 4, 0, 31
F major (1b), 0, 0, 4, 0, 1, 2, 1, 4, 1, 0, 1, 5, 0, 2, 2, 2, 3, 1, 0, 4, 0, 1, 2, 1, 4, 0, 41
G major (1#), 1, 1, 4, 1, 3, 2, 3, 3, 3, 1, 1, 5, 1, 4, 1, 3, 3, 2, 1, 4, 1, 3, 2, 3, 3, 1, 60
