 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, rowcost
C major (0), 0, 0, 2, 1, 2, 0, 2, 0, 2, 1, 1, 2, 1, 1, 1, 0, 0, 0, 2, 1, 2, 0, 2, 0, 2, 1, 1, 2, 1, 1, 2, 0, 0, 0, 0, 33
A minor (0), 0, 0, 2, 2, 0, 1, 2, 0, 1, 1, 1, 3, 2, 2, 2, 0, 0, 0, 2, 2, 0, 1, 2, 0, 1, 1, 1, 3, 2, 2, 2, 0, 0, 0, 0, 38
F major (1b), 0, 0, 2, 0, 2, 0, 2, 0, 2, 2, 1, 1, 1, 1, 1, 0, 0, 0, 2, 0, 2, 0, 2, 0, 2, 2, 1, 1, 1, 1, 2, 0, 0, 0, 0, 31
G major (1#), 0, 0, 2, 1, 2, 1, 2, 0, 1, 1, 1, 1, 1, 2, 1, 0, 0, 0, 2, 1, 2, 1, 2, 0, 1, 1, 1, 1, 1, 2, 2, 0, 0, 1, 1, 35
D minor (1b), 1, 1, 3, 0, 2, 1, 1, 0, 0, 3, 2, 2, 1, 1, 1, 1, 1, 1, 3, 0, 2, 1, 1, 0, 0, 3, 2, 2, 1, 1, 1, 1, 1, 0, 0, 41
E minor (1#), 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 3, 2, 0, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 3, 1, 0, 1, 1, 1, 46
Bb major (2b), 0, 0, 1, 0, 2, 0, 2, 0, 2, 1, 1, 1, 2, 1, 1, 0, 0, 0, 1, 0, 2, 0, 2, 0, 2, 1, 1, 1, 2, 1, 2, 0, 0, 0, 0, 29
D major (2#), 1, 1, 3, 1, 2, 2, 1, 0, 0, 2, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 0, 0, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 43
G minor (2b), 0, 0, 1, 0, 2, 1, 2, 0, 1, 2, 1, 1, 2, 2, 1, 0, 0, 0, 1, 0, 2, 1, 2, 0, 1, 2, 1, 1, 2, 2, 2, 0, 0, 1, 1, 35
B minor (2#), 1, 1, 3, 0, 3, 3, 2, 0, 0, 1, 3, 1, 2, 1, 1, 1, 1, 1, 3, 0, 3, 3, 2, 0, 0, 1, 3, 1, 2, 1, 2, 1, 1, 1, 1, 50
Eb major (3b), 0, 0, 1, 0, 1, 1, 1, 0, 2, 1, 2, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 2, 1, 2, 1, 1, 1, 1, 0, 0, 0, 0, 25
A major (3#), 1, 1, 3, 2, 1, 3, 2, 0, 0, 2, 1, 2, 2, 1, 2, 1, 1, 1, 3, 2, 1, 3, 2, 0, 0, 2, 1, 2, 2, 1, 2, 1, 1, 1, 1, 51
C minor (3b), 0, 0, 1, 1, 1, 1, 1, 0, 2, 1, 2, 2, 2, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 2, 1, 2, 2, 2, 1, 1, 0, 0, 0, 0, 31
