 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, rowcost
F minor (4b), 1/0, 1/0, 0/0, 1/0, 1/1, 1/1, 2/1, 1/0, 3/1, 2/1, 2/1, 1/1, 3/1, 2/1, 1/1, 0/0, 1/0, 1/0, 0/0, 1/0, 1/1, 1/1, 2/1, 1/0, 3/1, 2/1, 2/1, 1/1, 3/1, 2/1, 1/1, 0/0, 1/0, 0/0, 0/0, 45/20
C# minor (4#), 2/1, 2/1, 1/0, 4/2, 1/1, 4/4, 3/4, 1/0, 1/0, 3/1, 2/2, 4/2, 1/1, 2/1, 3/3, 1/0, 2/1, 2/1, 1/0, 4/2, 1/1, 4/4, 3/4, 1/0, 1/0, 3/1, 2/2, 4/2, 1/1, 2/1, 2/1, 1/0, 2/1, 1/0, 1/0, 73/45
Db major (5b), 2/2, 2/2, 0/0, 3/4, 2/2, 3/2, 5/4, 2/2, 2/5, 1/1, 3/3, 2/1, 3/3, 2/3, 3/2, 0/0, 2/2, 2/2, 0/0, 3/4, 2/2, 3/2, 5/4, 2/2, 2/5, 1/1, 3/3, 2/1, 3/3, 2/3, 3/2, 0/0, 2/2, 0/0, 0/0, 72/74
B major (5#), 2/1, 2/2, 2/1, 2/0, 2/1, 4/1, 4/2, 1/0, 1/0, 1/1, 2/1, 2/1, 1/1, 2/1, 3/1, 1/0, 2/1, 2/2, 2/1, 2/0, 2/1, 4/1, 4/2, 1/0, 1/0, 1/1, 2/1, 2/1, 1/1, 2/1, 3/1, 1/0, 2/1, 1/0, 1/0, 68/29
Bb minor (5b), 1/0, 1/0, 0/0, 2/0, 1/1, 2/0, 3/1, 1/0, 3/1, 1/1, 3/1, 2/1, 3/1, 2/1, 2/1, 0/0, 1/0, 1/0, 0/0, 2/0, 1/1, 2/0, 3/1, 1/0, 3/1, 1/1, 3/1, 2/1, 3/1, 2/1, 2/1, 0/0, 1/0, 0/0, 0/0, 55/18
G# minor (5#), 3/2, 3/2, 1/0, 4/6, 2/0, 5/3, 5/4, 2/2, 5/4, 2/1, 3/2, 4/2, 2/2, 4/2, 4/5, 1/0, 3/2, 3/2, 1/0, 4/6, 2/0, 5/3, 5/4, 2/2, 5/4, 2/1, 3/2, 4/2, 2/2, 4/2, 3/1, 1/0, 3/2, 1/0, 1/0, 104/72
Gb major (6b), 3/2, 3/2, 1/0, 4/6, 3/2, 5/4, 7/6, 2/2, 2/5, 2/1, 4/5, 2/3, 3/3, 3/3, 5/4, 1/0, 3/2, 3/2, 1/0, 4/6, 3/2, 5/4, 7/6, 2/2, 2/5, 2/1, 4/5, 2/3, 3/3, 3/3, 5/4, 1/0, 3/2, 0/0, 0/0, 103/98
F# major (6#), 2/1, 2/2, 1/0, 2/0, 2/1, 3/2, 4/1, 1/0, 1/0, 2/1, 2/1, 1/1, 2/1, 2/1, 3/1, 1/0, 2/1, 2/2, 1/0, 2/0, 2/1, 3/2, 4/1, 1/0, 1/0, 2/1, 2/1, 1/1, 2/1, 2/1, 3/1, 1/0, 2/1, 0/0, 0/0, 64/27
Eb minor (6b), 2/0, 2/0, 1/0, 2/0, 2/1, 3/1, 3/1, 1/0, 3/1, 2/1, 3/1, 2/1, 2/1, 3/1, 2/0, 1/0, 2/0, 2/0, 1/0, 2/0, 2/1, 3/1, 3/1, 1/0, 3/1, 2/1, 3/1, 2/1, 2/1, 3/1, 2/1, 1/0, 2/0, 0/0, 0/0, 70/19
D# minor (6#), 3/1, 3/2, 1/0, 4/2, 3/2, 5/5, 6/6, 2/2, 5/4, 2/1, 5/4, 3/2, 3/1, 4/3, 4/5, 1/0, 3/2, 3/2, 1/0, 4/6, 3/3, 5/5, 6/6, 2/2, 5/4, 2/1, 5/4, 3/2, 3/1, 4/3, 4/2, 1/0, 3/2, 0/0, 0/0, 111/85
Cb major (7b), 4/4, 4/6, 3/2, 4/6, 4/4, 7/6, 7/6, 2/2, 2/4, 2/3, 4/5, 3/3, 2/3, 4/5, 5/4, 2/2, 4/4, 4/6, 3/2, 4/6, 4/4, 7/6, 7/6, 2/2, 2/4, 2/3, 4/5, 3/3, 2/3, 4/5, 5/4, 2/2, 4/4, 1/0, 1/0, 124/134
C# major (7#), 1/1, 1/1, 0/0, 3/4, 1/1, 3/3, 4/2, 1/0, 1/0, 1/1, 3/2, 3/2, 2/1, 1/1, 3/3, 0/0, 1/1, 1/1, 0/0, 3/2, 1/0, 3/4, 4/4, 1/0, 1/0, 1/1, 3/2, 3/2, 2/1, 1/1, 3/1, 0/0, 1/1, 0/0, 0/0, 57/43
Ab minor (7b), 2/0, 2/0, 1/0, 2/0, 3/2, 5/2, 4/2, 1/0, 3/1, 2/1, 3/3, 3/1, 1/1, 3/1, 2/0, 1/0, 2/0, 2/0, 1/0, 2/0, 3/2, 5/2, 4/2, 1/0, 3/1, 2/1, 3/3, 3/1, 1/1, 3/1, 3/2, 1/0, 2/0, 1/0, 1/0, 81/30
A# minor (7#), 2/1, 2/2, 0/0, 4/2, 2/2, 4/6, 6/7, 2/2, 5/4, 1/1, 5/2, 3/2, 5/2, 3/2, 4/2, 0/0, 2/1, 2/2, 0/0, 4/2, 2/2, 4/6, 6/7, 2/2, 5/4, 1/1, 5/2, 3/2, 5/2, 3/2, 4/2, 0/0, 2/2, 0/0, 0/0, 98/76
