 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 8
A minor (0), 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 13
A minor mel (0), 1, 2, 1, 1, 1, 0, 2, 1, 1, 0, 0, 0, 1, 3, 2, 1, 1, 2, 2, 1, 1, 1, 0, 2, 1, 1, 29
C major blues (0), 1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 39
A minor blues (0), 1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 40
C dorian (0), 1, 1, 1, 1, 1, 0, 2, 1, 1, 0, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 1, 24
C phrygian (0), 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 9
C lydian (0), 1, 1, 1, 1, 1, 0, 2, 1, 1, 0, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 1, 24
C mixolydian (0), 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 9
C aeolian (0), 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 8
C locrian (0), 0, 1, 0, 1, 0, 2, 0, 0, 0, 2, 1, 2, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 15
F major (1b), 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 9
G major (1#), 1, 1, 1, 1, 1, 0, 2, 1, 1, 0, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 1, 24
D minor (1b), 1, 1, 1, 1, 0, 2, 0, 1, 0, 2, 2, 2, 0, 2, 2, 0, 1, 2, 1, 1, 1, 0, 2, 0, 1, 0, 26
E minor (1#), 1, 1, 2, 1, 2, 0, 3, 2, 1, 1, 0, 1, 0, 3, 1, 1, 2, 1, 1, 2, 1, 2, 0, 3, 2, 1, 35
D minor mel (1b), 1, 1, 1, 1, 0, 2, 1, 1, 0, 1, 1, 1, 0, 2, 2, 0, 1, 2, 1, 1, 1, 0, 2, 1, 1, 0, 25
E minor mel (1#), 2, 2, 3, 2, 2, 1, 3, 3, 1, 2, 1, 2, 0, 4, 2, 1, 2, 2, 2, 3, 2, 2, 1, 3, 3, 1, 52
F major blues (1b), 1, 2, 1, 2, 1, 3, 2, 1, 0, 3, 2, 3, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 3, 2, 1, 0, 40
G major blues (1#), 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 0, 3, 2, 1, 1, 3, 2, 2, 2, 1, 2, 2, 2, 1, 46
D minor blues (1b), 1, 2, 1, 2, 1, 3, 2, 1, 0, 3, 2, 3, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 3, 2, 1, 0, 40
E minor blues (1#), 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 0, 3, 3, 1, 1, 3, 2, 2, 2, 1, 2, 2, 2, 1, 47
F dorian (1b), 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 8
G dorian (1#), 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 0, 3, 2, 1, 1, 3, 2, 2, 2, 1, 1, 2, 2, 1, 41
F phrygian (1b), 0, 1, 0, 1, 0, 2, 0, 0, 0, 2, 1, 2, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 15
G phrygian (1#), 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 8
F lydian (1b), 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 8
G lydian (1#), 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 0, 3, 2, 1, 1, 3, 2, 2, 2, 1, 1, 2, 2, 1, 41
F mixolydian (1b), 0, 1, 0, 1, 0, 2, 0, 0, 0, 2, 1, 2, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 15
G mixolydian (1#), 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 8
F aeolian (1b), 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 9
G aeolian (1#), 1, 1, 1, 1, 1, 0, 2, 1, 1, 0, 0, 0, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 2, 1, 1, 24
F locrian (1b), 1, 2, 1, 2, 1, 3, 1, 1, 0, 3, 2, 3, 1, 0, 0, 1, 0, 1, 2, 1, 2, 1, 3, 1, 1, 0, 34
G locrian (1#), 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 9
Bb major (2b), 0, 1, 0, 1, 0, 2, 0, 0, 0, 3, 1, 3, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 17
D major (2#), 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 0, 3, 2, 1, 1, 3, 2, 2, 2, 1, 1, 2, 2, 1, 41
G minor (2b), 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 0, 2, 0, 1, 2, 1, 2, 1, 1, 1, 1, 1, 31
B minor (2#), 3, 3, 3, 3, 2, 2, 3, 3, 1, 2, 2, 2, 0, 3, 3, 1, 1, 4, 3, 3, 3, 2, 2, 3, 3, 1, 61
G minor mel (2b), 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 1, 1, 25
B minor mel (2#), 3, 4, 3, 3, 2, 2, 3, 3, 1, 2, 2, 2, 1, 4, 3, 1, 1, 4, 4, 3, 3, 2, 2, 3, 3, 1, 65
Bb major blues (2b), 1, 2, 2, 2, 2, 3, 2, 2, 0, 5, 2, 5, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2, 0, 53
D major blues (2#), 2, 3, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 4, 2, 1, 1, 3, 3, 2, 2, 1, 2, 2, 2, 1, 47
G minor blues (2b), 1, 2, 2, 2, 2, 3, 2, 2, 0, 4, 2, 4, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2, 0, 51
B minor blues (2#), 2, 3, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 4, 3, 1, 1, 3, 3, 2, 2, 1, 2, 2, 2, 1, 48
