 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, rowcost
B major (5#), 1, 1, 3, 1, 2, 1, 4, 1, 4, 2, 1, 2, 2, 2, 1, 2, 1, 1, 3, 1, 2, 1, 4, 1, 4, 2, 1, 2, 2, 2, 3,  , 1, 2, 1, 2, 3, 3, 3, 3, 2, 80
Bb minor (5b), 0, 0, 1, 1, 1, 0, 2, 1, 4, 0, 3, 1, 2, 0, 3, 1, 0, 0, 1, 1, 1, 0, 2, 1, 4, 0, 3, 1, 2, 2, 1,  , 0, 1, 0, 0, 1, 3, 1, 1, 1, 47
G# minor (5#), 0, 0, 2, 1, 2, 1, 3, 1, 4, 1, 2, 1, 2, 1, 2, 1, 0, 0, 2, 1, 2, 1, 3, 1, 4, 1, 2, 1, 2, 1, 2,  , 0, 1, 0, 1, 2, 2, 2, 2, 2, 59
Bb minor mel (5b), 1, 1, 4, 1, 3, 2, 5, 0, 3, 2, 1, 2, 3, 2, 1, 2, 1, 1, 4, 1, 3, 2, 5, 0, 3, 2, 1, 2, 3, 2, 3,  , 1, 2, 2, 3, 2, 3, 4, 2, 1, 86
G# minor mel (5#), 1, 1, 3, 0, 1, 1, 4, 1, 3, 1, 2, 3, 1, 1, 2, 3, 1, 1, 3, 0, 1, 1, 4, 1, 3, 1, 2, 3, 1, 2, 3,  , 1, 2, 1, 2, 3, 2, 3, 2, 2, 73
Db major blues (5b), 1, 1, 3, 1, 2, 1, 4, 1, 4, 2, 1, 2, 2, 2, 1, 2, 1, 1, 3, 1, 2, 1, 4, 1, 4, 2, 1, 2, 2, 2, 3,  , 1, 2, 1, 2, 3, 3, 3, 3, 2, 80
B major blues (5#), 1, 1, 4, 1, 3, 2, 6, 1, 4, 3, 1, 2, 2, 3, 1, 2, 2, 1, 4, 1, 3, 2, 6, 1, 4, 3, 1, 2, 2, 3, 2,  , 1, 2, 1, 4, 4, 4, 2, 3, 2, 97
Bb minor blues (5b), 1, 1, 5, 1, 4, 3, 7, 0, 3, 3, 1, 2, 3, 3, 1, 2, 2, 1, 5, 1, 4, 3, 7, 0, 3, 3, 1, 2, 3, 3, 2,  , 1, 2, 2, 5, 3, 4, 3, 2, 1, 103
G# minor blues (5#), 1, 1, 4, 1, 3, 2, 5, 1, 4, 2, 3, 2, 3, 2, 3, 2, 1, 1, 4, 1, 3, 2, 5, 1, 4, 2, 3, 2, 3, 3, 3,  , 1, 2, 2, 3, 3, 4, 4, 3, 2, 101
Db dorian (5b), 1, 1, 5, 1, 3, 2, 6, 1, 3, 2, 3, 3, 2, 2, 3, 3, 1, 1, 5, 1, 3, 2, 6, 1, 3, 2, 3, 3, 2, 3, 3,  , 1, 2, 2, 4, 4, 4, 4, 3, 2, 106
B dorian (5#), 1, 1, 4, 1, 3, 2, 5, 0, 3, 2, 1, 2, 3, 2, 1, 2, 1, 1, 4, 1, 3, 2, 5, 0, 3, 2, 1, 2, 3, 2, 3,  , 1, 2, 2, 3, 2, 3, 4, 2, 1, 86
Db phrygian (5b), 0, 0, 2, 1, 2, 1, 3, 1, 4, 1, 2, 1, 2, 1, 2, 1, 0, 0, 2, 1, 2, 1, 3, 1, 4, 1, 2, 1, 2, 1, 2,  , 0, 1, 0, 1, 2, 2, 2, 2, 2, 59
B phrygian (5#), 1, 1, 4, 1, 3, 2, 5, 0, 3, 2, 1, 2, 3, 2, 1, 2, 1, 1, 4, 1, 3, 2, 5, 0, 3, 2, 1, 2, 3, 2, 3,  , 1, 2, 2, 3, 2, 3, 4, 2, 1, 86
Db lydian (5b), 0, 0, 2, 1, 2, 1, 3, 1, 4, 1, 2, 1, 2, 1, 2, 1, 0, 0, 2, 1, 2, 1, 3, 1, 4, 1, 2, 1, 2, 1, 2,  , 0, 1, 0, 1, 2, 2, 2, 2, 2, 59
B lydian (5#), 1, 1, 3, 1, 2, 1, 4, 1, 4, 2, 1, 2, 2, 2, 1, 2, 1, 1, 3, 1, 2, 1, 4, 1, 4, 2, 1, 2, 2, 2, 3,  , 1, 2, 1, 2, 3, 3, 3, 3, 2, 80
Db mixolydian (5b), 0, 0, 1, 1, 1, 0, 2, 1, 4, 0, 3, 1, 2, 0, 3, 1, 0, 0, 1, 1, 1, 0, 2, 1, 4, 0, 3, 1, 2, 2, 1,  , 0, 1, 0, 0, 1, 3, 1, 1, 1, 47
B mixolydian (5#), 0, 0, 2, 1, 2, 1, 3, 1, 4, 1, 2, 1, 2, 1, 2, 1, 0, 0, 2, 1, 2, 1, 3, 1, 4, 1, 2, 1, 2, 1, 2,  , 0, 1, 0, 1, 2, 2, 2, 2, 2, 59
Db aeolian (5b), 1, 1, 4, 1, 3, 2, 5, 0, 3, 2, 1, 2, 3, 2, 1, 2, 1, 1, 4, 1, 3, 2, 5, 0, 3, 2, 1, 2, 3, 2, 3,  , 1, 2, 2, 3, 2, 3, 4, 2, 1, 86
B aeolian (5#), 1, 1, 3, 0, 1, 1, 4, 1, 3, 1, 2, 3, 1, 1, 2, 3, 1, 1, 3, 0, 1, 1, 4, 1, 3, 1, 2, 3, 1, 2, 3,  , 1, 2, 1, 2, 3, 2, 3, 2, 2, 73
Db locrian (5b), 2, 2, 6, 1, 2, 1, 5, 0, 2, 3, 0, 3, 2, 1, 0, 3, 2, 2, 6, 1, 2, 1, 5, 0, 2, 3, 0, 3, 2, 1, 4,  , 2, 1, 3, 4, 2, 1, 5, 1, 0, 86
B locrian (5#), 2, 2, 6, 0, 3, 3, 6, 0, 3, 3, 1, 3, 3, 3, 1, 3, 3, 2, 6, 0, 3, 3, 6, 0, 3, 3, 1, 3, 3, 3, 3,  , 2, 2, 3, 7, 4, 3, 4, 2, 1, 112
Gb major (6b), 3, 3, 5, 0, 1, 1, 4, 0, 2, 4, 1, 3, 2, 2, 1, 3, 4, 3, 5, 0, 1, 1, 4, 0, 2, 4, 1, 3, 2, 4, 4,  , 3, 2, 3, 5, 3, 3, 4, 1, 0, 97
F# major (6#), 1, 1, 3, 1, 2, 1, 4, 1, 4, 2, 1, 2, 2, 2, 1, 2, 1, 1, 3, 1, 2, 1, 4, 1, 4, 2, 1, 2, 2, 2, 3,  , 1, 2, 1, 2, 3, 3, 3, 3, 2, 80
Eb minor (6b), 1, 1, 4, 1, 3, 2, 6, 1, 4, 3, 1, 2, 2, 3, 1, 2, 2, 1, 4, 1, 3, 2, 6, 1, 4, 3, 1, 2, 2, 3, 2,  , 1, 2, 1, 4, 4, 4, 2, 3, 2, 97
D# minor (6#), 1, 1, 5, 1, 4, 3, 7, 0, 3, 3, 1, 2, 3, 3, 1, 2, 2, 1, 5, 1, 4, 3, 7, 0, 3, 3, 1, 2, 3, 3, 2,  , 1, 2, 2, 5, 3, 4, 3, 2, 1, 103
Eb minor mel (6b), 1, 1, 4, 1, 3, 2, 5, 1, 4, 2, 3, 2, 3, 2, 3, 2, 1, 1, 4, 1, 3, 2, 5, 1, 4, 2, 3, 2, 3, 3, 3,  , 1, 2, 2, 3, 3, 4, 4, 3, 2, 101
D# minor mel (6#), 1, 1, 5, 1, 3, 2, 6, 1, 3, 2, 3, 3, 2, 2, 3, 3, 1, 1, 5, 1, 3, 2, 6, 1, 3, 2, 3, 3, 2, 3, 3,  , 1, 2, 2, 4, 4, 4, 4, 3, 2, 106
Gb major blues (6b), 1, 1, 4, 1, 3, 2, 5, 0, 3, 2, 1, 2, 3, 2, 1, 2, 1, 1, 4, 1, 3, 2, 5, 0, 3, 2, 1, 2, 3, 2, 3,  , 1, 2, 2, 3, 2, 3, 4, 2, 1, 86
F# major blues (6#), 0, 0, 2, 1, 2, 1, 3, 1, 4, 1, 2, 1, 2, 1, 2, 1, 0, 0, 2, 1, 2, 1, 3, 1, 4, 1, 2, 1, 2, 1, 2,  , 0, 1, 0, 1, 2, 2, 2, 2, 2, 59
Eb minor blues (6b), 1, 1, 4, 1, 3, 2, 5, 0, 3, 2, 1, 2, 3, 2, 1, 2, 1, 1, 4, 1, 3, 2, 5, 0, 3, 2, 1, 2, 3, 2, 3,  , 1, 2, 2, 3, 2, 3, 4, 2, 1, 86
D# minor blues (6#), 0, 0, 2, 1, 2, 1, 3, 1, 4, 1, 2, 1, 2, 1, 2, 1, 0, 0, 2, 1, 2, 1, 3, 1, 4, 1, 2, 1, 2, 1, 2,  , 0, 1, 0, 1, 2, 2, 2, 2, 2, 59
Gb dorian (6b), 1, 1, 3, 1, 2, 1, 4, 1, 4, 2, 1, 2, 2, 2, 1, 2, 1, 1, 3, 1, 2, 1, 4, 1, 4, 2, 1, 2, 2, 2, 3,  , 1, 2, 1, 2, 3, 3, 3, 3, 2, 80
F# dorian (6#), 0, 0, 1, 1, 1, 0, 2, 1, 4, 0, 3, 1, 2, 0, 3, 1, 0, 0, 1, 1, 1, 0, 2, 1, 4, 0, 3, 1, 2, 2, 1,  , 0, 1, 0, 0, 1, 3, 1, 1, 1, 47
Gb phrygian (6b), 0, 0, 2, 1, 2, 1, 3, 1, 4, 1, 2, 1, 2, 1, 2, 1, 0, 0, 2, 1, 2, 1, 3, 1, 4, 1, 2, 1, 2, 1, 2,  , 0, 1, 0, 1, 2, 2, 2, 2, 2, 59
F# phrygian (6#), 1, 1, 4, 1, 3, 2, 5, 0, 3, 2, 1, 2, 3, 2, 1, 2, 1, 1, 4, 1, 3, 2, 5, 0, 3, 2, 1, 2, 3, 2, 3,  , 1, 2, 2, 3, 2, 3, 4, 2, 1, 86
Gb lydian (6b), 2, 2, 5, 0, 2, 2, 5, 0, 5, 5, 2, 2, 5, 2, 2, 2, 4, 2, 5, 0, 2, 2, 5, 0, 5, 5, 2, 2, 5, 5, 3,  , 2, 2, 2, 6, 2, 4, 3, 0, 0, 111
F# lydian (6#), 1, 1, 3, 0, 1, 1, 3, 0, 3, 3, 2, 1, 3, 1, 2, 1, 2, 1, 3, 0, 1, 1, 3, 0, 3, 3, 2, 1, 3, 4, 2,  , 1, 2, 1, 3, 1, 3, 2, 0, 0, 68
Gb mixolydian (6b), 3, 3, 7, 0, 3, 3, 6, 0, 6, 5, 0, 3, 6, 2, 0, 3, 5, 3, 7, 0, 3, 3, 6, 0, 6, 5, 0, 3, 6, 3, 4,  , 3, 1, 4, 8, 3, 2, 5, 0, 0, 130
F# mixolydian (6#), 2, 2, 5, 0, 2, 2, 4, 0, 4, 3, 0, 2, 4, 1, 0, 2, 3, 2, 5, 0, 2, 2, 4, 0, 4, 3, 0, 2, 4, 2, 3,  , 2, 1, 3, 5, 2, 1, 4, 0, 0, 87
Gb aeolian (6b), 3, 3, 6, 0, 2, 2, 5, 0, 5, 5, 1, 3, 5, 2, 1, 3, 5, 3, 6, 0, 2, 2, 5, 0, 5, 5, 1, 3, 5, 4, 4,  , 3, 1, 3, 7, 3, 3, 4, 0, 0, 120
F# aeolian (6#), 2, 2, 4, 0, 1, 1, 3, 0, 3, 3, 1, 2, 3, 1, 1, 2, 3, 2, 4, 0, 1, 1, 3, 0, 3, 3, 1, 2, 3, 3, 3,  , 2, 1, 2, 4, 2, 2, 3, 0, 0, 77
Gb locrian (6b), 4, 4, 8, 0, 3, 3, 7, 0, 4, 6, 0, 4, 4, 3, 0, 4, 6, 4, 8, 0, 3, 3, 7, 0, 4, 6, 0, 4, 4, 4, 5,  , 4, 2, 5, 9, 4, 3, 6, 1, 0, 146
F# locrian (6#), 3, 3, 6, 0, 2, 2, 5, 0, 3, 4, 0, 3, 3, 2, 0, 3, 4, 3, 6, 0, 2, 2, 5, 0, 3, 4, 0, 3, 3, 3, 4,  , 3, 2, 4, 6, 3, 2, 5, 1, 0, 107
Cb major (7b), 4, 4, 9, 0, 3, 3, 6, 0, 6, 5, 0, 4, 6, 2, 0, 4, 6, 4, 9, 0, 3, 3, 6, 0, 6, 5, 0, 4, 6, 4, 5,  , 4, 2, 5, 9, 4, 2, 6, 0, 0, 149
C# major (7#), 1, 1, 3, 0, 2, 2, 3, 0, 3, 4, 2, 2, 3, 2, 2, 2, 3, 1, 3, 0, 2, 2, 3, 0, 3, 4, 2, 2, 3, 5, 2,  , 1, 2, 1, 4, 1, 4, 2, 0, 0, 82
Ab minor (7b), 2, 2, 4, 0, 1, 1, 2, 1, 5, 1, 0, 1, 3, 0, 0, 1, 2, 2, 4, 0, 1, 1, 2, 1, 5, 1, 0, 1, 3, 1, 2,  , 2, 1, 3, 5, 3, 0, 3, 1, 1, 69
A# minor (7#), 2, 2, 3, 0, 2, 2, 4, 0, 5, 4, 4, 3, 5, 2, 4, 3, 4, 2, 3, 0, 2, 2, 4, 0, 5, 4, 4, 3, 5, 6, 3,  , 2, 2, 2, 4, 2, 6, 3, 0, 0, 113
Ab minor mel (7b), 2, 2, 3, 0, 0, 0, 1, 1, 4, 1, 1, 1, 2, 0, 1, 1, 2, 2, 3, 0, 0, 0, 1, 1, 4, 1, 1, 1, 2, 2, 2,  , 2, 1, 2, 4, 3, 1, 2, 1, 1, 59
A# minor mel (7#), 2, 2, 3, 0, 0, 0, 2, 1, 6, 2, 4, 1, 3, 0, 4, 1, 2, 2, 3, 0, 0, 0, 2, 1, 6, 2, 4, 1, 3, 4, 3,  , 2, 2, 2, 2, 3, 4, 3, 1, 1, 84
Cb major blues (7b), 5, 5, 10, 0, 4, 4, 8, 0, 6, 6, 2, 5, 6, 4, 2, 5, 7, 5, 10, 0, 4, 4, 8, 0, 6, 6, 2, 5, 6, 6, 6,  , 5, 3, 6, 11, 6, 5, 7, 2, 1, 193
C# major blues (7#), 2, 2, 5, 0, 2, 2, 5, 0, 5, 5, 2, 2, 5, 2, 2, 2, 4, 2, 5, 0, 2, 2, 5, 0, 5, 5, 2, 2, 5, 5, 3,  , 2, 2, 2, 6, 2, 4, 3, 0, 0, 111
Ab minor blues (7b), 1, 1, 3, 0, 1, 1, 3, 0, 3, 3, 2, 1, 3, 1, 2, 1, 2, 1, 3, 0, 1, 1, 3, 0, 3, 3, 2, 1, 3, 4, 2,  , 1, 2, 1, 3, 1, 3, 2, 0, 0, 68
A# minor blues (7#), 3, 3, 7, 0, 3, 3, 6, 0, 6, 5, 0, 3, 6, 2, 0, 3, 5, 3, 7, 0, 3, 3, 6, 0, 6, 5, 0, 3, 6, 3, 4,  , 3, 1, 4, 8, 3, 2, 5, 0, 0, 130
Cb dorian (7b), 2, 2, 5, 0, 2, 2, 4, 0, 4, 3, 0, 2, 4, 1, 0, 2, 3, 2, 5, 0, 2, 2, 4, 0, 4, 3, 0, 2, 4, 2, 3,  , 2, 1, 3, 5, 2, 1, 4, 0, 0, 87
C# dorian (7#), 3, 3, 6, 0, 2, 2, 5, 0, 5, 5, 1, 3, 5, 2, 1, 3, 5, 3, 6, 0, 2, 2, 5, 0, 5, 5, 1, 3, 5, 4, 4,  , 3, 1, 3, 7, 3, 3, 4, 0, 0, 120
Cb phrygian (7b), 2, 2, 4, 0, 1, 1, 3, 0, 3, 3, 1, 2, 3, 1, 1, 2, 3, 2, 4, 0, 1, 1, 3, 0, 3, 3, 1, 2, 3, 3, 3,  , 2, 1, 2, 4, 2, 2, 3, 0, 0, 77
C# phrygian (7#), 4, 4, 8, 0, 3, 3, 7, 0, 4, 6, 0, 4, 4, 3, 0, 4, 6, 4, 8, 0, 3, 3, 7, 0, 4, 6, 0, 4, 4, 4, 5,  , 4, 2, 5, 9, 4, 3, 6, 1, 0, 146
Cb lydian (7b), 3, 3, 6, 0, 2, 2, 5, 0, 3, 4, 0, 3, 3, 2, 0, 3, 4, 3, 6, 0, 2, 2, 5, 0, 3, 4, 0, 3, 3, 3, 4,  , 3, 2, 4, 6, 3, 2, 5, 1, 0, 107
C# lydian (7#), 4, 4, 9, 0, 3, 3, 6, 0, 6, 5, 0, 4, 6, 2, 0, 4, 6, 4, 9, 0, 3, 3, 6, 0, 6, 5, 0, 4, 6, 4, 5,  , 4, 2, 5, 9, 4, 2, 6, 0, 0, 149
Cb mixolydian (7b), 1, 1, 3, 0, 2, 2, 3, 0, 3, 4, 2, 2, 3, 2, 2, 2, 3, 1, 3, 0, 2, 2, 3, 0, 3, 4, 2, 2, 3, 5, 2,  , 1, 2, 1, 4, 1, 4, 2, 0, 0, 82
C# mixolydian (7#), 2, 2, 4, 0, 1, 1, 2, 1, 5, 1, 0, 1, 3, 0, 0, 1, 2, 2, 4, 0, 1, 1, 2, 1, 5, 1, 0, 1, 3, 1, 2,  , 2, 1, 3, 5, 3, 0, 3, 1, 1, 69
Cb aeolian (7b), 2, 2, 3, 0, 2, 2, 4, 0, 5, 4, 4, 3, 5, 2, 4, 3, 4, 2, 3, 0, 2, 2, 4, 0, 5, 4, 4, 3, 5, 6, 3,  , 2, 2, 2, 4, 2, 6, 3, 0, 0, 113
C# aeolian (7#), 2, 2, 3, 0, 0, 0, 1, 1, 4, 1, 1, 1, 2, 0, 1, 1, 2, 2, 3, 0, 0, 0, 1, 1, 4, 1, 1, 1, 2, 2, 2,  , 2, 1, 2, 4, 3, 1, 2, 1, 1, 59
Cb locrian (7b), 3, 3, 8, 0, 4, 4, 8, 0, 4, 4, 1, 5, 4, 4, 1, 5, 5, 3, 8, 0, 4, 4, 8, 0, 4, 4, 1, 5, 4, 5, 4,  , 3, 3, 4, 11, 6, 4, 5, 2, 1, 156
C# locrian (7#), 5, 5, 10, 0, 4, 4, 8, 0, 6, 6, 2, 5, 6, 4, 2, 5, 7, 5, 10, 0, 4, 4, 8, 0, 6, 6, 2, 5, 6, 6, 6,  , 5, 3, 6, 11, 6, 5, 7, 2, 1, 193
