 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C major (0), 0, 0, 0, 3, 1, 0, 0, 0, 1, 3, 3, 1, 3, 2, 2, 2, 1, 0, 0, 0, 3, 1, 0, 0, 0, 26
A minor (0), 0, 1, 0, 4, 1, 0, 0, 0, 1, 5, 4, 2, 4, 2, 1, 2, 1, 0, 1, 0, 4, 1, 0, 0, 0, 34
F major (1b), 0, 0, 0, 2, 0, 0, 1, 1, 2, 2, 2, 0, 3, 3, 3, 1, 0, 0, 0, 0, 2, 0, 0, 1, 1, 24
G major (1#), 1, 1, 1, 3, 2, 1, 1, 0, 1, 4, 3, 1, 3, 4, 3, 3, 1, 1, 1, 1, 3, 2, 1, 1, 0, 43
D minor (1b), 1, 1, 1, 1, 1, 0, 2, 1, 2, 2, 1, 1, 3, 5, 4, 2, 1, 1, 1, 1, 1, 1, 0, 2, 1, 37
E minor (1#), 2, 1, 1, 5, 4, 1, 1, 0, 1, 5, 4, 2, 3, 4, 3, 4, 2, 2, 1, 1, 5, 4, 1, 1, 0, 58
Bb major (2b), 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 2, 4, 3, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 21
D major (2#), 2, 2, 2, 2, 3, 1, 2, 0, 1, 3, 2, 2, 4, 5, 4, 4, 2, 2, 2, 2, 2, 3, 1, 2, 0, 55
G minor (2b), 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 0, 2, 5, 4, 2, 0, 1, 1, 2, 1, 1, 1, 2, 1, 38
B minor (2#), 3, 3, 3, 2, 5, 2, 3, 0, 0, 2, 1, 2, 5, 5, 4, 3, 4, 3, 3, 3, 2, 5, 2, 3, 0, 68
Eb major (3b), 1, 1, 3, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 3, 2, 0, 1, 1, 1, 3, 2, 1, 1, 2, 1, 36
A major (3#), 2, 3, 2, 3, 3, 1, 2, 0, 1, 4, 3, 3, 6, 4, 3, 3, 2, 2, 3, 2, 3, 3, 1, 2, 0, 61
C minor (3b), 1, 1, 2, 3, 2, 1, 1, 0, 1, 2, 2, 2, 2, 1, 1, 1, 2, 1, 1, 2, 3, 2, 1, 1, 0, 36
F# minor (3#), 1, 2, 3, 4, 3, 0, 2, 0, 1, 4, 3, 4, 4, 3, 2, 2, 3, 1, 2, 3, 4, 3, 0, 2, 0, 56
Ab major (4b), 3, 2, 4, 4, 6, 2, 3, 1, 1, 2, 2, 2, 1, 2, 1, 0, 5, 3, 2, 4, 4, 6, 2, 3, 1, 66
E major (4#), 3, 3, 2, 5, 5, 1, 2, 0, 1, 5, 4, 4, 5, 4, 3, 3, 3, 3, 3, 2, 5, 5, 1, 2, 0, 74
F minor (4b), 2, 1, 1, 4, 2, 1, 2, 1, 2, 3, 3, 1, 2, 1, 1, 0, 1, 2, 1, 1, 4, 2, 1, 2, 1, 42
C# minor (4#), 2, 3, 1, 6, 4, 1, 2, 1, 2, 5, 5, 4, 4, 3, 2, 4, 2, 2, 3, 1, 6, 4, 1, 2, 1, 71
Db major (5b), 4, 3, 4, 6, 7, 2, 3, 1, 1, 4, 4, 3, 3, 2, 1, 1, 5, 4, 3, 4, 6, 7, 2, 3, 1, 84
B major (5#), 4, 4, 3, 4, 6, 2, 3, 0, 0, 4, 3, 3, 5, 4, 3, 2, 4, 4, 4, 3, 4, 6, 2, 3, 0, 80
Bb minor (5b), 1, 1, 1, 3, 1, 0, 1, 1, 1, 3, 3, 1, 2, 3, 2, 2, 0, 1, 1, 1, 3, 1, 0, 1, 1, 35
G# minor (5#), 5, 3, 3, 4, 7, 2, 4, 0, 0, 4, 3, 2, 4, 4, 3, 1, 4, 5, 3, 3, 4, 7, 2, 4, 0, 81
Gb major (6b), 5, 5, 5, 7, 8, 2, 4, 0, 0, 6, 5, 5, 5, 3, 2, 2, 6, 5, 5, 5, 7, 8, 2, 4, 0, 106
F# major (6#), 3, 3, 4, 4, 5, 1, 3, 0, 0, 4, 3, 3, 3, 3, 2, 1, 4, 3, 3, 4, 4, 5, 1, 3, 0, 69
Eb minor (6b), 2, 3, 4, 3, 2, 1, 3, 0, 0, 3, 2, 3, 4, 4, 3, 1, 2, 2, 3, 4, 3, 2, 1, 3, 0, 58
D# minor (6#), 3, 5, 5, 5, 3, 2, 4, 0, 0, 4, 3, 5, 6, 4, 3, 2, 3, 3, 5, 5, 5, 3, 2, 4, 0, 84
Cb major (7b), 7, 7, 5, 7, 10, 3, 5, 0, 0, 7, 5, 6, 8, 6, 4, 3, 7, 7, 7, 5, 7, 10, 3, 5, 0, 134
C# major (7#), 2, 3, 3, 5, 4, 1, 2, 1, 1, 4, 4, 3, 3, 2, 1, 2, 3, 2, 3, 3, 5, 4, 1, 2, 1, 65
Ab minor (7b), 5, 4, 4, 4, 8, 3, 5, 0, 0, 3, 2, 3, 3, 4, 3, 1, 6, 5, 4, 4, 4, 8, 3, 5, 0, 91
A# minor (7#), 2, 2, 2, 5, 2, 0, 1, 1, 1, 5, 5, 2, 4, 3, 2, 3, 0, 2, 2, 2, 5, 2, 0, 1, 1, 55
