 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C major (0), 1, 1, 2, 1, 1, 1, 1, 4, 3, 2, 2, 1, 0, 1, 2, 4, 3, 2, 2, 3, 2, 1, 2, 1, 1, 44
A minor (0), 4, 1, 2, 1, 2, 2, 1, 1, 3, 2, 4, 1, 0, 2, 3, 4, 2, 2, 1, 4, 3, 2, 3, 2, 1, 53
F major (1b), 1, 1, 3, 0, 1, 1, 1, 5, 3, 1, 1, 0, 0, 2, 2, 3, 2, 3, 1, 2, 2, 3, 2, 3, 1, 44
G major (1#), 1, 1, 2, 1, 1, 1, 1, 3, 5, 3, 3, 1, 1, 1, 4, 3, 2, 4, 3, 4, 1, 2, 1, 2, 1, 52
D minor (1b), 1, 0, 4, 0, 1, 1, 2, 4, 5, 2, 1, 1, 1, 3, 4, 2, 3, 5, 1, 4, 3, 1, 3, 1, 1, 54
E minor (1#), 3, 1, 1, 1, 1, 1, 0, 1, 4, 4, 5, 2, 2, 3, 3, 2, 2, 4, 3, 5, 0, 2, 0, 2, 0, 52
Bb major (2b), 0, 1, 2, 0, 1, 1, 0, 7, 2, 1, 0, 0, 1, 1, 1, 4, 3, 5, 1, 1, 1, 4, 1, 4, 0, 42
D major (2#), 1, 0, 3, 1, 1, 1, 2, 2, 6, 4, 3, 2, 2, 2, 5, 2, 2, 5, 3, 6, 2, 2, 2, 2, 1, 62
G minor (2b), 0, 1, 2, 0, 1, 1, 0, 4, 4, 2, 1, 0, 2, 1, 3, 3, 3, 6, 2, 2, 0, 3, 0, 3, 0, 44
B minor (2#), 4, 0, 2, 0, 1, 1, 2, 3, 6, 3, 3, 1, 4, 3, 6, 1, 4, 5, 2, 5, 2, 2, 2, 2, 1, 65
Eb major (3b), 0, 1, 2, 0, 0, 0, 0, 6, 1, 0, 0, 0, 4, 1, 2, 3, 3, 5, 0, 0, 1, 4, 1, 4, 0, 38
A major (3#), 4, 0, 3, 1, 2, 2, 2, 1, 5, 3, 5, 2, 2, 3, 5, 2, 1, 4, 2, 5, 3, 3, 3, 3, 1, 67
C minor (3b), 0, 1, 1, 1, 0, 0, 0, 3, 1, 1, 1, 1, 2, 0, 2, 5, 3, 2, 1, 1, 1, 2, 1, 2, 0, 32
F# minor (3#), 4, 0, 3, 1, 2, 2, 2, 2, 2, 2, 4, 2, 4, 4, 2, 3, 2, 5, 1, 4, 3, 2, 3, 2, 1, 62
Ab major (4b), 1, 0, 2, 0, 0, 0, 0, 6, 0, 0, 1, 1, 6, 2, 2, 2, 3, 4, 0, 0, 1, 4, 1, 4, 0, 40
E major (4#), 3, 0, 2, 1, 2, 2, 1, 1, 4, 3, 6, 3, 3, 4, 4, 1, 1, 4, 2, 4, 2, 3, 2, 3, 0, 61
F minor (4b), 2, 0, 3, 0, 0, 0, 1, 4, 1, 0, 2, 1, 2, 3, 2, 2, 1, 1, 0, 1, 2, 3, 2, 3, 1, 37
C# minor (4#), 3, 0, 3, 1, 2, 2, 0, 3, 1, 4, 7, 2, 3, 4, 1, 1, 3, 3, 2, 4, 3, 5, 3, 5, 0, 65
Db major (5b), 5, 0, 2, 0, 1, 1, 0, 5, 0, 1, 6, 2, 7, 6, 2, 1, 2, 4, 0, 1, 2, 3, 2, 3, 0, 56
B major (5#), 3, 0, 1, 0, 2, 2, 1, 2, 4, 2, 5, 2, 5, 4, 5, 0, 3, 4, 1, 3, 2, 3, 2, 3, 0, 59
Bb minor (5b), 1, 0, 2, 0, 2, 2, 0, 6, 1, 2, 2, 1, 2, 2, 0, 2, 2, 4, 1, 2, 2, 3, 2, 3, 0, 44
G# minor (5#), 2, 0, 1, 0, 0, 0, 1, 4, 2, 1, 3, 3, 6, 4, 3, 1, 4, 4, 1, 1, 2, 6, 2, 6, 0, 57
Gb major (6b), 5, 0, 1, 0, 3, 3, 1, 4, 1, 2, 7, 3, 8, 7, 3, 1, 2, 5, 0, 3, 3, 3, 3, 3, 0, 71
F# major (6#), 3, 0, 1, 0, 2, 2, 1, 3, 1, 1, 4, 2, 6, 5, 2, 1, 2, 5, 0, 2, 2, 2, 2, 2, 0, 51
Eb minor (6b), 0, 1, 1, 0, 1, 1, 1, 4, 2, 1, 1, 1, 5, 2, 3, 2, 2, 6, 0, 1, 3, 3, 3, 3, 0, 47
D# minor (6#), 0, 1, 1, 0, 2, 2, 1, 5, 2, 2, 2, 1, 6, 2, 4, 2, 2, 6, 0, 2, 4, 4, 4, 4, 0, 59
Cb major (7b), 5, 0, 2, 0, 3, 3, 2, 4, 6, 3, 8, 4, 8, 7, 8, 0, 3, 6, 1, 4, 4, 4, 4, 4, 0, 93
C# major (7#), 3, 0, 2, 0, 2, 2, 0, 4, 0, 2, 5, 1, 5, 4, 1, 1, 2, 4, 0, 2, 3, 4, 3, 4, 0, 54
Ab minor (7b), 1, 0, 1, 0, 0, 0, 1, 5, 2, 1, 2, 2, 6, 3, 4, 1, 4, 4, 1, 1, 2, 5, 2, 5, 0, 53
A# minor (7#), 2, 0, 2, 0, 3, 3, 0, 7, 1, 3, 4, 2, 4, 3, 0, 3, 3, 5, 1, 3, 3, 5, 3, 5, 0, 65
