 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, rowcost
C major (0), 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 1, 3, 1, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 30
A minor (0), 0, 0, 3, 2, 1, 1, 3, 3, 1, 1, 3, 1, 0, 0, 0, 0, 0, 5, 2, 2, 0, 1, 1, 2, 1, 2, 1, 1, 1, 3, 1, 1, 0, 0, 0, 0, 43
F major (1b), 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 1, 2, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 20
G major (1#), 0, 0, 2, 1, 1, 1, 3, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 5, 1, 2, 1, 1, 1, 2, 1, 3, 2, 1, 3, 3, 0, 0, 1, 1, 1, 1, 51
D minor (1b), 1, 1, 3, 1, 0, 0, 3, 2, 0, 0, 3, 2, 0, 0, 0, 0, 0, 3, 1, 0, 1, 1, 2, 2, 1, 2, 0, 0, 3, 3, 1, 1, 0, 0, 0, 0, 37
E minor (1#), 0, 0, 2, 1, 1, 1, 3, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 5, 0, 2, 1, 1, 0, 3, 0, 2, 2, 1, 2, 5, 0, 0, 1, 1, 1, 1, 48
Bb major (2b), 0, 0, 1, 1, 0, 0, 1, 3, 0, 0, 1, 2, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 19
D major (2#), 1, 1, 3, 2, 1, 1, 4, 1, 1, 1, 4, 2, 1, 1, 1, 1, 1, 4, 1, 1, 2, 2, 2, 3, 1, 4, 2, 1, 4, 5, 1, 1, 1, 1, 1, 1, 65
G minor (2b), 0, 0, 2, 1, 0, 0, 2, 4, 0, 0, 2, 2, 1, 1, 1, 1, 1, 5, 0, 3, 1, 1, 0, 1, 0, 1, 1, 2, 2, 2, 0, 0, 1, 1, 1, 1, 41
B minor (2#), 1, 1, 3, 1, 0, 0, 3, 1, 0, 0, 1, 3, 1, 1, 1, 1, 1, 2, 1, 3, 2, 2, 2, 2, 1, 3, 1, 3, 4, 4, 1, 1, 1, 1, 1, 1, 55
Eb major (3b), 0, 0, 1, 1, 0, 0, 1, 3, 0, 0, 1, 3, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 20
A major (3#), 1, 1, 4, 3, 1, 1, 4, 2, 1, 1, 4, 1, 1, 1, 1, 1, 1, 5, 2, 2, 2, 3, 2, 3, 1, 4, 2, 2, 3, 4, 2, 2, 1, 1, 1, 1, 72
C minor (3b), 0, 0, 1, 2, 1, 1, 2, 2, 1, 1, 3, 3, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 3, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 29
F# minor (3#), 1, 1, 2, 4, 1, 1, 2, 4, 1, 1, 3, 2, 0, 0, 0, 0, 0, 2, 2, 3, 1, 2, 2, 2, 1, 3, 1, 3, 2, 3, 2, 2, 0, 0, 0, 0, 54
Ab major (4b), 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 3, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 16
E major (4#), 1, 1, 4, 3, 1, 1, 4, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 5, 1, 2, 2, 3, 1, 4, 0, 3, 2, 2, 2, 4, 2, 2, 1, 1, 1, 1, 66
F minor (4b), 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 3, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 15
C# minor (4#), 0, 0, 2, 3, 1, 1, 1, 3, 1, 1, 2, 2, 1, 1, 1, 1, 1, 3, 2, 5, 1, 3, 0, 2, 0, 2, 2, 5, 1, 4, 2, 2, 1, 1, 1, 1, 60
Db major (5b), 0, 0, 1, 2, 0, 0, 0, 3, 0, 0, 1, 4, 0, 0, 0, 0, 0, 1, 1, 3, 0, 1, 0, 2, 0, 0, 0, 3, 0, 1, 1, 1, 0, 0, 0, 0, 25
B major (5#), 1, 1, 4, 2, 0, 0, 3, 2, 0, 0, 1, 2, 1, 1, 1, 1, 1, 3, 1, 4, 2, 3, 1, 3, 0, 2, 1, 4, 2, 3, 2, 2, 1, 1, 1, 1, 58
Bb minor (5b), 0, 0, 1, 2, 0, 0, 0, 3, 0, 0, 1, 3, 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 3, 0, 0, 0, 2, 1, 2, 1, 1, 0, 0, 0, 0, 25
G# minor (5#), 1, 1, 1, 1, 0, 0, 1, 2, 0, 0, 2, 1, 1, 1, 1, 1, 1, 5, 0, 3, 2, 2, 1, 6, 0, 2, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 49
Gb major (6b), 1, 1, 3, 4, 0, 0, 1, 5, 0, 0, 2, 5, 0, 0, 0, 0, 0, 3, 2, 4, 1, 3, 1, 3, 0, 1, 0, 4, 1, 3, 3, 3, 0, 0, 0, 0, 54
F# major (6#), 1, 1, 2, 3, 0, 0, 1, 4, 0, 0, 2, 3, 0, 0, 0, 0, 0, 2, 1, 3, 1, 2, 1, 2, 0, 1, 0, 3, 1, 2, 2, 2, 0, 0, 0, 0, 40
Eb minor (6b), 1, 1, 3, 3, 0, 0, 2, 5, 0, 0, 2, 4, 0, 0, 0, 0, 0, 3, 1, 4, 1, 2, 1, 3, 0, 1, 0, 3, 1, 1, 2, 2, 0, 0, 0, 0, 46
D# minor (6#), 1, 1, 4, 4, 0, 0, 2, 6, 0, 0, 2, 6, 0, 0, 0, 0, 0, 4, 2, 5, 1, 3, 1, 4, 0, 1, 0, 4, 1, 2, 3, 3, 0, 0, 0, 0, 60
Cb major (7b), 2, 2, 7, 4, 0, 0, 5, 4, 0, 0, 2, 4, 1, 1, 1, 1, 1, 5, 2, 5, 3, 5, 2, 5, 0, 3, 1, 5, 3, 4, 4, 4, 1, 1, 1, 1, 90
C# major (7#), 0, 0, 2, 3, 0, 0, 0, 4, 0, 0, 1, 4, 0, 0, 0, 0, 0, 2, 2, 4, 0, 2, 0, 1, 0, 0, 0, 4, 0, 2, 2, 2, 0, 0, 0, 0, 35
Ab minor (7b), 1, 1, 1, 1, 0, 0, 1, 2, 0, 0, 2, 2, 1, 1, 1, 1, 1, 4, 0, 3, 2, 2, 1, 4, 0, 2, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 47
A# minor (7#), 0, 0, 2, 4, 0, 0, 0, 5, 0, 0, 1, 5, 0, 0, 0, 0, 0, 2, 2, 4, 0, 2, 0, 5, 0, 0, 0, 4, 1, 3, 2, 2, 0, 0, 0, 0, 44
